call,gota_call,club_name,section,transmitters,class,power_source,final_score,total_qsos,total_cw_qsos,total_digital_qsos,total_phone_qsos,power_multiplier,bonus_points,number_of_participants
KK4BQ,NA,Salkehatchie ARS,SC,5,5A,O,3578,664,500,0,164,2,12.5,34
KK4HEG,NA,NA,NC,1,1E,G,1170,280,0,280,0,2,0.5,1
KK4MA,NA,NA,SC,1,1D,C,416,95,88,0,7,2,0.5,1
KK4RV,NA,NA,NC,1,1E,G,554,202,0,0,202,2,1.5,1
KK4SVY,NA,Jones Cty ARS,GA,2,2F,C,232,88,27,1,60,2,0,10
KK4ZUU,NA,NA,VA,1,1E,B,238,22,0,22,0,2,1.5,1
KK5JY,NA,NA,OK,1,1C,G,506,93,85,0,8,2,1.5,1
KK5K,NA,Tupelo ARC,MS,2,2A,B,822,36,0,0,36,2,7.5,14
KK5W,K5DX,BVARC/TDXS/ECHO ARCs,STX,8,8A,G,13886,3173,2548,277,348,2,18.9,56
KK6JA,NA,Janet Club,SCV,3,3A,G,774,123,18,21,84,2,4.5,6
KK6NXT,NA,Lakewood ARC,LAX,3,3A,B,782,116,0,0,116,2,5.5,4
KK6QQY,NA,NA,LAX,2,2E,B,472,50,0,1,49,2,3.7,1
KK6UOB,NA,NA,LAX,1,1D,C,98,20,0,4,16,2,0.5,1
KK6VBY,NA,Livermore AR Klub,EB,1,1A,B,322,26,0,0,26,2,2.7,15
KK6VZE,NA,NA,SF,1,1D,C,4,2,0,0,2,2,0,1
KK7GO,NA,NA,SCV,1,1D,C,28,14,0,0,14,2,0,1
KK7L,NA,Utah DX Assn QRPers,UT,1,1B2B,B,2430,233,223,0,10,5,1.5,2
KK7PR,NA,NA,OR,3,3E,B,6388,1775,1036,108,631,2,5.5,18
KK9D,NA,NA,WI,1,1D,C,154,40,12,0,28,2,0.5,1
KK0SD,NA,NA,MO,1,1B1B,B,1950,185,135,0,50,5,3.5,1
KL1JP,NA,NA,AK,1,1E,B,930,122,61,57,4,2,4.5,1
KL2UH,NA,NA,AK,1,1E,G,138,19,0,0,19,2,1,1
KL7AIR,NA,Elemendorf ARS,AK,2,2A,G,448,24,0,0,24,2,4,11
KL7AN,NA,Moose Horn ARC,AK,2,2A,B,800,326,11,13,302,1,4.5,20
KL7IOL (+WL7BHL),NA,NA,AK,1,1B2,G,212,6,0,0,6,2,2,2
KL7JFU,AL4J,Mataniska ARA,AK,2,2A,B,784,17,0,0,17,2,7.5,25
KL7JRC,NA,Juneau ARC,AK,1,1A,G,2332,355,73,53,229,2,13.7,50
KL8X,NA,NA,AK,1,1A,G,412,41,40,0,1,2,2.5,3
KM4C,NA,Shelby ARC / ARES of Cleveland Cty,NC,3,3A,O,2290,506,0,54,452,2,11.7,34
KM4FO,NA,NA,KY,1,1D,C,650,150,150,0,0,2,0.5,1
KM4HYO,NA,NA,VA,1,1C,G,101,1,0,0,1,1,1,1
KM4LBC,NA,NA,NC,1,1E,G,632,133,0,133,0,2,1,2
KM4QE,NA,NA,SC,1,1D,C,136,68,0,0,68,2,0,1
KM4SW,W4QYV,Carolina SideWinders,SC,3,3A,G,726,78,0,0,78,2,5.7,3
KM4TRP,NA,Deep South ARC,AL,4,4A,G,1660,225,0,80,145,2,10.5,20
KM5VZ,NA,NA,NTX,1,1B1,B,282,16,0,0,16,2,2.5,1
KM6CQ,NA,NA,NV,1,1D,C,53,53,0,0,53,1,0,1
KM7W,NA,Big Sky Contesters,MT,2,2A,G,6970,2048,1412,0,636,2,0.5,4
KM0HPE,NA,Mules Region E ARC,MO,2,2A,G,436,68,0,0,68,2,3,3
KN4VY,NA,Azalea Trace Hams,NFL,1,1A,G,400,25,0,0,25,2,3.5,3
KN5S,NA,NA,STX,2,2E,B,1066,221,1,136,84,2,3.5,7
KN5TX,WA5JRS,Mansfield Johnson ARS,NTX,3,3F,B,7082,2077,759,10,1308,2,13.9,73
KO6FE,NA,NA,SF,1,1B1,B,238,47,0,47,0,2,0.5,1
KO6LOQ,NA,NA,ORG,1,1D,C,100,50,0,0,50,2,0,1
KO6RM,NA,NA,CO,1,1C,G,556,128,22,3,103,2,2.5,1
KO6YG,NA,NA,SCV,1,1D,C,56,28,0,0,28,2,0,1
KO8S,NA,NA,MI,1,1D,C,102,13,13,0,0,2,0.5,1
K0ACP,NA,NA,MI,1,1E,G,406,144,29,5,110,2,0.5,1
K0ADL,NA,NA,CO,1,1B1,G,1066,199,0,109,90,2,4.5,1
K0AE,NA,Glenn Valenta Mem ARC,CO,3,3A,G,2828,746,342,1,403,2,6.5,10
K0AJW,NA,Souris Valley  ARC,ND,1,1A,G,4270,1045,665,0,380,2,8.5,10
K0ANT,NA,Kansas Ant Club in Johnson Cty,KS,3,3A,G,2816,621,349,53,219,2,7.7,13
K0AOM,NA,NA,MN,1,1E,G,310,105,0,0,105,2,1,1
K0B,NA,NA,MO,1,1B2,B,394,72,0,0,72,2,2.5,2
K0BAK,NA,NA,EPA,1,1B1,B,448,78,21,0,57,2,2.5,1
K0BRS,NA,NA,CO,1,1D,C,150,50,0,0,50,2,0.5,1
K0CD,NA,NA,WI,1,1B1B,B,680,53,53,0,0,5,1.5,1
K0CGY,NA,NA,ND,1,1A,G,284,67,0,0,67,2,1.5,5
K0CQ,NA,NA,IA,1,1E,G,788,165,154,0,11,2,1.5,1
K0DCA,NA,NA,MO,3,3AC,C,1076,214,49,0,165,2,5.5,25
K0DRO,NA,NA,NM,1,1B1,B,342,21,0,0,21,2,3,1
K0EQH,NA,NA,KS,1,1D,C,100,50,0,0,50,2,0,1
K0ESX,NA,NA,UT,1,1D,C,146,48,0,0,48,2,0.5,1
K0FEZ,NA,RADOPS of El Jebel Shrine,CO,2,2A,G,674,87,75,0,12,2,3.5,5
K0G,NA,Pinyon Mesa Contesters,CO,1,1AB,B,2650,220,220,0,0,5,4.5,3
K0GEO,NA,NA,STX,1,1E,B,1098,212,212,0,0,2,2.5,1
K0GNE,NA,Greater Nebraska ARL,NE,2,2A,B,2078,525,0,199,326,2,6.3,16
K0GQ,NA,Raytown ARC,MO,1,1A,G,1706,160,4,64,92,2,12.5,27
K0HS,NA,NA,SD,2,2E,G,516,133,0,0,133,2,2.5,5
K0IIT,KC0QXX,Montrose ARC,CO,2,2A,B,4680,1237,428,0,809,2,13.5,22
K0JFN,KD0PGV,NA,NE,4,4AC,C,760,142,9,44,89,2,3.7,27
K0JJL,NA,NA,AZ,1,1B1,G,150,25,0,0,25,2,1,1
K0KBX,NA,Benton Cty Amateur Club,IA,3,3AC,C,1568,264,200,0,64,2,6.4,24
K0KEV,NA,NA,MO,1,1B1,G,104,2,0,0,2,2,1,1
K0KKV,KC0WWR,Lincoln ARC,NE,3,3A,G,5908,1695,684,0,1011,2,11.5,70
K0KSN,NA,Kansas-Nebraska RC,KS,3,3A,G,1048,34,0,0,34,2,9.8,35
K0KWO,NA,Hamilton Cty ARC,IA,1,1A,G,804,127,75,0,52,2,4,6
K0LIR,NA,St Louis ARC,MO,2,2A,G,6806,1714,1014,0,700,2,13.5,21
K0LTC,NA,Maple Grove RC,MN,3,3A,G,1800,334,184,7,143,2,7.5,12
K0LVS,NA,NA,VA,1,1D,C,114,32,0,0,32,2,0.5,1
K0MCR,NA,Meeker Cty ARC,MN,4,4A,G,2558,624,228,102,294,2,6.5,11
K0MGA,NA,NA,KS,1,1B1B,B,190,18,0,0,18,5,1,1
K0MM,NA,Great River ARC,IA,3,3A,B,778,186,0,3,183,2,4,14
K0MP,NA,NA,AZ,1,1E,B,2350,210,210,0,0,5,2.5,1
K0MPH,NA,NA,MN,1,1E,G,1370,288,272,0,16,2,2.5,1
K0ND,NA,Theodore Roosevelt ARC,ND,1,1A,G,926,188,0,0,188,2,5.5,40
KO0A,NA,St Charles ARC,MO,3,3A,G,2704,400,36,141,223,2,15.5,84
K0PRA,K1RAB,Parker RA,CO,2,2A,G,1322,146,10,10,126,2,9.9,22
K0QZ,NA,NA,KS,2,2B2,G,410,17,0,13,4,2,3.5,2
K0RGI,NA,NA,WI,1,1B1B,B,1290,104,104,0,0,5,2.5,1
K0RV,KQ0C,Ski Country ARC,CO,3,3A,G,5392,1334,636,56,642,2,13.4,53
K0SEK,NA,SE KS ARC,KS,5,5A,G,1510,115,16,49,50,2,11.5,10
K0SN,NA,NA,MT,1,1B2,G,4652,1135,1116,0,19,2,1.5,2
K0STK,NA,NA,ND,1,1D,C,178,32,32,0,0,2,0.5,1
K0STP,NA,NA,VA,1,1B1,G,984,417,0,0,417,2,1.5,1
K0TFT,NA,Sooland ARA,IA,2,2A,G,1422,147,55,34,58,2,9.5,22
K0UK,NA,NA,CO,1,1D,C,1496,362,361,0,1,2,0.5,1
K0URR,NA,Unreal RC,SD,3,3A,B,2542,775,70,51,654,2,7.5,5
K0USA,NA,Aksarben ARC,NE,7,7A,G,3298,833,0,121,712,2,13.9,15
K0VG,NA,NA,MN,1,1D,C,180,38,10,17,11,2,0.5,1
K0W,NA,NA,CO,2,2B2,B,432,57,0,34,23,2,2.5,2
KP3RE,NA,Radio Operadores Del Este,PR,2,2A,O,3336,796,234,63,499,2,11.5,28
KP4ES,NA,Puerto Rico ARL,PR,2,2A,G,5400,1189,1186,0,3,2,6.5,13
KP4FD,NA,Puerto Rico FD Group,PR,3,3A,G,3898,1205,301,68,836,2,7.5,7
KP4NET,NA,L.A.R.E.S. Net Club,PR,3,3A,G,678,39,0,0,39,2,6,46
KQ2F,NA,NA,NLI,2,2E,G,8118,2444,1540,0,904,2,1.5,3
KQ3F,NA,NA,EPA,2,2E,G,2992,707,556,8,143,2,4.5,3
KQ4CI,NA,NA,VA,2,2E,B,1192,187,84,0,103,2,6.5,3
KQ0RS,W0YFZ,Anoka Cty,MN,1,1AB,B,70,2,0,2,0,5,0.5,3
KR2AA,NA,NA,NLI,1,1D,C,976,463,463,0,0,1,0.5,1
KR4M,NA,NA,SC,1,1E,G,670,130,80,0,50,2,2.5,1
KR6AL,NA,SCAN / Red Ant Anhillators,LAX,1,1A,G,1880,815,0,0,815,2,2.5,6
KR6ZY,NA,NA,SB,1,1D,C,98,16,0,8,8,2,0.5,1
KR7KR,NA,NA,UT,5,5A,G,1858,360,80,14,266,2,9.5,60
KR0RD,NA,NA,MO,1,1E,G,226,63,0,0,63,2,1,1
KS1R,NA,Merrymeeting ARA,ME,1,1F,B,1346,53,5,40,8,2,11.5,26
KS4FE,NA,NA,KY,1,1E,G,494,139,0,33,106,2,1.5,1
KS4X,NA,NA,TN,1,1E,B,985,108,79,0,29,5,0.5,1
KS4YX,NA,NA,SC,1,1D,C,518,117,109,8,0,2,0.5,1
KS0AT,NA,Atchison Cty AR Service,KS,2,2AC,C,972,86,0,0,86,2,8,10
KS0B,NA,Callaway AR League,MO,1,1A,G,1072,153,8,0,145,2,7.5,12
KS0KS,K0NK,Santa Fe Trail ARC,KS,3,3A,G,1842,272,111,53,108,2,9.7,42
KS0LV,NA,Pilot Knob ARC,KS,5,5A,G,2174,306,206,0,100,2,11.5,10
KS0M,NA,NA,MO,1,1D,C,450,100,0,100,0,2,0.5,1
KS0MO,KC0MO,Kansas City CC,KS,2,2A,G,11956,2741,2410,32,299,2,15.9,11
KT4EP,NA,NA,TN,1,1D,C,254,51,0,51,0,2,0.5,1
KT4LS,NA,NA,GA,1,1B1C,C,80,15,0,0,15,2,0.5,1
KT4NC,NC4LC,Carolina  ARC/Lincoln Cty Vol Comm,NC,4,4A,G,2812,621,109,36,476,2,12.8,37
KT4RH,NA,NA,TN,1,1D,C,240,67,53,0,14,2,0,1
KT4X,NA,NA,GA,1,1B2,G,1106,428,0,0,428,2,2.5,2
KT5DIG,KF5VDY,Tulsa Digital RC,OK,2,2AB,B,1625,126,0,117,9,5,4.1,7
KT5TX,NA,NA,STX,3,3AC,C,940,95,0,0,95,2,7.5,18
KT7AZ,NA,NA,AZ,3,3E,G,1088,190,78,1,111,2,5.5,7
KU1Q,NA,NA,CT,1,1D,C,198,95,4,0,91,2,0,2
KU2C,NA,NA,NNJ,1,1B2,B,1782,432,384,0,48,2,1.5,2
KU4A,NA,NA,KY,1,1E,B,1665,154,149,0,5,5,1.5,1
KU4MH,NA,NA,VA,1,1B1,G,678,132,132,0,0,2,1.5,1
KU4V,NA,NA,NC,1,1E,B,2074,525,77,160,288,2,5.5,1
KU4WD,NA,NA,TN,1,1E,G,370,110,0,0,110,2,1.5,1
KU6S,NA,South Bay ARA,EB,4,4A,G,2966,1154,28,34,1092,1,17.5,86
KU7K,NA,NA,OR,1,1B1,G,908,218,161,0,57,2,1.5,1
KU9V,NA,NA,IN,1,1D,C,96,12,5,6,1,2,0.5,1
KV1E,NA,NA,IA,1,1E,B,790,54,54,0,0,5,2.5,1
KV2X,NA,NA,WNY,1,1C,G,126,22,16,0,6,2,0.5,1
KV4KY,NA,NA,VA,1,1D,C,214,107,0,0,107,2,0,1
KV4TH,NA,NA,SC,1,1D,C,62,6,0,0,6,2,0.5,1
KW2E,NA,NA,ID,1,1E,B,382,116,0,0,116,2,1.5,1
KW2Y,NA,Five Cty ARC,ENY,1,1B2C,C,837,409,107,71,231,1,2.5,2
KW4JS,NA,NA,TN,1,1B1B,B,1180,103,103,0,0,5,1.5,1
KW4LY,NA,NA,KY,1,1B1,B,82,16,0,0,16,2,0.5,1
KW4P,NA,Haywood Cty ARC,NC,7,7A,G,1790,353,0,17,336,2,10.5,20
KW8N,NA,NA,OH,1,1B1,G,5760,1403,1202,0,201,2,5.5,1
KW9E,NA,NA,WI,1,1E,B,1790,184,164,0,20,5,0.5,1
KX4O,NA,NA,VA,1,1E,B,900,65,65,0,0,5,2.5,1
KX6A,NA,NA,ORG,1,1D,C,146,44,4,0,40,2,0.5,1
KX7L,NA,NA,WWA,1,1E,G,728,158,70,61,27,2,1.5,1
KY4KY,W4KBR,Bullitt ARS,KY,2,2F,B,6146,1408,1120,0,288,2,10.9,33
KY4RC,NA,KY Red Cross Communications,KY,1,1F,G,1172,66,0,0,66,2,10.4,2
KY4WC,NA,Woodford Cty ARC,KY,2,2A,G,902,140,36,0,104,2,5.5,18
KY6M,NA,NA,SB,1,1D,C,244,76,46,0,30,2,0,1
KY0Q,NA,NA,IL,1,1E,B,4280,394,392,0,2,5,3.5,2
KZ1M,K1MUJ,Eastern CT ARA,CT,4,4A,G,4988,1266,409,114,743,2,14.1,25
KZ5OM,NA,NA,SV,1,1D,C,68,6,3,0,3,2,0.5,1
KZ7ZUL,NA,NA,UT,1,1D,C,202,38,0,38,0,2,0.5,1
N1AOK,NA,NA,CO,1,1D,C,22,11,0,0,11,2,0,1
N1CC,NA,NA,NTX,2,2E,B,1850,175,145,0,30,5,2.5,2
N1CLH,NA,Ozark Mountain ARC,MO,3,3A,B,1270,30,0,30,0,2,11.5,47
N1COM,NA,Tillamook Hams,OR,2,2A,G,938,19,0,0,19,2,9,28
N1EAT,NA,NA,CT,2,2E,G,480,182,31,2,149,2,0.5,3
N1EG,NA,Coastline ARA,CT,3,3A,G,2526,916,72,0,844,2,5.5,50
N1EM,NA,Algonquin ARC,EMA,4,4F,C,1480,438,276,1,161,2,0.5,15
N1ERC,NA,Northeast ARC,EMA,3,3A,G,3862,1481,175,0,1306,2,5.5,12
N1EV,W1NLK,Greater Norwalk ARC,CT,2,2A,G,4064,1020,547,0,473,2,9.3,25
N1FD,KB1HYL,Nashua Area RC,NH,7,7A,G,9292,2464,1214,3,1247,2,19.3,60
N1FS,NA,Addison Cty ARA,VT,2,2A,G,1356,311,130,12,169,2,4.5,9
N1FSK,NA,NA,WNY,1,1B1B,B,860,82,80,0,2,5,0.5,1
N1GNV,NA,NA,CT,1,1B1C,C,52,1,0,0,1,2,0.5,1
N1HOB,NA,NA,OK,1,1D,C,66,4,4,0,0,2,0.5,1
N1HRK,NA,NA,RI,1,1D,C,90,20,0,0,20,2,0.5,1
N1JD,NA,NA,ME,1,1E,G,664,141,141,0,0,2,1,1
N1KSC,NA,Kennedy Space Center ARC,SFL,2,2A,G,1144,197,0,0,197,2,7.5,6
N1KT,NA,Housatonic  ARC/Greater Bridgeport ARC/Greater Fairfield ARA,CT,5,5F,G,2750,579,138,73,368,2,11.7,8
N1ME,WA1RES,Pine State ARC,ME,2,2A,G,2698,648,401,0,247,2,6,38
N1MHC,NA,NA,ME,1,1E,G,1644,347,225,0,122,2,5,11
N1MM,NA,Murphy's Marauders,CT,2,2A,G,7552,1948,1124,29,795,2,13.5,9
N1NC,NA,Nashoba Valley ARC,EMA,3,3A,G,5188,1354,825,0,529,2,8.3,40
N1NN,NA,NA,EMA,1,1D,C,274,112,112,0,0,1,0.5,1
N1OP,N1OP,Norwood ARC,EMA,2,2F,B,1452,219,72,0,147,2,8.7,11
N1QC,KB1NH,Granite State ARA,NH,4,4A,G,3450,672,430,18,224,2,12.1,27
N1VT,WA1VT,Green Mtn Wireless Soc,VT,4,4A,G,3974,789,221,32,536,2,18.9,22
N1WM,NA,Northern Berkshire ARC,WMA,4,4A,G,4142,963,682,1,280,2,8.5,20
N1WW,NA,NA,WMA,5,5E,G,4240,1154,353,238,563,2,7.5,20
N1ZIZ,NA,Genesis ARS,EMA,3,3A,B,1574,72,20,0,52,2,13.9,60
N2AAR,N2FMS,Keuka Lake ARA,WNY,8,8A,G,2460,264,121,20,123,2,16.5,18
N2ARC,NA,Princeton Em RC,SNJ,1,1F,C,610,30,0,0,30,2,5.5,38
N2BEF,NA,NA,ENY,1,1D,C,738,172,0,172,0,2,0.5,1
N2BJ,NA,NA,IL,2,2D,C,1159,634,375,0,259,1,1.5,2
N2CJN,NA,NA,SCV,1,1D,C,308,66,47,16,3,2,0.5,1
N2CMC,W2CMC,Cape May Cty ARC,SNJ,3,3A,B,2222,351,185,0,166,2,11.5,35
N2FWB,NA,NA,ENY,2,2B2B,B,1150,108,52,0,56,5,3.5,2
N2GLF,NA,NA,NFL,1,1C,G,356,103,0,0,103,2,1.5,1
N2GZ,NA,NA,CT,1,1E,B,230,80,0,0,80,1,1.5,1
N2HQX,NA,Delaware Valley Ragchew Club,SNJ,2,2A,G,502,26,0,0,26,2,4.5,11
N2JFS,NA,NA,VT,1,1E,G,284,67,0,0,67,2,1.5,3
N2JPR,NA,NA,NLI,1,1E,B,290,14,14,0,0,5,1.5,1
N2LL,K2JLV,Overloook ARC,ENY,6,6A,G,5040,974,270,281,423,2,19.9,20
N2MNT,NA,Mohawk Valley ARA,NNY,2,2A,G,1274,385,102,0,283,2,3,5
N2MQ,NA,Chautauqua AR Service,WNY,5,5AC,C,1212,543,13,0,530,2,1,15
N2MTG,NA,NA,ENY,1,1E,G,912,381,0,0,381,2,1.5,1
N2NNY,NA,North Franklin ARS,NNY,2,2A,G,1472,336,0,0,336,2,8,19
N2NQF,NA,NA,NNJ,1,1E,G,256,103,0,0,103,2,0.5,1
N2NYR,NA,NA,SFL,1,1E,G,116,8,0,0,8,2,1,1
N2OB,N2CW,Old Barney ARC,SNJ,4,4A,B,7872,2349,941,101,1307,2,10.9,50
N2RE,NA,David Sarnoff RC,SNJ,7,7A,G,3098,371,245,48,78,2,17.7,39
N2RI,NA,NA,NLI,1,1D,C,1570,380,380,0,0,2,0.5,1
N2RJ,NA,NA,NNJ,1,1E,B,432,96,45,0,51,2,1.5,1
N2SF,N2SAB,Westchester Em Comm Assn,ENY,4,4A,G,9584,2636,1221,0,1415,2,18.7,25
N2USM,NA,NA,ENY,1,1E,G,226,63,0,0,63,2,1,1
N2UU,NA,NA,SNJ,1,1D,C,1090,260,260,0,0,2,0.5,1
N2XJ,NA,NA,NNJ,2,2A,G,2524,629,72,36,521,2,10.5,40
N3AEA,NA,NA,MDC,1,1D,C,154,26,26,0,0,2,0.5,1
N3AM,NA,NA,MDC,1,1D,C,188,47,47,0,0,2,0,1
N3AQC,NA,North American QRP CW Club,WPA,3,3AB,B,6590,614,614,0,0,5,4.5,3
N3BB,NA,NA,STX,1,1D,C,244,122,122,0,0,1,0,1
N3CU,NA,NA,WPA,1,1D,C,2326,544,544,0,0,2,1.5,1
N3DJO,NA,NA,GA,1,1B2B,B,550,60,0,0,60,5,2.5,2
N3DUE,NA,NA,MDC,2,2E,G,3050,750,500,0,250,2,5.5,2
N3EP,NA,NA,EPA,4,4F,G,1772,258,0,3,255,2,12.5,22
N3FJ,NA,NA,EPA,1,1E,G,304,56,20,1,35,2,1.5,1
N3FNE,NA,NA,GA,1,1D,C,4,2,0,0,2,2,0,1
N3HEE,NA,NA,MDC,1,1E,B,1340,119,119,0,0,5,1.5,1
N3IC,K3MZ,Randallstown ARC,MDC,3,3A,G,9438,2532,1123,104,1305,2,19.2,17
N3IP,W3AWA,Marple Newtown ARC/Mobile Sixers RC/Delco Dug,EPA,6,6A,G,1978,158,96,10,52,2,14.5,33
N3JNX,NA,NA,EPA,1,1D,C,166,32,24,2,6,2,0.5,1
N3JT,NA,NA,VA,1,1D,C,250,100,100,0,0,1,0.5,1
N3KN,NA,NA,VA,1,1D,C,150,50,50,0,0,1,0.5,1
N3KRX,NA,NA,DE,1,1E,G,1092,213,58,0,155,2,5.5,1
N3LMV,NA,NA,EPA,1,1D,C,564,257,0,0,257,2,0.5,2
N3MLB,NA,NA,EPA,1,1B2B,B,1120,107,87,0,20,5,1.5,2
N3MWQ,NA,NA,DE,1,1D,C,272,86,0,25,61,2,0.5,1
N3NFL,NA,NA,EPA,1,1B1B,B,390,24,24,0,0,5,1.5,1
N3NIA,NA,Elk Cty ARA,WPA,5,5A,G,1954,302,0,0,302,2,13.5,26
N3ORX,NA,NA,TN,1,1E,G,606,131,0,97,34,2,1.5,1
N3Q,NA,Quad-County ARC,WPA,1,1AC,C,1316,483,0,0,483,2,3.5,16
N3RAY,NA,NA,EPA,1,1E,O,470,135,0,0,135,2,2,3
N3RUM,NA,NA,EPA,1,1D,C,56,24,0,4,20,2,0,1
N3SH,NA,Wireless Assc of South Hills,WPA,3,3A,B,2090,527,243,100,184,2,3.5,14
N3SRC,NA,Susquehanna Cty ARC,EPA,3,3A,G,1786,447,271,0,176,2,3.5,25
N3TWT,NA,So Mtn Radio Amateurs,EPA,4,4F,B,2658,431,131,182,118,2,11.7,51
N3UA,NA,NA,VA,1,1D,C,532,133,133,0,0,2,0,1
N3UR,NA,NA,MDC,1,1E,B,795,88,0,61,27,5,0.5,1
N3VZ,NA,Victor Zulu FD Group,EPA,2,2A,G,6278,1744,849,11,884,2,10.7,12
N3XVL,NA,NA,EMA,1,1D,C,100,34,0,16,18,2,0,1
N3ZP,NA,NA,EPA,1,1B1B,B,1690,154,154,0,0,5,1.5,1
N4A,NA,NA,NFL,4,4E,G,4322,903,883,0,20,2,7.5,10
N4AAB,NA,NA,AL,1,1E,G,158,4,0,0,4,2,1.5,1
N4ARO,NA,NA,TN,1,1D,C,636,149,144,0,5,2,0.5,1
N4AW,N4SBA,NA,SC,2,2A,G,3408,684,291,54,339,2,13.5,50
N4B,KJ4SVB,RAC of Knoxville / Middle East TN Em Rad Srv,TN,4,4A,B,2274,280,140,62,78,2,13.1,72
N4BP,NA,NA,SFL,1,1D,C,4846,1199,1199,0,0,2,0.5,1
N4BRF,NA,NA,SFL,3,3E,G,3126,680,358,0,322,2,10.5,15
N4CF,NA,NA,VA,1,1D,C,1352,375,276,0,99,2,0.5,1
N4CU,NA,NA,NFL,1,1D,C,132,66,66,0,0,1,0,1
N4CV,NA,NA,MDC,1,1A,B,552,101,0,0,101,2,3.5,3
N4CWZ,NA,Belews Cove Minions,NC,1,1A,G,2174,647,365,0,282,2,1.5,3
N4DAB,KM4SBQ,Daytona Beach CERT AR Team,NFL,4,4F,B,2488,377,229,13,135,2,12.5,19
N4DLR,NA,NA,OH,1,1D,C,196,48,25,0,23,2,0.5,2
N4DSM,NA,NA,NC,3,3E,B,922,212,0,74,138,2,3.5,3
N4EAR,NA,Englewood ARS,WCF,3,3A,G,1340,189,97,9,83,2,7.5,12
N4EE,NA,Trident ARC,SC,2,2A,G,2770,599,411,0,188,2,7.5,10
N4EH,W4TEK,Lake Monroe ARS,NFL,5,5A,G,7650,2360,550,0,1810,2,18.3,40
N4FP,NA,NA,NFL,1,1D,C,179,90,89,0,1,1,0,1
N4FR,W4SQD,Williamson Cty TN ARES,TN,4,4F,B,5726,1383,616,189,578,2,13.5,85
N4FRC,NA,Friendship ARC,NFL,2,2A,G,1032,86,50,0,36,2,7.6,11
N4GAS,NA,Gaston Cty ARS,NC,3,3A,G,1894,451,0,61,390,2,8.7,24
N4GG,NA,NA,GA,1,1D,C,390,179,161,0,18,1,0.5,1
N4GM,KM4IGY,Brunswick Shores ARC,NC,3,3A,G,2082,287,179,0,108,2,11.5,32
N4IV,NA,NA,NC,3,3F,C,2362,420,261,125,34,2,7.5,24
N4IX,NA,NA,GA,1,1B1B,B,180,26,0,0,26,5,0.5,1
N4KHI,NA,NA,NFL,1,1E,G,170,60,0,0,60,2,0.5,1
N4LNR,NA,Lenoir ARC/Caldwell ARES,NC,4,4A,G,3600,817,202,56,559,2,14.5,14
N4MBI,NA,NA,NC,1,1D,C,200,75,0,0,75,2,0.5,1
N4MI,N4HOK,Goochland AR Team & Henrico AR Response Team,VA,2,2A,G,2630,562,198,0,364,2,11.1,31
N4MM,NA,NA,VA,1,1D,C,10,3,2,0,1,2,0,1
N4MRS,N5INV,NA,TN,2,2A,G,1416,199,14,0,185,2,9.9,13
N4MUH,NA,NA,NFL,1,1E,G,322,77,59,0,18,2,0.5,1
N4N,N4G,N4N Field Day Group,GA,9,9A,G,12728,3187,1997,165,1025,2,20.3,34
N4NTO,NA,NA,NC,1,1B1C,C,954,176,176,0,0,2,2.5,1
N4PN,NA,NA,GA,1,1E,B,5696,2033,740,0,1293,2,1.5,1
N4Q,NA,Blue Avalanche Comm Group,VA,4,4A,G,2082,667,349,0,318,2,0.5,6
N4QX,NA,NA,VA,1,1C,G,198,12,12,0,0,2,1.5,1
N4RE (+W4MJT),NA,NA,NC,1,1B2,G,400,75,75,0,0,2,1,2
N4S,NA,NA,SC,1,1E,G,1210,265,265,0,0,2,1.5,1
N4SEV,NA,Limestone AR Em  Serv,AL,2,2A,G,958,57,47,0,10,2,7.5,20
N4SWC,WB4TAL,South Wake ARC,NC,6,6A,G,2248,407,1,51,355,2,13.3,37
N4THM,N4IF,Turkey Heaven Mt Rep Assn,AL,2,2F,G,3964,878,436,48,394,2,12.4,23
N4TP,NA,Tampa ARC,WCF,2,2A,G,9852,2729,1472,0,1257,2,14.5,45
N4TY,NA,NA,KY,1,1B1B,B,7760,751,751,0,0,5,2.5,1
N4UF,NA,NA,NFL,1,1B1,G,1870,430,430,0,0,2,1.5,1
N4UM,NA,NA,SFL,1,1E,B,3570,352,352,0,0,5,0.5,2
N4W,NA,Spring Hill  ARC,NFL,3,3A,G,2754,488,350,14,124,2,10.5,29
N4WL,NA,NA,SC,1,1D,C,156,78,78,0,0,1,0,1
N4ZAK,NA,NA,NC,2,2B2B,B,575,45,0,0,45,5,3.5,2
N5AFY,NA,NA,OK,1,1E,G,256,78,0,0,78,2,1,1
N5ARC,NA,Dallas Area American Red Cross Radio Club,NTX,1,1F,C,208,29,0,0,29,2,1.5,1
N5AT,NA,Arkansas Radio Em  Servs,AR,1,1A,G,862,106,0,0,106,2,6.5,20
N5BF,NA,NA,LAX,1,1D,C,52,1,0,0,1,2,0.5,1
N5BRG,NA,NA,NTX,1,1D,C,114,32,0,0,32,2,0.5,1
N5BTC,NA,Bgg Thicket ARC,STX,3,3AC,C,1934,422,168,52,202,2,6.5,5
N5CNM,NA,Carlsbad ARC,NM,4,4A,G,666,125,0,8,117,2,4,8
N5CRP,NA,South Texas ARC,STX,3,3A,G,1942,325,52,19,254,2,11.5,30
N5CST,N5CST,LeFlore Cty Comm Support Team,OK,3,3A,G,2088,265,154,0,111,2,12.5,8
