call,gota_call,final_score,class,section,power_multiplier,club_name,number_of_participants,transmitters,power_source,total_cw_qsos,total_digital_qsos,total_phone_qsos,total_qsos,bonus_points,checklog_y_n,x17
W4VIY,NA,1014,4A,NFL,2,Milton ARC,9,4,B,0,36,110,146,650,NA,NA
W4WC (+N7HPE),N7HPE,3989,5A,TN,2,Andrew Johnson ARC,45,5,G,118,94,733,945,1675,NA,NA
W4XD (+K4MRA),K4MRA,7283,3A,VA,2,Valley and Massanutten ARA,42,3,G,916,299,214,1429,1995,NA,NA
W4Y,NA,788,1E,SC,2,Swamp Fox Contest Grp.,5,1,G,0,60,149,209,250,NA,NA
W4YE,NA,1010,1D,VA,2,Potomac Valley RC,1,1,C,240,0,0,240,50,NA,NA
W4YK (+NA4X),NA4X,4005,3A,NC,2,Blue Ridge ARC,44,3,G,400,40,330,770,1585,NA,NA
W4YVA,NA,104,1D,VA,2,NA,1,1,C,0,0,27,27,50,NA,NA
W4YY,NA,7342,2A,VA,2,Potomac Valley RC,8,2,G,1723,0,0,1723,450,NA,NA
W4ZBB,NA,1114,2A,NFL,2,Playground ARC,3,2,B,0,0,132,132,850,NA,NA
W4ZTH,NA,554,1E,NFL,2,NA,1,1,B,75,8,36,119,150,NA,NA
W4ZYT,NA,0,1D,VA,1,NA,1,1,C,100,0,0,100,0,Y,NA
W5ACW,NA,400,1E,NM,2,NA,1,1,G,0,0,100,100,200,NA,NA
W5ALW,NA,188,1D,STX,2,Brazos Valley ARC,1,1,C,0,0,94,94,0,NA,NA
W5ANR,NA,5280,4A,AR,2,Ft. Smith Area ARC,10,4,G,705,298,209,1212,850,NA,NA
W5AOK,NA,1530,2F,OK,5,Tri-State ARG,17,2,B,0,44,72,116,730,NA,NA
W5APO,NA,290,1D,NFL,2,NA,1,1,C,0,59,2,61,50,NA,NA
W5AQA (+AI5NR),AI5NR,2960,2A,NM,2,Socorro ARA,23,2,G,102,83,180,365,1860,NA,NA
W5AUM,NA,3946,4F,STX,2,Washington Co. ARC,34,4,C,0,454,760,1214,610,NA,NA
W5AWL,NA,3808,6F,NTX,2,Lucas ARC,20,6,C,398,157,269,824,1050,NA,NA
W5AWP,NA,1192,2A,MS,2,Alcorn Co. ARC,11,2,G,0,142,67,209,490,NA,NA
W5AXC,NA,1074,3A,MS,2,Southern Amateur Radio Experimenters Club,3,3,B,0,62,188,250,450,NA,NA
W5BCS,NA,1812,3A,STX,2,Bryan ARC,50,3,G,3,162,101,266,950,NA,NA
W5BMC,NA,1668,2F,LA,2,Bayouland Em. ARS,4,2,C,0,0,184,184,1300,NA,NA
W5BXJ,NA,570,1AC,AR,2,Hot Spring Co. AR Em. Net,15,1,C,0,0,100,100,370,NA,NA
W5CFC,NA,802,4A,STX,2,Cy-Fair CERT,6,4,G,0,0,26,26,750,NA,NA
W5CTW,NA,584,1E,NTX,2,Southwest Dallas Co. ARC,1,1,B,3,93,0,96,200,NA,NA
W5DLP,NA,302,1E,NTX,2,NA,1,1,G,0,0,76,76,150,NA,NA
W5DLW,NA,452,1B1,WTX,2,NA,1,1,B,0,0,51,51,350,NA,NA
W5DMS,NA,322,1D,ORG,2,Kentwater ARC,1,1,C,0,34,18,52,150,NA,NA
W5DRZ (+KJ5DVM),KJ5DVM,1751,2A,OK,2,Broken Arrow ARC,35,2,G,72,73,103,248,965,NA,NA
W5DSC,NA,722,2A,STX,2,Victoria ARC,4,2,B,0,0,136,136,450,NA,NA
W5E (+WC5EOC),WC5EOC,2757,2A,STX,2,Williamson Co. ARES,30,2,G,189,119,75,383,1375,NA,NA
W5EA,NA,4848,2D,LA,2,Northeast LA ARC,19,2,C,455,96,1167,1718,310,NA,NA
W5ECO,NA,3696,3F,STX,2,Houston ECHO Soc./Oak Forest ARC,15,3,C,0,580,88,668,1200,NA,NA
W5EEZ,NA,1350,1E,STX,5,Cross Roads Ham RC,1,1,B,0,120,0,120,150,NA,NA
W5ES,NA,196,1E,WTX,2,El Paso ARC,1,1,S,0,0,23,23,150,NA,NA
W5ETM,NA,374,1E,NTX,2,NA,1,1,B,0,56,0,56,150,NA,NA
W5FC,NA,5664,3A,NTX,2,Dallas ARC,50,3,G,113,910,111,1134,1350,NA,NA
W5FQ,NA,2366,8A,MS,2,Meridian ARC,10,8,B,0,164,30,194,1650,NA,NA
W5GAD,NA,3320,3E,LA,2,Jefferson ARC,52,3,G,387,115,56,558,1200,NA,NA
W5GCX,NA,198,1D,STX,2,Brazos Valley ARC,1,1,C,37,0,0,37,50,NA,NA
W5GFI,NA,116,1D,OK,2,Northeast OK Radio Amateurs,1,1,C,0,0,33,33,50,NA,NA
W5GIX (+K5LSU),K5LSU,2467,3A,LA,2,Baton Rouge ARC,45,3,B,80,123,255,458,1145,NA,NA
W5HAR (+KD5BS),KD5BS,2890,3A,AR,2,Helena ARC,32,3,G,0,220,280,500,1450,NA,NA
W5HRC,NA,1214,3F,NTX,2,Hurst ARC,15,3,C,85,5,277,367,300,NA,NA
W5IAS (+K5AEB),K5AEB,2812,7A,OK,2,Tulsa ARC,52,7,G,112,186,35,333,1550,NA,NA
W5IOH,NA,152,1D,STX,2,NA,2,1,C,0,0,51,51,50,NA,NA
W5JCC,NA,1186,2B1C,LA,2,NA,1,2,C,0,284,0,284,50,NA,NA
W5JCR,NA,1268,1F,NTX,2,Johnson Co. ARC,56,1,C,0,0,254,254,760,NA,NA
W5JEP,NA,342,1D,NTX,2,NA,1,1,C,0,73,0,73,50,NA,NA
W5JJT,NA,312,1E,NM,2,NA,1,1,B,2,0,27,29,250,NA,NA
W5JOC,NA,101,1B1,NM,1,NA,1,1,G,0,0,51,51,50,NA,NA
W5KA (+K5LBJ),K5LBJ,3060,3A,STX,2,Austin ARC,45,3,G,185,84,177,446,1630,NA,NA
W5KFX,NA,292,1B1,NTX,2,NA,1,1,B,0,0,11,11,270,NA,NA
W5LCR (+KI5YDV),KI5YDV,5121,2A,STX,2,Cross Roads Ham RC,44,2,G,36,287,672,995,2485,NA,NA
W5LIC,NA,320,1D,STX,2,NA,1,1,C,0,44,47,91,50,NA,NA
W5LM,NA,384,2F,NTX,2,Temple ARC,5,2,C,0,0,32,32,320,NA,NA
W5LNX,NA,748,1D,AL,2,Univ. of Alabama RC,8,1,C,0,0,349,349,50,NA,NA
W5LVC,NA,4260,4A,NTX,2,Lewisville ARA,8,4,G,674,0,57,731,1450,NA,NA
W5MAG,NA,1310,3A,AR,2,Mt. Magazine ARC,7,3,G,0,0,280,280,750,NA,NA
W5MEL (+W5TJS),W5TJS,3945,3A,OK,2,Oklahoma City Autopatch Assn.,19,3,G,392,126,179,697,1515,NA,NA
W5MMC,NA,198,1E,LA,2,NA,1,1,G,0,12,0,12,150,NA,NA
W5MND,NA,566,1D,TN,2,NA,1,1,C,0,129,0,129,50,NA,NA
W5MRC,NA,4446,3A,NTX,2,McKinney ARC,67,3,G,58,265,1002,1325,1150,NA,NA
W5MT,NA,1710,1D,NTX,2,Lucas ARC,1,1,C,415,0,0,415,50,NA,NA
W5NAC,NA,1674,3F,NTX,2,Nacogdoches ARC,17,3,C,112,54,105,271,800,NA,NA
W5NAW,NA,280,1E,MS,5,NA,1,1,B,0,0,26,26,150,NA,NA
W5NC (+K5VFD),K5VFD,7679,3F,STX,2,Northwest  ARS,71,3,C,514,783,508,1805,1475,NA,NA
W5ND,NA,1068,4F,STX,2,Orange ARC,9,4,C,0,2,395,397,270,NA,NA
W5NEM,NA,2462,2F,MS,2,Northeast MS Radio Amateurs,9,2,C,0,362,107,469,800,NA,NA
W5NFL,NA,274,2D,NTX,2,Navarro ARC,17,2,C,0,0,62,62,150,NA,NA
W5NGU,NA,740,4F,NTX,2,Denton Co. ARA,28,4,C,94,18,61,173,170,NA,NA
W5NN,NA,1680,2D,STX,2,Brazos Valley ARC,2,2,C,355,0,105,460,50,NA,NA
W5NS,NA,360,3AC,OK,2,Bartlesville ARC,12,3,C,17,0,71,88,150,NA,NA
W5NX (+N5BVA),N5BVA,9720,3AC,AR,2,Bella Vista RC,103,3,C,1429,348,746,2523,1120,NA,NA
W5NZ,NA,1110,1B1B,AL,5,Montgomery ARC,1,1,B,75,0,2,77,350,NA,NA
W5OBM (+KI5TKL),KI5TKL,2252,2A,MS,2,Olive Branch ARC,11,2,G,32,139,169,340,1230,NA,NA
W5OT,NA,244,1E,AZ,2,Tortolita RC,1,1,B,0,0,47,47,150,NA,NA
"W5PAA (KF5GTX, N5PTV)",NA,704,2B2C,OK,2,Aeronautical Center ARC,2,2,C,0,0,177,177,350,NA,NA
W5PC,NA,2052,4A,NTX,2,ARC of Parker Co.,16,4,B,2,0,597,599,850,NA,NA
W5PDO,NA,644,1A,NM,2,Los Alamos ARC,10,1,G,0,0,97,97,450,NA,NA
W5R (+K5R),K5R,2338,4A,NTX,2,North Richland Hills ARC,13,4,G,6,203,126,335,1250,NA,NA
W5RIF,NA,1224,1E,STX,2,Lake Conroe ARC,1,1,G,262,2,9,273,150,NA,NA
W5RIN,NA,2422,3A,STX,2,Beaumont ARC,21,3,B,140,100,356,596,750,Y,NA
W5RJJ,NA,298,1B1,NM,2,NA,1,1,G,0,0,124,124,50,NA,NA
W5RRR (+KC5KBO),KC5KBO,6704,12F,STX,2,Johnson Space Center ARC/Clear Lake ARC,30,12,G,393,444,638,1475,2080,NA,NA
W5SGL,NA,2148,6A,MS,2,Mississippi Coast ARA,30,6,G,0,87,325,412,1150,NA,NA
W5SI (+W5S),W5S,1148,4F,STX,2,Texas Em. Amateur Communicators,12,4,C,64,75,121,260,350,NA,NA
W5SJT,NA,1194,2F,WTX,2,San Angelo ARC,32,2,C,0,54,179,233,620,NA,NA
W5SLA,NA,842,4F,LA,2,Ozone ARC,25,4,C,0,14,18,32,750,NA,NA
W5SLG,NA,386,1D,WTX,2,NA,1,1,C,0,68,32,100,50,NA,NA
W5SRA,NA,266,3AC,NTX,2,Sachse ARA,10,3,C,13,7,18,38,150,NA,NA
W5SSV,NA,4112,3A,STX,2,Jefferson Co. (TX) ARC,38,3,B,424,39,380,843,1500,NA,NA
W5STR,NA,1650,2A,AR,2,Small Town ARS,15,2,B,181,0,268,449,390,NA,NA
W5SU,NA,286,1D,NTX,2,Richardson Wireless Klub,1,1,C,59,0,0,59,50,NA,NA
W5T (+W5FKN),W5FKN,7268,4A,NTX,2,West Fork ARC,20,4,G,7,225,2395,2627,1550,NA,NA
W5TA,NA,1216,1D,STX,2,Williamson Co. ARC,1,1,C,219,5,10,234,300,NA,NA
W5THB,NA,126,2D,NTX,2,NA,1,2,C,0,0,38,38,50,NA,NA
W5TM,NA,5138,1D,OK,2,Broken Arrow ARC,1,1,C,1272,0,0,1272,50,NA,NA
W5TMC,NA,2090,1D,OK,2,Ft. Smith Area ARC,1,1,C,0,0,1020,1020,50,NA,NA
W5TRL,NA,3494,2E,STX,2,Washington Co. ARC,1,2,G,0,780,12,792,350,NA,NA
W5TTE,NA,198,1D,NM,2,NA,1,1,C,37,0,0,37,50,NA,NA
W5UMS,NA,1776,4A,MS,2,Univ. of Mississippi ARC,25,4,G,0,103,157,260,1050,Y,NA
W5UR (+N2GG),N2GG,12147,2A,NM,2,Albuquerque DX Assn.,25,2,G,2106,84,741,2931,1905,NA,NA
W5VAN,NA,136,1D,AR,2,NA,1,1,C,0,0,43,43,50,NA,NA
W5W,NA,2678,5A,NTX,2,Red River Valley ARC,30,5,G,40,240,104,384,1350,NA,NA
W5WB (+W5AUY),W5AUY,2595,2AC,NTX,2,Southwest Dallas Co. ARC,26,2,C,56,188,247,491,1125,NA,NA
W5WQ,NA,1818,1A,MS,2,Southwest MS ARC,8,1,B,0,106,162,268,1070,NA,NA
W5WTM,NA,1678,2A,STX,2,Matagorda Co. ARC,22,2,G,0,57,200,257,1050,NA,NA
W5WX (+KI5KGC),KI5KGC,4664,7A,WTX,2,Panhandle ARC,36,7,G,0,338,811,1149,1690,NA,NA
W5Y,NA,998,2A,NTX,2,Young Co. ARC,10,2,G,0,94,36,130,550,NA,NA
W5YA,NA,4980,2A,NM,2,NM SOTA Guys,4,2,B,811,365,13,1189,250,NA,NA
W5YDM,NA,654,1D,NTX,2,NA,1,1,C,151,0,0,151,50,NA,NA
W5YL (+WD5CFM),WD5CFM,1836,1A,LA,2,Thibodaux ARC,20,1,B,0,0,693,693,450,NA,NA
W5ZDN (+K5ZDN),K5ZDN,1038,2A,NTX,2,Heart O' Texas ARC,16,2,G,1,1,40,42,950,NA,NA
W6A,NA,6150,2F,SDG,2,Point Loma Radio Ops. Grp.,9,2,C,1003,125,544,1672,550,NA,NA
W6AGO,NA,632,2A,LAX,2,Aerospace Employees Assn. ARC,5,2,B,0,0,31,31,570,NA,NA
W6AGZ,NA,310,1B1,OR,2,NA,1,1,B,0,0,80,80,150,NA,NA
W6AJF,NA,1988,3A,SF,2,Valley of the Moon ARC,15,3,B,198,0,173,371,850,NA,NA
W6ARA (+K6OTA),K6OTA,6238,2A,SCV,1,Palo Alto ARA,79,2,G,385,164,1190,1739,3950,NA,NA
W6AWG,NA,4465,1B1B,LAX,5,NA,1,1,B,408,0,7,415,350,NA,NA
W6BCE,NA,500,3AC,ORG,2,The Beekers,3,3,C,41,18,7,66,250,NA,NA
W6BDW,NA,366,1B2,EB,2,West Coast Crudders,2,1,B,0,7,44,51,250,NA,NA
W6BIV,NA,778,1E,STX,2,NA,1,1,B,132,0,0,132,250,NA,NA
W6BML,NA,754,3D,SV,2,Mt. Shasta ARC,3,3,C,57,50,13,120,300,NA,NA
W6BX,NA,8950,1AB,SCV,5,Ridge Runners RC,3,1,B,807,43,0,850,450,NA,NA
W6COW,NA,1170,1E,LAX,5,Southern CA Contest Club,1,1,B,78,6,16,100,250,NA,NA
W6CPD,NA,576,2F,ORG,2,Corona Police CSV Team,6,2,C,0,77,59,136,150,NA,NA
W6CX,NA,2814,4A,EB,2,Mt. Diablo ARC,42,4,G,182,62,249,493,1340,NA,NA
W6DMS,NA,322,1D,ORG,2,Kentwater ARC,1,1,C,0,34,18,52,150,NA,NA
W6DOQ,NA,380,1E,LAX,5,NA,1,1,B,0,17,12,29,150,NA,NA
W6DPM,NA,126,1D,LAX,2,San Fernando Valley ARC,1,1,C,0,0,38,38,50,NA,NA
W6DSG,NA,534,1E,NV,2,NA,1,1,B,0,95,2,97,150,NA,NA
W6ECK (+W6CUS),W6CUS,2215,3A,EB,2,KARO-ECHO,25,3,B,77,35,196,308,1375,NA,NA
W6EFI,NA,410,1B1B,SCV,5,NA,1,1,B,6,0,0,6,350,NA,NA
W6EK (+NN6H),NN6H,14221,4A,SV,2,Sierra Foothills ARC,178,4,G,1657,556,1142,3355,3085,NA,NA
W6ELI,NA,134,1D,ORG,2,San Fernando Valley ARC,1,1,C,0,21,0,21,50,NA,NA
W6ERE,NA,1830,8A,SJV,2,Stanislaus  ARA,30,8,B,74,10,172,256,1150,NA,NA
W6FB,NA,456,1D,LA,2,NA,1,1,C,76,0,51,127,50,NA,NA
W6FTC,NA,206,1E,SV,2,Sierra Foothills ARC,1,1,B,0,0,28,28,150,NA,NA
W6GLS,NA,296,1D,SDG,2,NA,1,1,C,0,51,21,72,50,NA,NA
W6GRH,NA,80,1D,ORG,2,NA,1,1,C,0,0,15,15,50,NA,NA
W6HA (+N6VZF),N6VZF,3979,3A,LAX,2,Hughes ARC,31,3,G,203,0,596,799,1975,NA,NA
W6HAB,NA,104,1E,CO,2,Denver RC,1,1,B,0,0,2,2,100,NA,NA
W6JBR,NA,208,1D,SDG,2,NA,1,1,C,39,0,1,40,50,NA,NA
W6JU (+W6SLO),W6SLO,2703,3A,SB,2,Estero RC,14,3,G,88,66,311,465,1465,NA,NA
W6JW,NA,828,4A,LAX,2,Santa Clarita ARC,10,4,B,0,0,139,139,550,NA,NA
W6KA,NA,4198,2A,LAX,2,Pasadena RC,30,2,G,486,0,702,1188,850,NA,NA
W6KB,NA,3474,1A,SF,2,Redwood Empire DX Assn.,5,1,G,688,0,286,974,150,NA,NA
W6KC,NA,260,1C,NV,2,Southern CA Contest Club,1,1,B,15,0,25,40,150,NA,NA
W6KCV,NA,170,1B1B,LAX,5,Palos Verdes ARC,1,1,B,0,2,0,2,150,NA,NA
W6KJ,NA,1774,3A,SV,2,Yuba-Sutter ARC,10,3,G,0,267,128,395,450,Y,NA
W6KRK,NA,270,1B1,SCV,2,San Benito Co. ARA,1,1,B,0,0,60,60,150,NA,NA
W6LHR (+KN6DRN),KN6DRN,3329,5A,SV,2,Lincoln Hills ARG,5,5,B,82,329,115,526,1455,NA,NA
W6LIE,NA,922,6D,SJV,2,Kern Co. Central Valley ARC,15,6,C,0,20,346,366,150,NA,NA
W6ML,NA,280,1E,SJV,2,Southern CA Contest Club,1,1,B,25,0,15,40,150,NA,NA
W6MSC,NA,1112,6F,ORG,2,MESAC/Costa Mesa RACES,13,6,C,0,0,171,171,770,NA,NA
W6MX,NA,334,1D,LAX,2,NA,1,1,C,0,0,142,142,50,NA,NA
W6MZ,NA,760,1E,SDG,5,NA,1,1,B,41,0,0,41,350,NA,NA
W6NYU,NA,272,1D,ORG,2,UCLA ARC,1,1,C,0,0,111,111,50,NA,NA
W6OBB,NA,626,1B1,SB,2,NA,1,1,B,0,0,88,88,450,NA,NA
W6OHM,NA,178,1B1,WWA,2,Mike & Key ARC,1,1,B,0,0,14,14,150,NA,NA
W6PNH,NA,714,1E,SV,2,Yuba-Sutter ARC,1,1,B,0,111,0,111,270,NA,NA
W6PW (+KN6PNF),KN6PNF,1345,4A,SF,2,San Francisco RC,17,4,B,6,0,63,69,1195,NA,NA
W6QEG,NA,342,1D,ORG,2,Golden Triangle RC,1,1,C,73,0,0,73,50,Y,NA
W6QX,NA,1766,1C,SDG,2,NA,1,1,B,307,0,194,501,150,NA,NA
W6R (+W6LKF),W6LKF,2737,2A,SB,2,Paso Robles ARC,28,2,G,0,175,216,391,1605,NA,NA
W6RDX,NA,556,1F,SDG,2,San Diego Imperial Co. Chapter American Red Cross,3,1,C,0,0,53,53,450,NA,NA
W6RHC (+WN6P),WN6P,2635,4AC,SV,2,Golden Empire ARS,40,4,C,110,195,145,450,1125,NA,NA
W6RKC,NA,974,1E,SV,2,NA,1,1,G,206,0,0,206,150,NA,NA
W6RO,NA,972,4A,LAX,2,Assoc. Radio Amateurs of Long Beach,42,4,G,0,0,1,1,970,NA,NA
W6RRI,NA,1562,3A,MI,2,Snoring Beagle Ranchers,3,3,B,78,225,0,303,350,NA,NA
W6SBA,NA,632,2A,LAX,2,South Bay ARC,11,2,B,0,1,29,30,570,NA,NA
W6SC,NA,0,1D,SCV,0,Northern CA Contest Club,1,1,C,35,0,0,35,0,Y,NA
W6SCF,NA,2992,2A,SCV,2,SC4 ARC,18,2,G,71,190,219,480,1510,NA,NA
W6SD,NA,1442,4A,LAX,2,San Fernando Valley ARC,25,4,G,31,24,86,141,1050,NA,NA
W6SFM,NA,682,1A,SV,2,Samuel F. Morse ARC,8,1,B,83,0,0,83,350,NA,NA
W6SG,NA,1656,3A,SF,2,Marin ARS,15,3,G,36,0,461,497,590,NA,NA
W6SIY,NA,760,1E,SJV,5,Zuni Loop MEF,1,1,B,61,0,0,61,150,NA,NA
W6SWT,NA,242,1E,SJV,2,NA,1,1,B,0,0,46,46,150,NA,NA
W6TIR,NA,220,1D,STX,2,Kendall ARS,1,1,C,0,34,17,51,50,NA,NA
W6TJ (+KO6DEZ),KO6DEZ,3994,3A,ORG,2,Riverside Co. ARA,14,3,B,146,394,167,707,1500,NA,NA
W6TK,NA,0,1D,SB,1,NA,1,1,C,37,0,0,37,0,Y,NA
W6TOI,NA,2208,4A,LAX,2,Downey ARC,11,4,G,105,147,165,417,870,NA,NA
W6TRW (+WA2KDL),WA2KDL,9665,5AB,LAX,5,W6TRW ARC,34,5,B,169,556,180,905,1515,NA,NA
W6UA,NA,100,1D,SB,2,NA,1,1,C,12,0,1,13,50,NA,NA
W6UB,NA,510,1D,TN,2,Smoky Mountain ARC,1,1,C,115,0,0,115,50,NA,NA
W6UDT,NA,152,1D,EB,2,NA,1,1,C,20,0,11,31,50,NA,NA
W6ULI,NA,502,1A,LAX,2,Fullerton RC,7,1,B,38,0,0,38,350,NA,NA
W6UQ (+AJ6VY),AJ6VY,5615,3A,SCV,2,San Mateo RC,70,3,G,243,399,541,1183,1965,NA,NA
W6UU,NA,64,1F,SCV,2,Santa Clara Co. ARA,3,1,C,0,0,7,7,50,NA,NA
W6UUS (+K6PFG),K6PFG,1091,2A,SDG,2,Convair/220 ARC,44,2,B,19,7,86,112,815,NA,NA
W6UW,NA,1526,2F,SCV,2,Santa Clara Co. ARA,10,2,C,173,94,104,371,250,NA,NA
W6VIO,NA,1986,2A,LAX,2,Pasadena RC,4,2,B,0,0,608,608,770,NA,NA
W6VJT,NA,1134,1E,NM,2,Messila Valley RC,1,1,B,0,221,0,221,250,NA,NA
W6VVR (+KJ6DLF),KJ6DLF,2335,7A,SV,2,Vaca Valley RC,20,7,B,7,10,196,213,1875,NA,NA
W6WJ,NA,2120,2A,SB,2,Central Coast ARG,10,2,B,3,0,529,532,1050,NA,NA
W6WKB,NA,336,1E,SCV,2,San Benito Co. ARA,1,1,B,0,32,29,61,150,NA,NA
W6WPT (+KI6UTW),KI6UTW,1499,2A,SJV,2,West Point Fire CERT,6,2,B,0,156,80,236,715,NA,NA
W6WU,NA,3362,3A,MDC,2,West Carroll,3,3,G,355,358,80,793,350,NA,NA
W6WWW,NA,0,1D,SFL,1,NA,1,1,C,0,0,11,11,0,Y,NA
W6YAR,NA,1282,2A,SV,2,YARS/MVRC/SAC ARC/Yolo Co. ARES/BARC,16,2,S,21,0,54,75,1090,NA,NA
W6YV,NA,638,2A,LAX,2,Univ. of Southern California ARC,3,2,B,16,5,52,73,450,NA,NA
W6YXY,NA,268,1E,SDG,2,NA,1,1,B,0,0,59,59,150,NA,NA
W6ZBA,NA,1170,1E,ORG,5,NA,1,1,B,102,0,0,102,150,NA,NA
W6ZD,NA,850,1B1,SFL,2,NA,1,1,B,0,75,0,75,550,NA,NA
W6ZE (+W6NGO),W6NGO,19409,6A,ORG,2,Orange Co. (CA) ARC,30,6,G,2714,156,2847,5717,2235,NA,NA
W6ZQ,NA,690,1D,AZ,2,Tortalita RC,1,1,C,158,2,0,160,50,NA,NA
W6ZZK,NA,1970,5A,SF,2,Humboldt ARC,15,5,B,0,129,152,281,1150,NA,NA
"W7A (N7OMS, AD7LJ)",NA,874,1B2C,EWA,2,NA,2,1,C,0,156,0,156,250,NA,NA
W7AIA (+N7HR),N7HR,8433,4A,WWA,2,Clark Co. (WA) ARC,130,4,G,597,357,1146,2100,2325,NA,NA
W7AQB,NA,260,1E,MO,5,St. Louis QRP Soc.,1,1,B,1,0,0,1,250,NA,NA
W7AVM,NA,3574,4A,WWA,2,Island Co. ARC,46,4,G,236,181,248,665,1410,NA,NA
W7AW (+W7ACS),W7ACS,3836,2A,WWA,2,PSRG/WSARC/Seattle ACS,125,2,B,163,160,362,685,1820,NA,NA
W7AWE,NA,1105,1B1,AZ,1,Arizona Outlaws Contest Club,1,1,G,0,0,1055,1055,50,NA,NA
W7AYQ,NA,294,1B1,WWA,2,NA,1,1,B,0,0,22,22,250,NA,NA
W7BAR (+KG7VYS),KG7VYS,2891,4A,UT,2,Basin ARC,30,4,G,0,44,715,759,1285,NA,NA
W7BGG,NA,276,1D,AZ,2,NA,1,1,C,0,0,113,113,50,NA,NA
W7BI,NA,2006,5A,WWA,2,Snoqualmie Valley ARC/Issaquah ARC/ICC/ICST,28,5,B,4,276,18,298,850,NA,NA
W7BU,NA,886,4A,OR,2,Sunset Empire ARC,9,4,B,0,0,8,8,870,NA,NA
W7C,NA,4934,1A,WY,2,Tie Siding WY ARRL FD,3,1,G,669,373,8,1050,750,NA,NA
W7CEJ,NA,868,1E,UT,2,NA,1,1,B,0,174,11,185,150,NA,NA
W7CGA,NA,878,1C,KS,2,NA,1,1,B,157,0,0,157,250,NA,NA
W7CK,NA,1172,1E,AZ,2,NA,1,1,B,0,0,511,511,150,NA,NA
W7CXX,NA,2440,1D,UT,2,Collins Aerospace Radio Grp.,1,1,C,592,0,11,603,50,NA,NA
W7DK,NA,4982,4A,WWA,2,Radio Club of Tacoma,66,4,G,247,195,1112,1554,990,NA,NA
W7DLR,NA,930,1B1B,WWA,5,NA,1,1,B,76,0,4,80,150,NA,NA
W7DTV,NA,730,2A,OR,2,Skyline Tower ARC,4,2,B,0,36,168,204,250,NA,NA
W7DZ,NA,0,1D,WWA,0,NA,1,1,C,90,0,0,90,0,Y,NA
W7ECA,NA,650,2F,MT,2,Great Falls Area ARC,9,2,C,0,36,3,39,500,NA,NA
W7ED,NA,442,1A,MT,2,Gallatin Ham RC,12,1,G,0,0,146,146,150,NA,NA
W7EK,NA,1404,2AC,WWA,2,Cascade RC,12,2,C,60,168,71,299,350,NA,NA
W7EO,NA,590,3A,UT,2,West Desert ARC,4,3,B,0,9,2,11,550,NA,NA
W7ETZ,NA,384,1B1,WWA,2,Issaquah ARC,1,1,B,0,0,67,67,250,NA,NA
W7EWJ,NA,152,1E,OR,2,NA,1,1,B,0,0,1,1,150,NA,NA
W7FD,NA,118,1D,NV,2,NA,1,1,C,0,0,34,34,50,NA,NA
W7FEL,NA,574,2AC,WWA,2,Clallam Co. ARC,10,2,C,0,0,92,92,390,NA,NA
W7FLY,NA,1898,3A,WWA,2,BEARONS and MicroHAMS FD Extravaganza,35,3,B,108,20,218,346,950,NA,NA
W7GB,NA,1570,1E,EWA,2,NA,1,1,B,305,0,0,305,350,NA,NA
W7GRA,NA,3946,4A,OR,2,Grande Ronde Radio Amateurs Assn.,22,4,G,1,342,522,865,1530,NA,NA
W7HAV,NA,1038,3A,MT,2,Hi-Line ARC,9,3,G,0,0,94,94,850,NA,NA
W7HEN,NA,538,3AC,NV,2,Henderson ARC,65,3,C,0,51,82,133,170,NA,NA
W7HRF,NA,1030,1E,ID,5,NA,1,1,B,0,78,0,78,250,NA,NA
W7HRK,NA,1174,3A,AZ,2,Hassayampa AR Klub,5,3,G,17,0,178,195,750,NA,NA
W7IO,NA,350,1A,AZ,2,Arizona ARC,3,1,G,16,0,18,34,250,NA,NA
W7IVM,NA,1690,7A,ID,2,Bridgerland ARC,45,7,B,0,32,176,208,1210,NA,NA
W7JSD,NA,86,1D,AZ,2,NA,1,1,C,0,9,0,9,50,NA,NA
W7JSS,NA,250,1D,OR,2,NA,1,1,C,0,50,0,50,50,NA,NA
W7JZE,NA,194,1C,AZ,2,NA,1,1,G,0,0,22,22,150,NA,NA
W7KFM,NA,274,1B1,OR,2,NA,1,1,B,0,0,62,62,150,NA,NA
W7KK,NA,500,1D,MT,2,NA,1,1,C,15,89,17,121,50,NA,NA
W7LG,NA,1286,1E,WPA,2,NA,1,1,G,208,34,34,276,250,NA,NA
W7LKG,NA,402,1D,WWA,2,Radio Club of Tacoma,1,1,C,88,0,0,88,50,NA,NA
W7LT (+K7MAX),K7MAX,7375,4AB,OR,5,Portland ARC,40,4,B,321,225,98,644,1425,NA,NA
W7MOT (+K7BLT),K7BLT,2864,3A,AZ,2,Motorola ARC,15,3,B,271,46,68,385,1460,NA,NA
W7MRF,NA,1888,2A,AZ,2,NXP ARC,5,2,B,329,0,61,390,450,NA,NA
W7MTH,NA,0,1D,WWA,1,NA,1,1,C,0,0,228,228,0,Y,NA
W7ORE,NA,1310,3A,OR,2,Radio Operators Assn. of Dallas,10,3,G,68,0,234,302,570,NA,NA
W7OTV,NA,4908,4A,OR,2,Oregon Tualatin Valley ARC,67,4,G,151,324,979,1454,1050,NA,NA
W7P (+N9JYV),N9JYV,5650,4AB,AZ,5,Eddie and Joe Tech Club,5,4,B,0,429,18,447,1270,NA,NA
