call_does_not_include_checklogs,gota_call,club_name,section,number_of_transmitters,category,power_source,final_score,total_qsos,total_cw_qs_os,total_digital_qs_os,total_phone_qs_os,power_multiplier,bonus_points,number_of_participants
KH6BE,NA,NA,PAC,1,B1B,B,355,1,0,0,1,5,350,1
KH6CE,NA,Emergency ARC of Hawaii,PAC,1,A,G,1034,284,0,0,284,1,750,59
KH6J,NA,Koolau ARC,PAC,1,A,G,1325,451,224,0,227,1,650,64
KH6RS,NA,Maui ARC,PAC,2,A,G,3343,1783,981,29,773,1,550,25
KI4DHW,NA,NA,VA,1,E,B,232,91,0,0,91,2,50,1
KI4ENS,NA,NA,KY,1,E,B,390,20,0,0,20,2,350,1
KI4HUS,NA,Marshall Co ARA,KY,1,F,C,766,130,0,128,2,2,250,5
KI4LXH,NA,NA,SC,1,E,B,396,121,2,0,119,2,150,1
KI4MZC,NA,NA,GA,1,E,B,1840,169,169,0,0,5,150,1
KI4OOL,NA,NA,AL,1,E,B,175,5,0,0,5,5,150,1
KI4OXK,NA,NA,NC,1,D,C,56,28,0,0,28,2,0,1
KI4TXP,NA,NA,DE,1,E,G,464,182,0,0,182,2,100,1
KI5EE,NA,South Lake Charles Ham Group,LA,1,A,B,1312,382,98,1,283,2,350,3
KI5FJ,NA,NA,VA,1,E,G,284,40,0,2,38,2,200,2
KI5JF,NA,NA,NTX,1,B2C,C,96,22,1,0,21,2,50,2
KI6CQ,NA,NA,TN,1,E,B,334,116,0,1,115,2,100,1
KI6IPO,NA,NA,SJV,1,E,B,122,36,0,0,36,2,50,1
KI6LGW,NA,Pickton Family,SF,3,A,G,578,14,0,0,14,2,550,3
KI6SDD,NA,NA,ORG,1,E,B,206,28,0,0,28,2,150,1
KI7AAY,NA,NA,WWA,1,D,C,310,130,0,0,130,2,50,2
KI7BEQ,NA,UHAM,UT,2,AB,B,1010,32,0,0,32,5,850,6
KI7CAA,NA,NA,OR,1,D,C,66,8,0,0,8,2,50,1
KI7DG,NA,NA,EWA,1,D,C,80,15,15,0,0,1,50,1
KI7ELQ,NA,NA,WWA,1,D,C,60,5,0,0,5,2,50,1
KI7EWG,NA,Draper Ham Radio Assn,UT,2,A,B,1368,59,0,0,59,2,1250,15
KI7FRC,NA,NA,WWA,1,D,C,194,11,0,11,0,2,150,1
KI7GXV,NA,NA,OR,1,D,C,106,28,0,0,28,2,50,1
KI7KSN,NA,NA,UT,1,D,C,74,12,0,0,12,2,50,1
KI7N,NA,NA,OR,1,E,B,170,40,20,0,20,2,50,1
KI7OHH,NA,Am Red Cross Snohomish Co Chptr EOV,WWA,2,F,B,448,49,0,0,49,2,350,2
KI7ZC,NA,NA,WWA,1,E,G,160,30,0,0,30,2,100,1
KI8R,NA,The Three Amigos,OH,1,A,G,2844,646,501,0,145,2,550,3
KI9S,NA,NA,IN,1,E,B,360,22,0,0,22,5,250,1
KIØII,NA,NA,CO,1,B1B,B,1565,130,113,0,17,5,350,1
KJ4EU,NA,NA,KY,1,D,C,306,82,6,40,36,2,50,1
KJ4KVC,NA,NA,TN,1,D,C,620,310,0,0,310,2,0,1
KJ4LQX,NA,NA,SFL,1,B1C,C,992,178,0,93,85,2,450,1
KJ4WD,NA,NA,NC,1,D,C,474,106,106,0,0,2,50,1
KJ6GHN,NA,NA,NNJ,1,D,C,90,20,0,0,20,2,50,1
KJ6HCG,NA,Glenn ARS,SV,1,A,B,264,7,0,0,7,2,250,3
KJ6HRO,NA,NA,SV,2,A,G,592,108,0,38,70,2,300,4
KJ6KCG,NA,NA,ORG,1,C,B,220,25,0,0,25,2,170,1
KJ6KK,NA,NA,SJV,1,E,G,101,1,0,0,1,1,100,1
KJ6PRH,NA,NA,ORG,1,D,C,54,1,1,0,0,2,50,1
KJ6PWP,NA,NA,SF,2,B2,B,830,169,21,0,148,2,450,2
KJ6SWL,NA,NA,SCV,1,D,C,72,11,0,0,11,2,50,1
KJ6TQ,NA,NA,MO,1,E,B,1488,559,0,0,559,2,370,2
KJ6TTR,NA,NA,SB,1,B1,B,204,27,0,0,27,2,150,1
KJ8U,NA,NA,MI,1,D,C,172,61,0,0,61,2,50,1
KJØDY,NA,NA,AR,1,D,C,380,44,0,41,3,2,210,1
KJØP,NA,NA,MN,1,D,C,118,20,14,0,6,2,50,1
KK1PMA,W1BSN,Providence EMA RACES Club,RI,2,F,G,1584,103,0,9,94,2,1360,17
KK3ARC,NA,3Rivers ARC,ID,2,A,B,1394,162,0,0,162,2,1070,31
KK4BQ,NA,NA,SC,3,F,C,1950,460,190,0,270,2,650,36
KK4EVX,NA,Clarke Co ARES,GA,2,F,C,418,81,0,28,53,2,200,3
KK4HQT,NA,NA,AL,1,D,C,212,79,0,2,77,2,50,2
KK4ICU,NA,DeKalb Co ARC,AL,3,A,G,1598,402,12,0,390,2,770,32
KK4JPG,NA,Monroe Co ARS,GA,1,AC,C,420,65,0,0,65,2,290,6
KK4PH,N3QKA,Shenandoah Family Field Day,VA,2,A,G,5462,1501,849,166,486,2,430,5
KK4RV,NA,NA,NC,1,E,G,630,240,0,0,240,2,150,1
KK4ZUU,NA,NA,VA,1,B2,B,338,27,0,7,20,2,270,2
KK5E,K5KTF,Hambuds/Willaimson Co ARES,STX,3,A,G,3022,598,206,52,340,2,1310,64
KK5HT,NA,NA,NTX,1,B2,B,660,82,67,6,9,2,350,2
KK5JY,NA,NA,OK,1,C,B,1638,372,355,17,0,2,150,1
KK5W,K5DX,BVARC TDXS ECHO KARS - ARCs,STX,8,A,G,14058,3487,2195,252,1040,2,2190,80
KK6AYK,NA,NA,EB,1,B1B,B,315,11,0,2,9,5,250,1
KK6JA,NA,JANET Club,SCV,2,A,G,746,149,49,0,100,2,350,3
KK6UGT (+N6RPM),NA,NA,LAX,1,B2B,B,185,17,0,0,17,5,100,2
KK6VZE,NA,NA,SF,1,D,C,76,13,0,0,13,2,50,1
KK6ZXH,NA,NA,EB,1,E,B,408,48,0,31,17,2,250,1
KK7A,NA,NA,ID,1,D,C,286,65,53,0,12,2,50,1
KK7PR,NA,NA,OR,3,E,G,6278,2029,925,0,1104,2,370,11
KL2R,KL7CDA,Gilmore Gold RC,AK,2,A,G,1408,51,22,6,23,2,1250,10
KL7AA,NA,Anchorage ARC,AK,2,A,G,922,248,224,0,24,1,450,40
KL7AIR,NA,Elmendorf ARS,AK,2,A,G,658,4,0,0,4,2,650,8
KL7JFU,KL2IE,NA,AK,1,A,B,788,9,0,0,9,2,770,30
KL7JRC,NA,Juneau ARC,AK,1,A,G,1638,435,33,0,402,1,1170,48
KL7SRK,NA,Sitka Ham AR KLUB,AK,3,A,G,1238,34,0,0,34,2,1170,11
KM3GWR,AI4QT,3 Guys With Radios ARC,AL,3,AC,C,822,58,0,18,40,2,670,5
KM4AJ,NA,NA,SC,1,D,C,31,31,0,0,31,1,0,1
KM4C,NA,Shelby ARC +  ARES of Cleveland Co,NC,3,A,G,2798,780,0,84,696,2,1070,35
KM4FO,NA,NA,KY,1,D,C,650,150,150,0,0,2,50,1
KM4HI,NA,NA,NFL,1,D,C,876,270,143,0,127,2,50,1
KM4ICE,NA,NA,VA,1,E,B,68,9,0,0,9,2,50,1
KM4IK,NA,NA,SC,1,C,B,112,31,0,0,31,2,50,1
KM4IZZ,NA,NA,TN,1,B1,G,396,123,0,0,123,2,150,1
KM4LBC,NA,NA,NC,1,E,G,970,223,0,162,61,2,200,2
KM4LOZ,NA,NA,GA,1,B1B,B,265,17,6,0,11,5,150,1
KM4MAD,KK4NTE,Fannin Co ARG,GA,2,A,G,662,131,0,0,131,2,400,14
KM4OKU,NA,NA,AL,1,D,C,102,26,0,0,26,2,50,1
KM4QE,NA,NA,SC,1,D,C,232,91,0,0,91,2,50,1
KM4QHI,NA,NA,GA,1,E,B,275,45,0,0,45,5,50,1
KM4RK,NA,NA,SC,1,E,B,295,12,0,7,5,5,200,1
KM4ZJL,NA,NA,TN,1,D,C,326,138,0,0,138,2,50,1
KM6DGT,NA,NA,LAX,1,E,B,210,30,0,0,30,2,150,1
KM6HB,NA,NA,ORG,1,E,G,112,31,0,0,31,2,50,1
KM6RED,NA,NA,SB,1,D,C,72,11,0,0,11,2,50,1
KM6REK,NA,NA,SB,1,D,C,72,11,0,0,11,2,50,1
KM6REK/P,NA,NA,SB,1,B1,B,268,9,0,0,9,2,250,1
KM7N/9,NA,NA,IL,1,B1C,C,118,34,0,0,34,2,50,1
KN1CBR,NA,NA,CO,1,D,C,750,375,375,0,0,1,0,1
KN4AGJ,NA,NA,SC,1,B1,B,394,22,0,0,22,2,350,1
KN4AVE,KF4TC,Three Rivers ARC / James Wells Memorial ARC,GA,6,AC,C,552,26,0,0,26,2,500,10
KN4CXU,NA,NA,NC,1,D,C,150,50,0,0,50,2,50,1
KN4DUA,NA,Tellico Lake ARC,TN,2,A,G,1972,467,218,26,223,2,550,25
KN5S,NA,NA,STX,2,E,G,1040,184,19,142,23,2,350,7
KN5TX,WA5JRS,Mansfield Johnson AR Service,NTX,3,F,C,6674,1805,775,32,998,2,1450,80
KN6DR,NA,NA,SCV,1,B1,B,410,90,90,0,0,2,50,1
KN8F,NA,NA,SC,1,D,C,212,81,0,0,81,2,50,1
KO4OL,NA,Central KY ARS,KY,5,A,G,7366,2246,752,0,1494,2,1370,24
KO5Q,NA,NA,GA,1,B1,G,878,157,157,0,0,2,250,1
KO6UW,NA,NA,MT,1,B2,B,666,158,96,4,58,2,150,2
KO6YG,NA,NA,SCV,1,D,C,80,40,0,0,40,2,0,1
KO8S,NA,NA,MI,1,D,C,196,54,19,0,35,2,50,1
KO9A,NA,NA,IL,1,D,C,374,140,21,1,118,2,50,1
KØACP,NA,NA,MI,1,E,G,388,88,81,0,7,2,50,1
KØAE,NA,NA,CO,1,D,C,357,242,115,0,127,1,0,1
KØAJW,NA,Souris Valley ARC,ND,2,A,G,4536,1167,526,0,641,2,1150,20
KØANT,NA,Kansas Antenna Club in Johnson Co,KS,3,A,G,3132,750,359,132,259,2,650,10
KØAOM,NA,NA,MN,1,E,G,268,84,0,0,84,2,100,1
KØATS,KEØIKE,Howard Co ARES,MO,2,F,C,1100,113,0,7,106,2,860,9
KØAV,NA,NA,CO,1,B2B,B,2690,264,264,0,0,5,50,2
KØBAK,NA,NA,EPA,1,C,B,315,142,23,0,119,1,150,1
KØBT,NA,NA,AZ,1,D,C,91,91,0,0,91,1,0,1
KØCD,NA,NA,WI,1,B1B,B,850,70,70,0,0,5,150,1
KØCQ,NA,NA,IA,1,E,G,588,120,99,0,21,2,150,1
KØDCA,NA,DCAR,MO,4,AC,C,1330,186,54,0,132,2,850,28
KØEPR,NA,Eden Prairie RC,MN,2,A,G,1496,388,85,0,303,2,550,35
KØESX,NA,NA,UT,1,B1B,B,400,50,0,0,50,5,150,1
KØFEZ,NA,Radops of El Jebel Shrine,CO,2,A,G,714,102,80,0,22,2,350,6
KØFNS,NA,NA,CO,1,B1B,B,120,14,0,0,14,5,50,1
KØG,NA,Pinyon Mesa FD Group,CO,1,AB,B,2180,163,163,0,0,5,550,3
KØGEO,NA,NA,STX,1,E,B,938,172,172,0,0,2,250,1
KØGNE,NA,Greater Nebraska ARL,NE,2,A,B,1728,344,0,165,179,2,710,18
KØGOB,NA,NA,MO,1,D,C,328,139,0,0,139,2,50,1
KØGQ,NA,Raytown ARC,MO,2,A,G,1134,154,0,38,116,2,750,20
KØIIT,KCØQXX,Montrose ARC,CO,2,A,G,5310,1334,596,0,738,2,1450,38
KØJFN,NA,Pioneer ARC,NE,4,AC,C,1418,301,134,39,128,2,470,12
KØK,NA,SMARTS RC,MN,5,A,G,2320,420,100,65,255,2,1150,21
KØKSN,NA,Kansasa-Nebraska RC,KS,3,A,G,1220,70,0,10,60,2,1060,42
KØLEJ,NA,NA,MN,1,D,C,388,169,0,0,169,2,50,1
KØLIR,NA,St Louis ARC,MO,2,A,G,8342,2232,1264,0,968,2,1350,20
KØLJW,NA,NA,CO,1,D,C,76,13,0,0,13,2,50,1
KØLTC,KØYTH,Maple Grove RC,MN,5,A,G,2604,509,149,59,301,2,1170,41
KØMCR,KCØHST,Meeker Co ARC,MN,4,A,G,2144,486,189,52,245,2,690,14
KØMGA,NA,NA,KS,1,B1B,B,245,29,0,0,29,5,100,1
KØN,KØA,Manhattan Area ARS,KS,2,A,B,1418,243,0,21,222,2,890,35
KØNE,NA,NA,NE,1,B1B,B,110,6,6,0,0,5,50,1
KØNJ,NA,NA,IA,1,D,C,451,346,55,0,291,1,50,1
KOØA,WBØHSI,Saint Charles ARC,MO,3,A,G,3910,921,253,16,652,2,1530,84
KØOPA,NA,NA,WWA,1,D,C,118,19,0,15,4,2,50,1
KØPRA,N2SRK,Parker Radio Assn,CO,2,A,G,2104,557,0,0,557,2,990,15
KØQMU,NA,NA,MN,1,D,C,42,21,0,0,21,2,0,1
KØRCJ,NA,NA,KS,1,E,G,436,134,0,9,125,2,150,1
KØRV,KIØG,Ski Country ARC,CO,2,A,G,3058,689,390,0,299,2,900,37
KØRVB,NA,NA,STX,1,D,C,168,59,0,0,59,2,50,1
KØSEK,NA,Southeast Kansas ARC,KS,3,A,G,2360,484,2,54,428,2,1280,21
KØSI,NØAXZ,CMRA & BCARES,MO,2,A,G,2058,252,165,2,85,2,1220,51
KØSWI,NA,Southwest Iowa ARC,IA,7,A,G,1834,338,4,0,334,2,1150,14
KØTC,NA,NA,MN,1,D,C,658,152,152,0,0,2,50,1
KØTFT,NA,Siouxland ARA,IA,2,A,G,1142,76,26,34,16,2,870,12
KØTQ,NA,NA,IN,1,D,C,674,151,151,0,0,2,70,1
KØUA,NA,NA,MO,1,D,C,412,181,0,0,181,2,50,1
KØUD,NA,NA,ND,1,D,C,148,38,11,0,27,2,50,1
KØUSA,NA,Ak-Sar-Ben ARC,NE,6,A,G,4102,1297,15,104,1178,2,1270,35
KØUU,NA,NA,MN,1,B1B,B,1250,120,120,0,0,5,50,1
KØVG,NA,NA,MN,1,D,C,124,23,0,14,9,2,50,1
KØVRC,NA,Vermilion Range ARC,MN,1,A,G,1458,236,0,18,218,2,950,9
KØWPM,NA,NA,KS,5,D,C,752,146,0,55,91,2,350,10
KØYLE,NA,NA,CO,1,D,C,110,30,0,0,30,2,50,1
KØZ,WØCAY,Rochester ARC,MN,3,A,G,6088,1420,587,132,701,2,1810,25
KP2XX,NA,NA,VI,1,E,B,2034,815,0,77,738,2,250,1
KP3RE,NA,Radio Operadores Del Este,PR,2,F,G,1808,228,96,55,77,2,1050,27
KP3W,NA,NA,PR,1,D,C,280,70,70,0,0,2,0,1
KP4ES,NA,Puerto Rico ARL,PR,2,AC,C,5828,1319,1270,0,49,2,650,11
KP4FD,WP4NPC,Puerto Rico Field Day Group,PR,3,A,G,3580,797,344,114,339,2,1070,15
KP4FRA,KP4FRA,Federacion de Radio Aficionados de Puerto Rico,PR,4,F,G,1358,105,57,32,16,2,970,25
KP4MB/4,NA,NA,WCF,1,D,C,62,31,0,0,31,2,0,1
KP4NET,NA,LARES Net Club,PR,4,A,G,944,37,0,0,37,2,870,30
KP4OSP,NA,Comerio Field Day,PR,2,A,G,428,160,0,29,131,2,50,3
KP4ROS,WP4PHT,Radio Operadores Del Sur de Puerto Rico,PR,3,F,B,1414,344,0,0,344,1,1070,15
KQ1X,NA,NA,RI,1,D,C,466,135,73,0,62,2,50,1
KQ2F,NA,NA,NLI,2,E,G,7160,2115,1440,0,675,2,50,3
KQ3F,NA,NA,EPA,2,E,G,2244,523,331,43,149,2,450,3
KR2AA,NA,NA,NLI,1,D,C,260,105,105,0,0,1,50,1
KR4BW,NA,NA,GA,1,E,G,370,61,0,49,12,2,150,1
KR5NM,K5FBK,Sierra Blanca ARC,NM,2,A,G,2246,393,335,0,58,2,790,17
KR6AL,NA,SCAN /  Red Ant Anihillators,LAX,1,A,G,1522,584,2,0,582,2,350,7
KR6J,NA,NA,ORG,1,C,B,500,108,67,0,41,2,150,1
KS3K,NA,NA,SFL,1,D,C,248,51,48,0,3,2,50,1
KS4FE,NA,NA,KY,1,D,C,53,2,0,1,1,1,50,1
KS4X,NA,NA,TN,1,E,B,470,50,34,0,16,5,50,1
KS4YX,NA,NA,SC,1,D,C,622,143,143,0,0,2,50,1
KS8M,NA,NA,OH,1,B1B,B,3160,301,301,0,0,5,150,1
KSØAT,NA,Atchinson Co AR Svc,KS,2,A,B,1102,126,0,0,126,2,850,12
KSØB,NA,Callaway ARL,MO,3,A,G,1832,334,44,113,177,2,850,16
KSØKS,KEØJJW,Santa Fe Trail ARC,KS,3,A,G,2214,417,163,92,162,2,870,36
KSØLV,NA,Pilot Knob ARC,KS,6,A,G,2310,337,122,21,194,2,1350,9
KSØM,NA,NA,MO,1,D,C,234,46,0,46,0,2,50,1
KSØMO,KCØMO,Kansas City Contest Club,KS,2,A,G,16554,4164,3258,0,906,2,1710,14
KT3A,NA,NA,EPA,1,B1B,B,1105,81,70,0,11,5,350,1
KT4CB,NA,NA,VA,1,E,B,1410,106,106,0,0,5,350,1
KT4LS,NA,NA,GA,1,D,C,210,40,0,40,0,2,50,1
KT4NC,NA,Carolina ARC / Lincoln Co Volunteer Comms,NC,4,A,G,2766,450,149,34,267,2,1500,45
KT5DIG,NA,Tulsa Digital RC,OK,3,AB,B,4030,365,146,165,54,5,650,8
KT6A,NA,NA,EPA,1,B1B,B,715,50,0,3,47,5,450,1
KT6DRG,NA,NA,SDG,1,D,C,120,35,0,0,35,2,50,1
KT9L,NA,NA,IN,1,D,C,217,99,33,35,31,1,50,1
KT9Y,NA,Pals Repeater Group,IL,2,A,G,2196,918,0,0,918,2,360,10
KU1Q,NA,NA,CT,1,D,C,184,88,4,0,84,2,0,2
KU3X,NA,NA,EPA,1,E,B,5600,535,535,0,0,5,250,2
KU4A,NA,NA,KY,1,E,B,1805,179,152,0,27,5,150,1
KU4V,NA,NA,NC,1,E,G,2348,452,276,171,5,2,550,1
KU4WD,NA,NA,TN,1,E,G,556,203,0,0,203,2,150,1
KU6S,NA,South Bay ARA,EB,5,A,G,2639,1106,332,51,723,1,1150,37
KU7K,NA,NA,OR,1,B1,G,1002,213,213,0,0,2,150,1
KU8Z,NA,NA,VA,1,D,C,182,66,0,0,66,2,50,1
KU9V,NA,NA,IN,1,D,C,16,5,3,0,2,2,0,1
KV2X/M,NA,NA,WNY,1,C,G,64,4,3,0,1,2,50,1
KV4OP,NA,NA,NFL,1,D,C,18,18,0,0,18,1,0,1
KV4XY,NA,NA,TN,1,D,C,34,17,0,0,17,2,0,1
KV7J,NA,NA,AZ,1,D,C,46,23,0,0,23,2,0,1
KW1K,NA,NA,NFL,1,E,G,254,52,50,0,2,2,50,1
KW2O,NA,Order of Boiled Owls of New York & Radio Central ARC,NLI,2,AC,C,7432,2173,1068,0,1105,2,950,21
KW2Y,NA,NA,ENY,1,B2,G,1403,831,52,70,709,1,450,2
KW4JS,NA,NA,TN,1,B1B,B,950,80,80,0,0,5,150,1
KW4LU,NA,NA,TN,1,D,C,116,33,0,0,33,2,50,1
KW4LY,NA,NA,KY,1,B1,B,326,38,0,0,38,2,250,1
KW4P,NA,Haywood Co ARC,NC,5,A,G,2736,835,8,0,827,2,1050,15
KW7WP,NA,NA,OR,1,E,B,206,28,25,0,3,2,100,1
KW8N,NA,NA,OH,1,E,B,11565,1129,1074,0,55,5,550,1
KX4BH,NA,NA,TN,1,B1,B,262,56,0,0,56,2,150,1
KX4DY,NA,NA,TN,1,D,C,128,39,0,0,39,2,50,1
KXØB,NA,Colorado ARES R9D5,CO,1,A,B,642,74,0,22,52,2,450,3
KY4KY,NA,Bullitt ARS,KY,2,F,C,7614,1763,1439,0,324,2,1210,25
KY4RC,NA,American Red Cross-Kentucky,KY,1,F,G,1230,125,0,0,125,2,980,5
KY4WC,NA,Woodford Co ARC,KY,2,A,G,1114,168,54,0,114,2,670,26
KY6M,NA,NA,SB,1,D,C,200,46,29,0,17,2,50,1
KY7M,NA,NA,AZ,1,E,G,2294,622,450,0,172,2,150,1
KY9KYO,NA,NA,IL,1,D,C,62,8,4,0,4,1,50,1
KYØQ,NA,NA,IL,1,E,B,5445,501,498,0,3,5,450,2
KZ1M,K1MUJ,Eastern Connecticut ARA,CT,4,A,G,7116,2007,686,80,1241,2,1570,25
KZ5OM,NA,NA,SV,1,E,G,250,50,50,0,0,2,50,1
KZ7ZUL,NA,NA,UT,1,D,C,500,125,0,125,0,2,0,1
N1A,NA,Androscoggin ARC/Oxford CERT Comms Group,ME,3,A,G,2610,422,208,0,214,2,1350,17
N1AK,NA,NA,CT,1,D,C,60,5,0,0,5,2,50,1
N1DC,NA,NA,EMA,1,D,C,468,108,101,0,7,2,50,1
N1EG,NA,Coastline ARA,CT,2,A,G,2626,888,0,0,888,2,850,25
N1EM,NA,Algonquin ARC,EMA,4,F,C,850,323,35,42,246,2,50,17
N1ERC,NA,Northeast ARC,EMA,3,A,G,2652,976,0,0,976,2,700,10
N1EV,W1NLK,Greater Norwalk ARC,CT,3,A,G,8204,2295,1010,2,1283,2,1590,31
N1FD,KC1EMJ,Nashua Area RC,NH,7,A,B,9832,2489,1327,105,1057,2,1990,75
N1GF,NA,NA,EB,1,D,C,61,61,0,0,61,1,0,1
N1GN,NA,Bahamas Beach Contest Club,NH,3,A,G,3792,1232,489,0,743,2,350,5
N1GNV,NA,NA,CT,1,B1C,C,52,1,0,0,1,2,50,1
N1HOB,NA,NA,OK,1,E,G,156,2,1,0,1,2,150,1
N1ILZ,NA,NA,EMA,1,E,G,328,39,0,0,39,2,250,1
N1JD,NA,NA,ME,1,E,G,528,107,107,0,0,2,100,1
N1KSC,NA,Kennedy Space Center ARC,SFL,2,A,G,966,129,13,41,75,2,600,18
N1KT,NA,Westport Astronomical Soc + Housatonic  + Grtr Bridgeport ARC's,CT,3,F,C,2470,634,27,39,568,2,1070,15
N1KW,NA,NA,IL,1,B1B,B,8050,770,770,0,0,5,350,1
N1ME,NA,Pine State ARC,ME,2,A,G,4578,1154,810,0,344,2,650,31
N1NC,NA,Nashoba Valley ARC,EMA,2,A,G,5338,1377,947,0,430,2,690,35
N1NN,NA,NA,EMA,1,D,C,152,51,51,0,0,1,50,1
N1OP,NA,Norwood ARC,EMA,2,F,C,1298,220,134,0,86,2,590,12
N1OPF,NA,NA,EMA,1,D,C,150,50,0,0,50,2,50,1
N1QC,KB1NH,Granite State ARA,NH,5,A,G,5074,1047,660,25,362,2,1610,26
N1QX,NA,New England Radio Discussion Soc,ME,1,AB,B,5010,400,368,0,32,5,1170,22
N1QZS,NA,NA,EMA,1,E,B,52,1,0,0,1,2,50,1
N1SOH,NA,NA,EMA,1,D,C,694,217,105,0,112,2,50,2
N1TEN,NA,NA,SDG,1,D,C,86,18,0,0,18,2,50,1
N1TN,KDØQAY,Waldo Co ARA,ME,2,A,G,1692,561,0,0,561,2,570,12
N1UFO,NA,NA,NLI,1,E,B,368,109,0,0,109,2,150,1
N1VT,WA1VT,Green Mountain Wireless Soc,VT,4,A,G,3904,794,283,0,511,2,1750,26
N1WM,NA,Northern Berkshire ARC,WMA,3,A,G,3962,893,659,4,230,2,850,12
N1WW,NA,NA,WMA,3,E,G,4884,1485,568,164,753,2,450,17
N1XRR,NA,NA,SC,1,D,C,74,6,5,1,0,2,50,1
N1ZIZ,N1IR,Genesis ARS,EMA,2,A,B,1266,70,8,0,62,2,1110,20
N2AAR,N2FMS,Keuka Lake ARA,WNY,8,A,G,2708,385,151,83,151,2,1470,20
N2ARC,NA,Princeton Emergency RC,SNJ,1,F,C,740,45,0,0,45,2,650,27
N2BEF,NA,NA,ENY,1,D,C,850,175,0,175,0,2,150,1
N2BJ,NA,NA,IL,2,D,C,868,759,59,0,700,1,50,1
N2CI,NA,NA,NNY,1,B2B,B,3820,377,377,0,0,5,50,2
N2CJN,NA,NA,SCV,1,D,C,190,35,8,27,0,2,50,1
N2CMC,NA,Cape May Co ARC,SNJ,3,A,G,2520,403,182,100,121,2,1150,40
N2CNY,NA,Central New York ARA,WNY,2,F,G,1542,456,0,0,456,2,630,4
N2CQ,NA,NA,SNJ,1,D,C,850,200,200,0,0,2,50,1
N2CVS,NA,NA,NH,1,D,C,64,6,0,1,5,2,50,1
N2DM,NA,NA,WNY,1,B1,G,524,106,81,0,25,2,150,1
N2HRT,NA,Hawkins-Hancock AR Team,TN,2,AC,C,794,222,0,0,222,2,350,21
N2JF,NA,Palms West ARC,SFL,2,A,G,4724,1346,441,0,905,2,1150,35
N2LL,K2KMM,Overlook Mountain ARC,ENY,6,A,G,7042,1691,347,488,856,2,1990,40
N2MEE,NA,NA,NNY,1,A,G,178,64,0,0,64,2,50,3
N2MO,NA,Ocean Monmouth ARC,NNJ,3,A,G,3402,730,308,168,254,2,990,19
N2MQ,NA,Chautauqua ARS,WNY,5,AC,C,1674,662,0,0,662,2,350,28
N2MTG,NA,NA,ENY,1,E,G,1110,480,0,0,480,2,150,1
N2NKX,NA,NA,WNY,1,B1,B,208,29,0,0,29,2,150,1
N2NNY,NA,North Franklin ARS,NNY,2,A,G,1622,411,0,0,411,2,800,13
N2NS,NA,NA,SJV,1,D,C,54,1,1,0,0,2,50,1
N2OB,N2CW,Old Barney ARC,SNJ,4,A,G,10386,3264,1181,43,2040,2,1410,50
N2P,NA,Central New York Contesters,WNY,2,A,G,1314,107,0,0,107,2,1100,15
N2PSO,NA,NA,WNY,1,B1B,B,220,12,12,0,0,5,100,1
N2RE,NA,David Sarnoff ARC,SNJ,7,A,G,2670,408,152,0,256,2,1550,27
N2RI,NA,NA,NLI,1,D,C,694,136,136,0,0,2,150,1
N2SF,N2TFC,Westchester EmComm Assn,ENY,4,A,G,12034,3453,1719,0,1734,2,1690,25
N2SQW,NA,NA,ENY,1,D,C,91,41,0,0,41,1,50,1
N2UC,NA,NA,WNY,1,D,C,214,41,41,0,0,2,50,1
N2UHJ,NA,NA,WNY,1,D,C,308,129,0,0,129,2,50,1
N2UU,NA,NA,SNJ,1,D,C,670,155,155,0,0,2,50,1
N2VW,NA,NA,SNJ,1,D,C,52,51,1,0,50,1,0,1
N2XJ,W2FMI,New Providence ARC,NNJ,2,A,G,4272,1220,230,161,829,2,1050,51
N3AB,NA,NA,EPA,1,B1B,B,1025,102,73,0,29,5,150,1
N3AEA,NA,NA,MDC,1,E,B,180,3,3,0,0,5,150,1
N3AM,NA,NA,MDC,1,D,C,582,266,266,0,0,1,50,1
N3AQC,NA,NA,WPA,2,B2B,B,5160,491,491,0,0,5,250,2
N3BAL,NA,NA,MDC,1,E,B,334,42,0,0,42,2,250,1
N3BEK,NA,NA,EPA,1,E,G,268,59,0,0,59,2,150,1
N3CB,NA,NA,EPA,3,D,C,866,345,63,0,282,2,50,7
N3CSE,NA,Jonestown Mountain Repeater Assn,EPA,3,A,G,876,196,17,0,179,2,450,9
N3CZ,NA,NA,NC,1,D,C,714,166,166,0,0,2,50,1
N3DUE,NA,NA,MDC,2,E,G,3556,906,561,36,309,2,550,2
N3EP,NA,Endless Mtns ARC,EPA,4,F,G,2132,334,88,19,227,2,1250,34
N3EQF,NA,NA,SFL,1,B1,G,210,40,40,0,0,2,50,1
N3GRS,NA,NA,AZ,1,D,C,68,9,0,0,9,2,50,1
N3GWZ,NA,NA,MDC,1,E,B,1128,293,196,0,97,2,150,1
N3IC,K3MZ,Randallstown ARC,MDC,3,A,G,10644,3190,1274,13,1903,2,1690,16
N3IJW,NA,NA,VA,1,D,C,350,75,0,75,0,2,50,1
N3IS,NA,Eastern Pennsylvania ARA,EPA,2,A,G,1010,80,0,0,80,2,850,10
N3JJT,NA,NA,OH,1,D,C,398,108,91,0,17,2,0,2
N3JNX,NA,NA,EPA,1,D,C,100,24,1,0,23,2,50,1
N3JT,NA,NA,VA,1,D,C,62,31,31,0,0,1,0,1
