call,gota_call,final_score,class,section,power_multiplier,club_name,number_of_participants,transmitters,power_source,total_cw_qsos,total_digital_qsos,total_phone_qsos,total_qsos,bonus_points
W8WKY,NA,2524,5A,OH,2,Silvercreek ARA,45,5,G,106,59,247,412,1370
W8WOO,NA,944,1F,OH,2,Wayne ARC,7,1,C,24,0,149,173,550
W8WRK,NA,2494,2A,OH,2,Butler Co. (OH) ARA,20,2,G,106,121,418,645,750
W8WSE,NA,270,1E,OH,2,NA,1,1,B,0,0,60,60,150
W8XRN,W8BI,3796,3F,OH,2,XWARN/DARA,74,3,G,203,258,231,692,1490
W8XY,NA,450,1D,OH,2,NA,1,1,C,100,0,0,100,50
W8YT,NA,335,1E,WV,5,NA,1,1,B,17,0,3,20,150
W8ZDT,NA,3690,1D,MI,2,Bay Area DXers,1,1,C,910,0,0,910,50
W8ZPF,NA,2842,3A,OH,2,CRES ARC,33,3,G,205,65,606,876,550
W8ZX,W8TCO,4272,6A,OH,2,Tusco ARC,44,6,G,425,38,285,748,1850
W9AA,NA,1374,1A,IL,2,Hamfesters RC,4,1,G,277,0,8,285,250
W9AKS,NA,766,1D,WI,2,NA,1,1,C,0,179,0,179,50
W9ATG,N9TT,3610,2A,IN,2,Hancock ARC,26,2,G,195,196,398,789,1250
W9AV,NA,6520,2A,WI,2,Wisconsin River Gang,3,2,G,1095,370,105,1570,450
W9AWX,NA,424,1D,WI,2,HRO Milwaukee Employees ARC,1,1,C,0,75,37,112,50
W9BJA,NA,262,1D,IL,2,NA,1,1,C,1,5,94,100,50
W9BS,NA,1830,1E,SFL,5,NA,1,1,B,0,158,0,158,250
W9CH,NA,320,2D,NC,2,NA,2,2,C,0,19,97,116,50
W9CHI,NA,846,1D,IL,2,Chicago Suburban Radio Assn.,1,1,C,0,0,348,348,150
W9CY,NA,854,1D,IL,2,Bolingbrook ARS,1,1,C,0,192,18,210,50
W9DEE,NA,254,1D,IL,2,North Shore (IL) RC,1,1,C,51,0,0,51,50
W9DP,NA,78,1D,IL,2,Western IL ARC,1,1,C,0,0,14,14,50
W9DUP,NA,3204,5A,IL,2,Dupage ARC,30,5,G,0,314,499,813,950
W9EBK,NA,790,1E,IL,2,Sangamon Valley RC,1,1,B,0,160,0,160,150
W9EBV,NA,566,1A,WI,2,Fond du Lac ARC,4,1,G,0,0,208,208,150
W9EOC,NA,1482,4F,IN,2,Old Post ARS,40,4,C,0,56,504,560,250
W9FEZ,NA,856,1A,IN,2,Mizpah Shrine Radio Unit,3,1,G,0,126,1,127,350
W9FHA,NA,210,1B1B,IN,5,Tri State ARS (IN),1,1,B,16,0,0,16,50
W9FRG,NA,4704,5A,WI,2,LEFROG,12,5,G,0,854,169,1023,950
W9G,KB9SZK,806,4A,IL,2,Grundy Co. ARC,6,4,G,4,6,8,18,750
W9GA,NA,8490,4A,WI,2,Ozaukee RC,25,4,G,1322,35,906,2263,1250
W9GFD,NA,1232,2A,IL,2,Knox Co. ARC,12,2,G,0,77,87,164,750
W9GO,NA,1650,5A,IN,2,Kokomo ARC,16,5,G,84,3,176,263,950
W9GOO,NA,426,1D,IN,2,Northeastern Indiana ARA,1,1,C,0,94,0,94,50
W9GPB,NA,82,1D,IL,2,Bolingbrook ARS,1,1,C,0,0,16,16,50
W9GUS,NA,1620,3A,IN,2,Hoosier Hills Ham Club,15,3,G,0,77,6,83,1300
W9HH,NA,1162,1D,IL,2,Northwest Illinois ARC,1,1,C,0,278,0,278,50
W9HHX,NA,726,1D,WI,2,Milwaukee School of Engineering ARC,3,1,C,72,8,178,258,50
W9I,NA,6600,2A,WI,2,W/K ARC of Greater Milwaukee,12,2,G,399,922,23,1344,1270
W9IKU,NA,680,1B1B,WI,5,NA,1,1,B,30,23,0,53,150
W9INE,NA,210,1D,CO,2,Estes Valley ARC,1,1,C,0,0,80,80,50
W9JCA,NA,1434,4A,IN,2,Jay Co. ARC,18,4,G,0,27,288,315,750
W9JI,NA,514,1B1,WI,2,Ozaukee RC,1,1,G,91,0,0,91,150
W9JPR,NA,408,1D,IL,2,Hamfesters RC,1,1,C,0,0,129,129,150
W9JRF,NA,270,1E,AZ,2,EVQRP,1,1,O,0,0,60,60,150
W9JXT,NA,560,1D,ORG,2,Desert Radio Amateur Transmitting Soc.,1,1,C,68,59,1,128,50
W9KEY,NA,2730,1D,WI,2,LEFROG,1,1,C,0,532,226,758,150
W9KHH,NA,774,1E,WI,2,Ozaukee RC,1,1,B,106,0,0,106,350
W9LD,NA,470,1D,ID,2,Snohomish Co. Hams Club,2,1,C,105,0,0,105,50
W9LDX,NA,6226,1A,IN,2,Lafayette DX Assn.,11,1,G,660,253,562,1475,1450
W9LR,NA,1012,1D,WI,2,NA,1,1,C,182,57,3,242,50
W9LRC,NA,940,3AC,WI,2,Lakeshore RC,6,3,C,0,104,137,241,250
W9LRM,NA,146,1D,IL,2,St. Louis & Suburban RC,1,1,C,0,24,0,24,50
W9MC,NA,706,1D,STX,2,WCARC-TX,1,1,C,159,0,10,169,50
W9MCP,NA,374,1E,IN,2,Clark Co. (IN) ARC,1,1,B,0,0,12,12,350
W9MID,NA,978,3F,IN,2,Mid-State ARC,7,3,C,0,1,212,213,550
W9MQB,NA,840,2A,WI,2,Tri County ARC (WI),7,2,G,12,60,51,123,450
W9MVA,W9FCC,12344,3A,WI,2,Mississippi Valley ARA,15,3,G,1960,81,1295,3336,1590
W9MXQ,NA,242,1D,WI,2,Wisconsin ARC,1,1,C,0,0,96,96,50
W9NA,NA,1324,3A,WI,2,Wisconsin Valley RA,8,3,G,0,0,87,87,1150
W9NAW,NA,60,1D,WI,2,West Allis Radio Amateur Club,1,1,C,0,0,30,30,0
W9NE,W9CEQ,6762,7A,IL,2,Fox River Radio League,40,7,G,481,355,934,1770,1550
W9NJY,NA,2260,1B1B,WI,5,NA,1,1,B,211,0,0,211,150
W9NZB,NA,166,1E,IL,2,NA,1,1,B,4,0,0,4,150
W9OB,NA,2390,2AC,IN,2,Henry Co. ARC,21,2,C,132,0,456,588,950
W9OU,NA,1862,3A,IN,2,Northeastern Indiana ARA,28,3,G,100,0,256,356,950
W9PA,NA,1442,1D,IN,2,NA,1,1,C,338,10,0,348,50
W9PC,NA,3230,1A,IN,2,Clinton Co. Contesters,4,1,G,465,32,146,643,950
W9PI,NA,530,1D,IL,2,North Shore (IL) RC,1,1,C,0,82,16,98,170
W9RDA,NA,40,1B1,IL,2,NA,1,1,C,0,10,0,10,0
W9REG,NA,2718,2A,IN,2,Tippecanoe ARA,20,2,B,400,0,74,474,970
W9RH,NA,456,1D,WI,2,Milwaukee Radio Amateurs' Club,2,1,C,0,0,203,203,50
W9RN,NA,2006,1D,WI,2,Soc. Of Midwest Contesters,1,1,C,419,70,0,489,50
W9SAU,NA,566,1B1,IL,2,Northern Illinois Quad Co. Amateur Radio Group,1,1,B,79,0,0,79,250
W9SE,NA,434,1D,IL,2,NA,1,1,C,96,0,0,96,50
W9SU,W9RCA,19666,3A,IN,2,Indy United ARC,32,3,G,2849,357,2136,5342,2570
W9SW,NA,814,1D,IL,2,Chicago Suburban Radio Assn.,1,1,C,166,0,0,166,150
W9SZ,NA,200,1B1,IL,2,NA,1,1,B,27,0,21,48,50
W9TA,NA,314,1D,WI,2,Sheboygan Co. ARC,1,1,C,0,0,132,132,50
W9TAL,NA,880,1AB,IL,5,American Legion Post 33 ARC,6,1,B,0,3,0,3,850
W9TCV,NA,604,1B1,VA,2,Pentagon ARC,1,1,B,0,0,27,27,550
W9TE,NA,2126,3A,IN,2,Fort Wayne RC,25,3,G,325,0,88,413,650
W9TOC,NA,62,1D,IL,2,North Shore (IL) RC,1,1,C,0,0,6,6,50
W9TS,NA,5570,1E,IL,5,NA,1,1,B,532,0,0,532,250
W9TTN,NA,190,2AC,WI,2,Watertown ARC,6,2,C,0,0,20,20,150
W9TTY,NA,156,1D,IL,2,Chicago Suburban Radio Assn.,1,1,C,0,0,3,3,150
W9TY,NA,6300,2E,IL,2,Metro DX Club,11,2,G,1319,118,51,1488,450
W9UP,NA,1738,5A,WI,2,Riverland ARC,20,5,G,0,77,160,237,1110
W9UUU,KWØLF,5690,8A,IN,2,Wabash Valley ARA,22,8,G,338,443,358,1139,1850
W9VNE,NA,1478,1D,OH,2,South West Ohio DX Club,1,1,C,357,0,0,357,50
W9VRC,NA,1797,5A,WI,1,Vilas Co. RC,5,5,G,0,0,1147,1147,650
W9VTD,NA,116,1D,IL,2,NA,1,1,C,0,0,33,33,50
W9WCA,KD9IFV,2848,2A,WI,2,Wood Co. ARES/RACES,15,2,G,233,188,27,448,1110
W9WE,NA,1286,1D,IL,2,Western IL ARC,1,1,C,309,0,0,309,50
W9WWI,W9JBQ,1880,3A,IN,2,Clark Co. (IN) ARC,29,3,G,0,80,185,265,1190
W9XA,NA,316,2C,MN,2,Fox River Relay League,2,2,O,1,0,31,32,250
W9XB,NA,1904,1E,IL,2,The 415 ARC,1,1,G,0,0,877,877,150
W9XG,NA,2782,3F,IL,2,River Bend Wireless Operators Club,23,3,C,341,328,28,697,50
W9XU,NA,2974,1E,WI,2,NA,1,1,G,681,0,0,681,250
W9YK,NA,2452,1E,IL,2,York RC,1,1,G,401,143,13,557,250
W9ZK,NA,786,1B1,IL,2,NA,1,1,B,0,0,218,218,350
W9ZL,NA,920,1A,WI,2,Fox Cities ARC,28,1,G,0,129,27,156,350
WA1ENO,NA,1964,1E,EMA,2,Ski Country ARC,2,1,G,0,0,857,857,250
WA1FKP,NA,206,1D,AL,2,NA,1,1,C,26,1,14,41,70
WA1FMM,NA,1288,1D,CO,2,NA,1,1,C,280,0,59,339,50
WA1GXC,NA,270,1D,RI,2,Boston ARC,1,1,C,32,0,46,78,50
WA1HEW,NA,1482,1D,EPA,2,Northeast Maryland AR Contest Soc.,1,1,C,358,0,0,358,50
WA1N,NA,190,1E,NH,2,Granite State ARA,1,1,G,0,0,20,20,150
WA1OTZ,NA,662,1D,CT,2,Southern Berkshire ARC,1,1,C,0,153,0,153,50
WA1RWO,NA,1078,2E,NFL,2,FVFD21,3,2,G,182,0,0,182,350
WA1UKD,NA,298,3D,CT,2,Heritage Village Radio and Electronics Club,3,3,C,16,15,62,93,50
WA1USA,NA,3556,2F,RI,2,RICOMU/RIEMA,8,2,G,125,180,523,828,1290
WA1VIL,NA,276,1D,EMA,2,Wellesley ARS,1,1,C,0,55,3,58,50
WA1WEE,NA,110,1D,RI,2,Providence Radio Assn.,1,1,C,0,15,0,15,50
WA2ACV,NA,170,1D,SNJ,2,Old Barney ARC,1,1,C,0,0,60,60,50
WA2AIC,NA,870,1E,VA,2,Eastern Shore ARC,1,1,G,6,109,30,145,350
WA2ALY,NA,98,1D,NNJ,2,Bergen ARA,1,1,C,0,12,0,12,50
WA2BMH,NA,528,1D,NNJ,2,NA,1,1,C,112,0,15,127,50
WA2CHV,NA,666,1E,WNY,2,Rochester (NY) DX Assn.,1,1,G,100,0,8,108,250
WA2CLP,NA,196,1D,NNJ,2,Bergen ARA,1,1,C,10,0,3,13,150
WA2CP,NA,4032,2F,NLI,2,Frankford RC,2,2,C,270,0,1401,1671,150
WA2DFI,NA,2266,1A,AZ,2,Explorer Post 599,3,1,B,416,0,226,642,150
WA2IBZ,NA,1858,1D,SNJ,2,Gloucester Co. ARC,1,1,C,0,452,0,452,50
WA2ILY,NA,168,1D,CT,2,NA,1,1,C,0,0,59,59,50
WA2JLW,NA,970,1E,NC,5,Orange Co. Radio Amateurs & Durham FM Assn.,1,1,B,82,0,0,82,150
WA2JQK,NA,1244,1D,ENY,2,QSY Soc.,1,1,C,197,0,153,350,150
WA2KLP,NA,1186,1D,ENY,2,NA,1,1,C,0,284,0,284,50
WA2NYY,NA,178,1D,ENY,2,QSY Soc.,1,1,C,32,0,0,32,50
WA2OMT,NA,96,1D,VA,2,Lynchburg ARC,1,1,C,0,0,23,23,50
WA2PCN,NA,310,1D,SC,2,NA,1,1,C,10,55,0,65,50
WA2QYA,NA,78,1D,WNY,2,Lancaster RC,1,1,C,0,7,0,7,50
WA2VIU,NA,114,1D,NLI,2,NA,1,1,C,14,0,4,18,50
WA2VQF,NA,414,1D,NNJ,2,Morris RC/Hanover TWP OEM,1,1,C,91,0,0,91,50
WA2VYA,NA,2938,1D,STX,2,South Jersey Radio Assn.,1,1,C,717,0,10,727,50
WA2WMR,NA,820,1B1B,VA,5,NA,1,1,B,72,0,0,72,100
WA2WTF,NA,94,1B1,SNJ,2,South Jersey Radio Assn.,1,1,C,0,0,22,22,50
WA2WZT,NA,312,1E,NLI,2,ARC EmComm Srvc.,1,1,G,0,0,31,31,250
WA2ZWM,NA,1076,3F,NNY,2,Schoharie Co. ARA,16,3,C,0,0,263,263,550
WA3AAN,NA,1200,1D,EPA,2,NA,1,1,C,258,2,55,315,50
WA3AFS,NA,474,1D,ENY,2,Albany ARA,1,1,C,0,81,0,81,150
WA3COM,KC3EDQ,2332,4A,WPA,2,Washington Amateur Communications,15,4,G,0,23,585,608,1070
WA3EEC,NA,250,1D,WMA,2,Franklin Co. (MA) ARC,1,1,C,0,50,0,50,50
WA3EKL,NA,8016,3E,MDC,2,W3AO PVRC,8,3,G,1529,141,483,2153,370
WA3FAE,NA,2370,1D,MDC,2,South Carroll Amateur Radio Group,1,1,C,580,0,0,580,50
WA3GM,NA,254,1D,EPA,2,Philmont Mobile RC,1,1,C,51,0,0,51,50
WA3GOS,NA,82,1D,MDC,2,NA,1,1,C,0,8,0,8,50
WA3GQA,NA,244,1D,EPA,2,Columbia-Montour ARC,1,1,C,45,0,7,52,50
WA3ITR,NA,78,1D,EMA,2,Wellesley ARS,1,1,C,0,0,14,14,50
WA3KCP,NA,1566,1D,EPA,2,Cumberland ARC,1,1,C,354,0,0,354,150
WA3LXD,NA,1170,1D,NFL,2,Silver Springs RC,1,1,C,57,116,164,337,150
WA3PTV,NA,678,1D,WPA,2,Antietam RA,1,1,C,0,157,0,157,50
WA3SFJ,AC2BI,2810,3A,MDC,2,Chesapeake Bay Radio Assn.,37,3,G,14,170,342,526,1390
WA3SWJ,NA,926,1E,EMA,2,Barnstable ARC,1,1,G,0,119,0,119,450
WA3TD,NA,206,1D,WPA,2,NA,1,1,C,0,0,78,78,50
WA3WOM,NA,770,1D,WPA,2,WPA FIELD DAY Assn.,1,1,C,0,180,0,180,50
WA4A,NA,335,1B2B,VA,5,NA,2,1,B,14,0,9,23,150
WA4AH,NA,188,1D,NFL,2,NA,1,1,C,0,0,69,69,50
WA4ATF,NA,1240,1B2,WCF,2,Clearwater ARS / St. Petersburg ARC / Upper Pinellas ARC,2,1,C,0,98,99,197,650
WA4AUG,NA,4542,2F,GA,2,Augusta University ARC,12,2,C,613,11,578,1202,890
WA4BPJ,NA,1894,1D,NC,2,Raleigh ARS,2,1,C,206,0,460,666,150
WA4FHY,NA,450,1E,TN,5,NA,1,1,B,0,10,0,10,350
WA4GLH,NA,238,1E,TN,2,Mile Highlanders Group,1,1,B,13,9,0,22,150
WA4GNL,NA,100,1D,AL,2,Deep South ARC,1,1,C,0,0,25,25,50
WA4GUD,NA,290,1D,MDC,2,Columbia (MD) ARA,1,1,C,19,41,0,60,50
WA4HH,NA,2904,3A,VA,2,Heritage Hunt Hams,17,3,G,22,248,377,647,1070
WA4HWT,NA,455,1B1B,GA,5,NA,1,1,B,0,0,61,61,150
WA4JA,NA,826,2E,TN,2,Williamson Co. ARES,1,2,G,0,0,288,288,250
WA4JUK,NA,854,1D,VA,2,Potomac Valley RC,1,1,C,201,0,0,201,50
WA4LM,NA,1270,1E,VA,5,Eastern Shore ARC,1,1,B,6,93,6,105,250
WA4MLD,NA,426,1C,SFL,2,NA,1,1,B,94,0,0,94,50
WA4NKL,NA,2720,1B1B,GA,5,NA,1,1,B,242,0,0,242,300
WA4OFW,NA,322,1D,VA,2,NA,1,1,C,9,0,118,127,50
WA4PMG,NA,232,1D,NC,2,Franklin Co. (NC) ARC,1,1,C,0,37,17,54,50
WA4PSC,NA,5626,1D,NC,2,Orange Co. Radio Amateurs & Durham FM Assn.,1,1,C,1369,0,0,1369,150
WA4PTZ,NA,396,1D,TN,2,NA,1,1,C,0,74,25,99,50
WA4RX,NA,198,1D,VA,2,Eastern Shore ARC,1,1,C,0,12,0,12,150
WA4SLC,NA,188,1D,NC,2,Brightleaf ARC,1,1,C,0,0,69,69,50
WA4TCJ,NA,236,1D,NC,2,South Wake ARC,1,1,C,0,0,93,93,50
WA4THR,NA,200,1B1B,EPA,5,Columbia-Montour ARC,1,1,B,0,3,4,7,150
WA4TRS,NA,1672,4A,NC,2,The Road Show ARC,10,4,G,103,11,33,147,1150
WA4USN,KW4XQ,1896,2A,SC,2,Charleston ARS,17,2,G,111,34,183,328,950
WA4WCD,NA,104,1D,KY,2,Ruckerville Amateur Transmitting Soc.,1,1,C,0,0,27,27,50
WA4YJY,NA,490,1D,NFL,2,NA,1,1,C,0,110,0,110,50
WA4YL,NA,210,1D,WCF,2,NA,1,1,C,0,0,80,80,50
WA4YYM,NA,250,1B1,TN,2,Cleveland ARC,1,1,G,0,0,50,50,150
WA5AMM,NA,762,1D,SC,2,PODXS 070,1,1,C,0,178,0,178,50
WA5CAV,NA,662,1D,LA,2,Central Louisiana ARC,1,1,C,153,0,0,153,50
WA5CC,NA,656,3AC,AR,2,Cross Co. ARC,6,3,C,0,0,28,28,600
WA5CFT,NA,126,1D,LA,2,Jefferson (LA) ARC,1,1,C,0,19,0,19,50
WA5CKF,NA,222,1D,NTX,2,Irving ARC,3,1,C,35,0,16,51,50
WA5DCT,NA,338,1A,NTX,2,DCT ARC,3,1,B,16,0,12,28,250
WA5FRF,NA,705,2C,STX,5,Medina Co. Amateur Radio Corporation,2,2,B,0,0,51,51,450
WA5FWC,NA,1930,1D,NTX,2,Mansfield-Johnson ARS,1,1,C,0,0,940,940,50
WA5IEK,NA,316,1D,MS,2,NA,1,1,C,14,25,5,44,150
WA5JRS,NA,1482,1F,NTX,2,Mansfield-Johnson ARS,46,1,B,0,0,216,216,1050
WA5LEE,NA,998,1E,STX,2,Northwest ARS,1,1,G,0,212,0,212,150
WA5LHM,NA,710,1B1B,STX,5,NA,1,1,B,56,0,0,56,150
WA5LXS,NA,686,1D,NTX,2,Metrocrest ARS,1,1,C,108,51,0,159,50
WA5PFJ,NA,618,1D,WTX,2,Midland (TX) ARC,1,1,C,142,0,0,142,50
WA5RGM,NA,1102,3F,MS,2,Area 51 Radio Group,22,3,C,102,0,22,124,650
WA5WRL,NA,1086,2A,NTX,2,White Rock Lake ARC,40,2,G,0,42,24,66,870
WA5YHN,NA,1134,5A,AR,2,Two Rivers Amateur Radio Group,17,5,G,0,43,56,99,850
WA5YPD,NA,144,1E,STX,2,Matagorda Co. Arc,1,1,S,0,0,22,22,100
WA5YZD,NA,226,1E,STX,2,Austin ARC,1,1,G,0,19,0,19,150
WA6ARA,NA,2100,1B2B,SJV,5,Sierra ARC of the High Mojave,2,1,B,165,0,0,165,450
WA6FEQ,NA,360,1B1,LAX,2,Crescenta Valley RC,1,1,B,0,0,5,5,350
WA6HOO,NA,192,1D,LAX,2,NA,1,1,C,0,6,59,65,50
WA6KYR,NA,490,1D,LAX,2,San Fernando Valley ARC,1,1,C,110,0,0,110,50
WA6LE,NA,1412,1B1,SJV,2,SOTA LEOs,1,1,B,123,0,235,358,450
WA6MOK,NA,162,1D,CO,2,Colorado QRP Club,1,1,C,0,28,0,28,50
WA6MTN,NA,850,3A,ORG,2,Mountain Top ARA,52,3,B,0,25,50,75,650
WA6MTZ,NA,878,1E,ORG,2,Barstow ARC,1,1,G,18,164,0,182,150
WA6MZW,NA,305,1B1B,ORG,5,Desert Radio Amateur Transmitting Soc.,1,1,B,0,0,11,11,250
WA6OWM,NA,234,1D,LAX,2,Redondo Beach DCS,1,1,C,0,46,0,46,50
WA6QGH,NA,172,1D,ORG,2,Desert Radio Amateur Transmitting Soc.,1,1,C,0,23,15,38,50
WA6QYS,NA,180,1D,SCV,2,Santa Clara Co. ARA,1,1,C,0,0,65,65,50
WA6RC,NA,1892,3A,LAX,2,Westside ARC,3,3,B,56,80,89,225,1170
WA6SUZ,NA,1086,1E,NC,2,Brunswick Shores ARC,1,1,G,129,0,10,139,550
WA6TOW,NA,920,2A,SCV,2,Coast Side ARC,20,2,G,109,0,67,176,350
WA6UIJ,NA,98,1D,ORG,2,San Gorgonio Pass Amateur Club,1,1,C,8,0,8,16,50
WA6URY,NA,682,1D,LAX,2,NA,1,1,C,136,0,44,180,50
WA7AI,NA,956,3A,WWA,2,Anderson Island ARC,3,3,G,9,12,11,32,850
WA7AXT,NA,354,1E,WWA,2,Cascade RC,1,1,B,50,0,2,52,150
WA7BNM,NA,380,1E,LAX,5,NA,1,1,B,20,0,6,26,150
WA7DY,NA,854,1D,WWA,2,Mike & Key ARC,1,1,C,0,200,2,202,50
WA7FLY,NA,786,1D,WWA,2,NA,1,1,C,0,158,2,160,150
WA7L,NA,194,1D,WWA,2,NA,1,1,C,0,6,60,66,50
WA7LAW,NA,1590,4A,WWA,2,Snohomish Co. Hams Club,34,4,G,1,47,204,252,990
WA7LO,NA,1014,4A,OR,2,Lake Oswego ARES,10,4,B,0,0,32,32,950
WA7NB,NA,6008,1A,AZ,2,Bedlington Terrior ARC of Tucson,3,1,G,1309,0,201,1510,370
WA7NCL,NA,5210,2AB,EWA,5,Wilsons Wonders,4,2,B,413,1,4,418,1050
WA7NIW,NA,198,1E,WWA,2,Mike & Key ARC,1,1,G,0,0,24,24,150
WA7PTM,NA,636,2E,WWA,2,Clark Co. (WA) ARES/RACES,2,2,B,0,0,43,43,550
WA7PVE,NA,1066,1D,WWA,2,Green Bay Mike & Key Club,1,1,C,0,254,0,254,50
WA7RJ,NA,354,1B2,WWA,2,NA,2,1,B,0,0,52,52,250
WA7RV,NA,194,1D,AZ,2,NA,1,1,C,36,0,0,36,50
WA7SHP,NA,224,1D,OR,2,NA,1,1,C,0,0,87,87,50
WA7TPB,NA,190,1B2,WWA,2,NA,2,1,B,0,0,20,20,150
WA7YNU,NA,300,1D,MT,2,NA,1,1,C,11,0,53,64,150
WA7YXY,NA,220,1D,OR,2,Peak RA,1,1,C,5,0,75,80,50
WA7ZAF,NA,1268,3A,ID,2,Elmore Co. ARES,8,3,G,0,71,267,338,450
WA8AHZ,NA,172,1E,VA,2,Potomac Valley RC,1,1,G,0,29,3,32,50
WA8FRD,NA,342,1D,MI,2,Motor City RC,1,1,C,0,0,146,146,50
WA8KAN,NA,3420,1E,WV,5,NA,1,1,B,327,0,0,327,150
WA8LIV,NA,352,1D,OH,2,NA,1,1,C,0,0,101,101,150
WA8MCD,NA,442,1D,MI,2,Kalamazoo ARC,1,1,C,96,0,4,100,50
WA8PLZ,NA,440,2A,OH,2,Miamisburg Wireless Assn.,12,2,G,15,0,15,30,350
WA8Q,NA,1214,2E,OH,2,Woodchuck ARC,10,2,B,19,0,94,113,950
WA8QNN,NA,724,1D,IN,2,Laughery Valley ARC,1,1,C,167,0,3,170,50
WA8RR,NA,1854,1D,OH,2,Cuyahoga ARS,1,1,C,5,421,0,426,150
WA8SDA,NA,570,1D,EPA,2,NA,1,1,C,130,0,0,130,50
WA8SRA,NA,570,1D,EPA,2,NA,1,1,C,130,0,0,130,50
WA8TON,NA,1058,1D,MI,2,Arrow Comm. Assn,1,1,C,252,0,0,252,50
WA8TWM,NA,492,1D,OH,2,Lake Co. (OH) ARA,1,1,C,0,0,221,221,50
WA8YZB,NA,528,1D,MI,2,Monroe Co. Radio Communications Assn.,1,1,C,28,91,1,120,50
WA8ZBT,NA,2570,1D,NTX,2,Collins ARC,1,1,C,461,152,34,647,50
WA8ZLK,NA,186,1E,OH,2,Mahoning Valley ARA,1,1,B,0,9,0,9,150
WA8ZNC,NA,926,1D,WWA,2,Willamette Valley DX Club,1,1,C,205,0,28,233,50
WA9AFM,NA,426,1D,OK,2,OCAPA,1,1,C,0,44,0,44,250
WA9AQN,NA,1098,1D,IL,2,Sangamon Valley RC,1,1,C,262,0,0,262,50
WA9BBN,NA,1558,1D,IN,2,Fort Wayne RC,1,1,C,377,0,0,377,50
WA9EAT,NA,608,2A,IL,2,Bolingbrook ARS,3,2,B,0,0,129,129,350
WA9FCH,NA,94,1D,NC,2,Azalea Coast ARC,1,1,C,0,11,0,11,50
WA9FIH,NA,220,1C,IL,2,Six Meter Club of Chicago,1,1,B,0,0,35,35,150
WA9FZB,NA,274,1D,IL,2,Metro ARC,1,1,C,56,0,0,56,50
WA9GQK,NA,450,1D,IL,2,Chicago Suburban Radio Assn.,1,1,C,0,0,200,200,50
WA9IVH,NA,1574,1D,IL,2,North Shore (IL) RC,1,1,C,2,349,10,361,150
WA9KLM,NA,490,1A,WI,2,Douglas Co. Radio Responders,4,1,G,0,0,20,20,450
WA9LKZ,NA,76,1D,IL,2,North Shore (IL) RC,2,1,C,0,5,3,8,50
WA9LT,NA,480,1F,IL,2,Henry Co. EOC,2,1,C,16,2,29,47,350
WA9MQP,NA,118,1D,IL,2,NA,1,1,C,0,17,0,17,50
WA9PND,NA,376,1D,WI,2,Soc. Of Midwest Contesters,1,1,C,0,0,163,163,50
WA9PYH,NA,250,1D,IN,2,NA,1,1,C,50,0,0,50,50
WA9QXY,NA,350,1B1,WPA,2,Skyview Radio Soc.,1,1,C,2,48,0,50,150
WA9TKK,NA,200,1B1B,AZ,5,NA,1,1,B,5,0,0,5,150
WA9WYI,NA,208,1E,WI,2,Wisconsin ARC,1,1,B,13,0,3,16,150
WA9Z,NA,2374,1B1,IA,2,NA,1,1,B,531,0,0,531,250
WAØBJR,NA,3542,1D,MO,2,NA,1,1,C,873,0,0,873,50
WAØD,NA,822,1D,NTX,2,Northeast Tarrant ARC,1,1,C,0,193,0,193,50
WAØE,WØBRC,2370,2F,MO,2,Boonville ARC,7,2,C,130,215,170,515,650
WAØEBZ,NA,826,1D,MN,2,Runestone ARC,1,1,C,0,186,16,202,50
WAØIYY,NA,170,1D,MO,2,St. Louis ARC,1,1,C,30,0,0,30,50
WAØKRL,NA,150,1D,MN,2,South East Metro ARC,1,1,C,0,0,50,50,50
WAØLIF,NA,802,1D,MN,2,Minnesota Wireless Assn.,1,1,C,111,77,0,188,50
WAØLIS,NA,166,1D,IL,2,Egyptian RC,1,1,C,29,0,0,29,50
WAØLJM,NA,262,1D,GA,2,Sun City Peachtree Amateur Radio Group,1,1,C,0,53,0,53,50
WAØMN,NA,9430,2E,MN,5,NA,1,2,B,731,177,0,908,350
WAØOGN,NA,122,2D,OR,2,McMinnville ARC,3,2,C,0,0,36,36,50
WAØSDO,NA,1100,5A,MO,2,Sedalia Pettis AR Klub,21,5,G,0,2,21,23,1050
WAØTJT,NA,1106,1D,MO,2,Platte Co. ARG,1,1,C,0,239,0,239,150
WAØTTS,NA,1660,2A,MO,2,Raytown CERT,23,2,G,0,77,141,218,1070
WAØVPJ,NA,96,1D,MN,2,NA,1,1,C,0,0,23,23,50
WAØWHT,NA,206,1D,VA,2,Eastern Shore ARC,1,1,C,39,0,0,39,50
WAØZOG,NA,146,1D,MO,2,Mid-MO ARC,1,1,C,0,0,48,48,50
WB1CWI,NA,86,1D,EMA,2,Falmouth ARA,1,1,C,0,0,18,18,50
WB1DJU,NA,408,2A,CT,2,Wireless Operators of Winsted/CQ RC,7,2,G,0,0,29,29,350
WB1DMK,NA,858,1B1,CT,2,NA,1,1,B,0,177,0,177,150
WB1GYZ,NA,438,1D,CT,2,Meriden ARC,1,1,C,97,0,0,97,50
WB2AIV,NA,58,1D,WNY,2,Niagara Frontier Radiosport,1,1,C,2,0,0,2,50
WB2ALJ,NA,110,1E,SNJ,2,Ocean Co. ARES,1,1,B,0,14,2,16,50
WB2AOZ,NA,456,1D,NTX,2,NA,1,1,C,0,100,3,103,50
