call,gota_call,score,category,section,pwr_mult,club_name,participants,xmtrs,power_source,total_cw_qs_os,total_digital_qs_os,total_phone_qs_os,total_qs_os,bonus_points
W6JWP,NA,286,1E,SB,2,Simi Settlers ARC,1,1,B,0,0,68,68,150
W6KA,NA,1140,1B1B,LAX,5,Pasadena RC,1,1,B,87,0,24,111,150
W6KME,NA,238,1C,SB,2,Conejo Valley ARC,1,1,S,0,0,44,44,150
W6KRK,NA,208,1E,SCV,2,San Benito County ARA,1,1,B,0,0,29,29,150
W6KYF,NA,182,1E,SCV,2,NA,1,1,B,8,0,0,8,150
W6LDB,NA,186,1E,SJV,2,TCARES,1,1,B,0,0,18,18,150
W6LPW,NA,168,1D,SCV,2,Monkey Lover's Radio Consortium,1,1,C,0,0,59,59,50
W6LSU,NA,156,1D,SJV,2,Mountain ARC (CA),1,1,C,0,0,53,53,50
W6LZJ,NA,460,1E,SF,5,Sonoma County Radio Amateurs,1,1,B,0,0,22,22,350
W6MEW,NA,608,1D,EB,2,Mount Diablo ARC,1,1,C,0,139,1,140,50
W6MJS,NA,176,1E,UT,2,NA,1,1,G,0,0,13,13,150
W6ML,NA,1232,1D,SJV,1,San Andreas Field Day Survivors,1,1,C,410,0,362,772,50
W6MOU,NA,154,1D,SCV,2,San Mateo RC,1,1,C,0,0,52,52,50
W6MRR,NA,902,1D,EB,2,East Bay ARC,1,1,C,0,188,0,188,150
W6MSU,NA,670,1E,SJV,5,Lodi ARC,1,1,S,30,0,0,30,370
W6MZ,NA,730,1E,SDG,5,NA,1,1,B,38,0,0,38,350
W6NCB,NA,3700,1E,SJV,5,NA,1,1,B,48,304,6,358,150
W6NCS,NA,382,1E,SCV,2,SC4ARC,16,1,B,0,0,16,16,350
W6NCT,NA,198,1D,SB,2,Ventura County ARS,1,1,C,0,0,74,74,50
W6NEV,NA,550,1D,SCV,2,Palo Alto ARA,1,1,C,0,125,0,125,50
W6NIF,NA,630,1D,SJV,2,Fresno ARC,1,1,C,0,145,0,145,50
W6NKR,NA,330,1D,SV,2,Samuel F Morse ARC,1,1,C,70,0,0,70,50
W6NKU,NA,250,1D,ORG,2,Orange County (CA) ARC,1,1,C,50,0,0,50,50
W6NN,NA,2074,1D,SCV,1,Monkey Lover's Radio Consortium,1,1,C,1012,0,0,1012,50
W6NS,NA,354,1D,SB,2,NA,1,1,C,21,55,0,76,50
W6NYK,NA,2032,3A,NV,2,Pahrump Amateur Radio Repeater Assn,39,3,G,1,74,41,116,1650
W6OAT,NA,2010,1D,WWA,1,Kitsap County DX Club,1,1,C,600,380,0,980,50
W6OFD,NA,65,1B1B,EB,5,Oakland Radio Communication Assn,1,1,B,0,0,3,3,50
W6OLA,NA,132,1D,EWA,2,NA,1,1,C,0,13,15,28,50
W6OPQ,NA,260,1D,SCV,1,JANET Club,1,1,C,0,105,0,105,50
W6PRC,NA,1154,3A,ORG,2,San Gorgonio Pass Amateur Club,22,3,G,0,0,132,132,890
W6PZA,NA,566,1E,OR,2,NA,1,1,B,14,30,20,64,350
W6QN,NA,592,1E,ORG,2,Irvine Disaster EmComms,1,1,B,81,4,1,86,250
W6R,W6LKF,1684,2A,SCV,1,Paso Robles ARC,20,2,G,272,35,60,367,1010
W6RC,NA,446,1D,SV,1,El Dorado County ARC,1,1,C,116,81,2,199,50
W6REK,NA,300,1A,SCV,2,Foothills ARS (CA),3,1,B,0,0,25,25,250
W6RH,NA,1140,2E,SB,2,Conejo Valley ARC,1,2,B,0,180,35,215,350
W6RHY,NA,432,1D,WWA,2,Radio Club of Tacoma,2,1,C,0,0,191,191,50
W6RKC,NA,180,1E,SV,2,NA,1,1,G,32,0,1,33,50
W6RO,NA,790,1A,LAX,2,Associated Radio Amateurs of Long Beach,11,1,G,0,4,32,36,710
W6RQ,NA,338,1D,SCV,2,VMware ARC,1,1,C,0,62,20,82,50
W6RR,NA,446,1D,SB,1,Paso Robles ARC,1,1,C,198,0,0,198,50
W6RSS,NA,1810,2B2B,EB,5,Benicia ARC,2,2,B,0,99,14,113,750
W6SC,NA,306,1D,SCV,1,Garlic Valley ARC,1,1,C,128,0,0,128,50
W6SD,NA,764,2A,LAX,2,San Fernando Valley ARC,4,2,B,0,0,107,107,550
W6SDM,NA,1488,1E,AZ,2,NA,1,1,G,285,0,99,384,150
W6SF,NA,2852,7A,SJV,2,Stockton-Delta ARC,25,7,B,82,247,133,462,1270
W6SFI,NA,588,1E,EB,2,South Bay ARA,1,1,B,90,0,39,129,150
W6SFM,NA,1788,1A,SV,2,Samuel F Morse ARC,13,1,G,222,0,0,222,900
W6SIY,NA,1110,1E,SJV,5,Zuni Loop MEF,1,1,B,96,0,0,96,150
W6SMF,NA,130,1D,SDG,2,NA,1,1,C,20,0,0,20,50
W6SW,NA,537,1D,LAX,1,San Andreas Field Day Survivors,1,1,C,0,0,387,387,150
W6SX,NA,664,1D,SJV,1,Eastside Contest Group,1,1,C,301,6,0,307,50
W6TJ,NA,1028,3A,ORG,2,Riverside County ARA,11,3,B,0,6,127,133,750
W6TLA,NA,134,1D,SJV,2,Sierra ARC of the High Mojave,2,1,C,0,21,0,21,50
W6TOP,NA,190,1D,LAX,2,Topanga Disaster Radio Team,1,1,C,0,10,0,10,150
W6TRF,NA,196,1E,SCV,2,BayNet,1,1,B,0,0,23,23,150
W6TRW,NA,898,1D,LAX,2,W6TRW ARC,1,1,C,0,205,14,219,50
W6TST,NA,1258,1E,SCV,2,San Benito County ARA,2,1,B,1,159,14,174,590
W6TYD,NA,196,1C,EB,2,South Bay ARA,1,1,B,0,0,23,23,150
W6UB,NA,1882,1D,TN,2,Smoky Mountain ARC,1,1,C,458,0,0,458,50
W6UGA,NA,102,1D,LAX,2,NA,1,1,C,0,0,26,26,50
W6UHQ,NA,626,1D,SV,2,FARCE,1,1,C,0,113,2,115,170
W6ULI,NA,494,2A,ORG,2,Fullerton RC,5,2,G,0,0,22,22,450
W6UQ,NA,1420,1D,SCV,2,San Mateo RC,1,1,C,306,0,73,379,50
W6US,NA,966,1D,NV,2,Sierra Nevada ARS,1,1,C,0,204,0,204,150
W6VG,NA,1112,1E,SCV,2,SC4ARC,16,1,G,0,46,29,75,870
W6VJT,NA,442,1E,NM,2,Messila Valley RC,1,1,B,0,0,96,96,250
W6VO,NA,192,2F,EB,2,Alameda County Sheriff's Communications Team,5,2,C,0,0,71,71,50
W6VOM,NA,192,2F,EB,2,Alameda County Sheriff's Communications Team,5,2,C,0,0,71,71,50
W6VP,NA,702,1D,SV,2,Sierra Foothills ARC,1,1,C,0,163,0,163,50
W6VVR,NA,2162,10A,EB,2,Vaca Valley RC,43,10,G,6,43,108,157,1750
W6WDS,NA,614,1E,ORG,2,Lee DeForest ARC,1,1,B,0,64,4,68,350
W6WDY,NA,60,1D,LAX,2,San Fernando Valley ARC,1,1,C,0,0,5,5,50
W6WF,NA,422,1E,SCV,2,REDXA/MARS,1,1,G,0,4,128,132,150
W6WG,NA,936,1D,SJV,2,Orange County (CA) ARC,1,1,C,212,0,19,231,50
W6WKB,NA,54,1E,SCV,2,San Benito County ARA,1,1,B,0,0,2,2,50
W6WN,NA,254,1E,SV,2,El Dorado County ARC,1,1,B,0,0,52,52,150
W6WPT,NA,886,3A,SJV,2,West Point Fire CERT,4,3,B,0,48,72,120,550
W6WU,NA,1436,2B2,MDC,2,Straight Key Century Club,2,2,G,264,0,65,329,250
W6XU,NA,2042,1D,SF,2,REDXA/MARS,1,1,C,459,37,4,500,50
W6XW,NA,80,1D,AZ,2,Stanford ARC,1,1,C,0,0,15,15,50
W6YOY,NA,234,1D,SCV,2,Paso Robles ARC,1,1,C,46,0,0,46,50
W6YTG,NA,382,1D,MDC,2,Northeast Maryland Amateur Radio Contest Soc,1,1,C,0,83,0,83,50
W6YUE,NA,762,2B2,ORG,2,Sierra Foothills ARC,2,2,B,0,0,156,156,450
W6YV,NA,884,2A,LAX,2,University of Southern California ARC,3,2,B,31,0,155,186,450
W6YX,NA,11246,2F,SCV,2,Stanford ARC,6,2,G,2143,1,1110,3254,450
W6ZE,NA,214,1D,ORG,2,Orange County (CA) ARC,1,1,C,0,0,82,82,50
W6ZQ,NA,482,1D,ORG,1,Orange County (CA) ARC,1,1,C,0,216,0,216,50
W7AB,NA,100,1D,NV,2,Comstock ARA,4,1,C,0,0,25,25,50
W7ABF,NA,76,1D,WWA,1,Radio Amateurs of Skagit County,1,1,C,0,0,26,26,50
W7AIA,NA,1956,2A,WWA,2,Clark County (WA) ARC,12,2,G,71,28,255,354,1050
W7ALS,NA,102,1D,GA,2,Gwinnett ARS,1,1,C,0,0,26,26,50
W7AMC,NA,172,1B1,NV,2,NA,1,1,B,0,0,11,11,150
W7AQ,NA,776,3D,EWA,2,Yakima ARC,9,3,C,65,58,67,190,150
W7BCW,NA,326,1D,WWA,1,Sky Valley ARC,2,1,C,52,0,72,124,150
W7BG,NA,194,1D,UT,2,Utah Valley ARC,1,1,C,0,0,72,72,50
W7BI,NA,919,2A,WWA,1,Issaquah ARC,3,2,G,0,164,141,305,450
W7BID,NA,380,1B1,ID,2,Bonner Co. ARES,1,1,B,0,0,115,115,150
W7BRR,NA,96,1D,WWA,2,Olympia ARS,1,1,C,0,0,23,23,50
W7BV,NA,490,1D,AZ,2,Oro Valley ARC,1,1,C,110,0,0,110,50
W7CD,NA,2954,1D,WWA,2,Kitsap County DX Club,1,1,C,62,589,0,651,350
W7CGA,NA,814,1C,NE,2,NA,1,1,G,141,0,0,141,250
W7CHE,NA,198,1B1,WWA,2,Clark County (WA) ARC,1,1,B,0,0,24,24,150
W7CJH,NA,240,1B1,WI,2,NA,1,1,B,0,0,45,45,150
W7CL,NA,570,1D,AZ,1,Verde Valley ARA,1,1,C,0,0,520,520,50
W7CLU,NA,700,3AB,OR,5,Terrain Gain Gang,3,3,B,0,0,50,50,450
W7CO,NA,236,1D,OR,1,Columbia (OR) ARA,1,1,C,36,0,114,150,50
W7COA,NA,454,1E,WWA,2,Island County ARC,2,1,G,0,51,0,51,250
W7DBA,NA,280,1E,UT,2,NA,1,1,B,0,0,65,65,150
W7DBE,NA,140,1D,NV,2,Sierra Nevada ARS,1,1,C,0,22,1,23,50
W7DDE,NA,558,1E,OR,2,NA,1,1,B,0,102,0,102,150
W7DFO,NA,880,1E,WWA,5,Highline ARC,1,1,B,41,21,2,64,250
W7DK,NA,894,1D,WWA,2,Radio Club of Tacoma,5,1,C,68,89,58,215,150
W7DM,NA,664,1A,EWA,2,Radio Club of Redmond,4,1,G,26,6,123,155,290
W7DP,NA,162,1D,EWA,2,Walla Walla Valley ARC,2,1,C,0,0,56,56,50
W7DRW,NA,1002,1D,AZ,2,Kachina ARC,1,1,C,0,238,0,238,50
W7DTV,NA,846,2AC,OR,2,Skyline Tower ARC,5,2,C,0,141,66,207,150
W7EK,NA,842,1A,WWA,2,Cascade RC,10,1,B,0,96,4,100,450
W7ERY,NA,455,1C,WWA,5,Wahkiakum County ARC,1,1,B,0,17,7,24,250
W7FD,NA,137,1D,NV,1,Comstock ARA,4,1,C,0,0,87,87,50
W7FKI,NA,914,1D,TN,2,Smoky Mountain ARC,1,1,C,216,0,0,216,50
W7FLY,NA,1276,1D,WWA,2,Boeing Employees Amateur Radio Operators North Soc,1,1,C,258,0,47,305,150
W7FS,NA,1710,1B1B,OR,5,NA,1,1,B,0,0,312,312,150
W7GB,NA,2082,1E,EWA,2,NA,1,1,B,433,0,0,433,350
W7GDK,NA,474,1D,AZ,2,NA,1,1,C,0,106,0,106,50
W7GE,NA,465,1E,WWA,5,NA,1,1,B,26,4,3,33,150
W7GF,NA,406,1E,OR,2,NA,1,1,B,64,0,0,64,150
W7GKF,NA,790,1D,WWA,2,Cascade RC,1,1,C,185,0,0,185,50
W7GRA,NA,2878,7A,OR,2,Grande Ronde Radio Amateurs Assn,7,7,G,126,117,318,561,1270
W7HD,NA,420,1E,AZ,5,Oro Valley ARC,1,1,B,0,37,0,37,50
W7HDF,NA,258,1E,OR,2,Hoodview ARC,1,1,G,0,0,54,54,150
W7HJL,NA,892,1D,EWA,2,Walla Walla Valley ARC,1,1,C,198,0,0,198,100
W7HMT,NA,400,1B1B,EWA,5,NA,1,1,B,0,0,10,10,350
W7HRF,NA,310,1E,ID,2,NA,1,1,B,0,0,30,30,250
W7ICS,NA,268,1E,OR,2,McMinnville ARC,1,1,B,0,0,9,9,250
W7ID,NA,172,1D,ID,1,NA,1,1,C,61,0,0,61,50
W7IEQ,NA,914,1D,WWA,2,Jefferson County (WA) ARC,1,1,C,0,216,0,216,50
W7IGC,NA,102,1D,MDC,2,Northeast Maryland Amateur Radio Contest Soc,1,1,C,12,0,2,14,50
W7II,NA,1916,1E,IA,2,Radio Farm,1,1,G,185,231,1,417,250
W7IJP,NA,84,1B1,EWA,2,NA,1,1,B,0,0,17,17,50
W7IME,NA,2520,3AB,WWA,5,Terrain Gain Gang,3,3,B,0,197,0,197,550
W7INF,NA,98,1D,WWA,2,Palouse Hills ARC,1,1,C,12,0,0,12,50
W7INK,NA,90,1D,WWA,2,Auburn Area Emergency Communications Team,1,1,C,0,0,20,20,50
W7IO,NA,1522,2A,AZ,2,Arizona ARC,10,2,G,189,0,58,247,650
W7ISE,NA,260,1E,OR,2,McMinnville ARC,1,1,B,0,0,55,55,150
W7ITL,NA,254,1D,WWA,2,West Seattle ARC,1,1,C,0,47,8,55,50
W7IVM,NA,1122,4A,UT,2,Bridgerland ARC,20,4,G,1,0,284,285,550
W7JHR,NA,106,1D,OR,2,Central Oregon DX Club,1,1,C,0,14,0,14,50
W7JJQ,NA,76,1D,AZ,2,Oro Valley ARC,1,1,C,0,0,13,13,50
W7JMM,NA,486,1D,OR,2,Long Island CW Club,1,1,C,54,29,2,85,150
W7JPF,NA,84,1D,OR,2,NA,1,1,C,0,0,17,17,50
W7JSD,NA,82,1D,AZ,2,PODXS 070,1,1,C,0,8,0,8,50
W7JSS,NA,334,1E,OR,2,NA,1,1,B,0,46,0,46,150
W7JZE,NA,340,1C,AZ,2,NA,2,1,G,2,0,41,43,250
W7KRF,NA,382,1B1,ORG,2,Bishop ARC,1,1,B,0,0,16,16,350
W7KRS,NA,550,1D,WWA,2,NA,1,1,C,109,16,0,125,50
W7KYG,NA,672,2D,NTX,2,Irving ARC,2,2,C,0,45,46,91,400
W7LAW,NA,208,1E,OR,2,McMinnville ARC,1,1,B,0,0,29,29,150
W7LD,NA,2462,1D,WWA,2,Jefferson County (WA) ARC,1,1,C,0,603,0,603,50
W7LEV,NA,1162,1D,CO,2,Montrose ARC,1,1,C,0,278,0,278,50
W7LG,NA,732,1D,WPA,2,NA,3,1,C,129,0,33,162,150
W7LKG,NA,1406,1D,WWA,2,Radio Club of Tacoma,1,1,C,339,0,0,339,50
W7LRP,NA,448,1B2,UT,2,NA,2,1,G,25,0,49,74,250
W7LT,NA,4115,4AB,OR,5,Portland ARC,12,4,B,260,25,103,388,750
W7LUX,NA,310,1E,AZ,2,Coconino ARC,40,1,G,0,29,22,51,150
W7MIN,NA,388,1E,AZ,2,Eastern Arizona ARS,1,1,B,0,29,6,35,260
W7MRF,NA,3142,4A,AZ,2,Arizona Outlaws Contest Club,7,4,G,500,0,296,796,550
W7NN,NA,1050,1D,WWA,1,Olympia ARS,1,1,C,0,0,1000,1000,50
W7NPC,NA,382,2A,WWA,2,Bainbridge Island ARC,5,2,B,0,0,16,16,350
W7OWO,NA,518,1E,OR,2,McMinnville ARC,1,1,G,0,67,0,67,250
W7PIG,NA,3836,3A,WWA,2,Stanwood Camano ARC,25,3,G,0,491,211,702,1450
W7PL,NA,406,1D,OR,2,NA,1,1,C,0,70,38,108,50
W7PLC,NA,216,1E,WWA,2,Olympia ARS,1,1,B,0,8,7,15,170
W7POE,NA,1188,1E,WWA,2,Highline ARC,1,1,B,208,0,3,211,350
W7PQ,NA,280,1B1B,UT,5,Utah ARC,1,1,B,13,0,0,13,150
W7PT,NA,774,1D,WWA,2,Jefferson County (WA) ARC,1,1,C,0,181,0,181,50
W7PU,NA,502,1D,WWA,1,All ARC,1,1,C,0,76,0,76,350
W7PX,NA,6676,2A,MT,2,Hellgate ARC,4,2,G,1144,0,1025,2169,50
W7Q,NA,384,1A,OR,2,Hoodview ARC,3,1,G,0,0,67,67,250
W7QDM,NA,306,1D,ID,2,NA,1,1,C,0,64,0,64,50
W7QH,NA,330,1E,OR,2,NA,1,1,B,28,0,34,62,150
W7RCH,NA,3062,1F,UT,2,Cottonwood Heights ARC,21,1,O,24,378,2,404,1450
W7RCS,NA,182,1D,WWA,2,NA,1,1,C,0,29,8,37,50
W7RH,NA,82,1D,NV,2,Arizona Outlaws Contest Club,1,1,C,8,0,0,8,50
W7RIS,NA,194,1D,OR,1,Peak Radio Assn,1,1,C,0,0,144,144,50
W7RPK,NA,61,1D,OR,1,McMinnville ARC,1,1,C,0,0,11,11,50
W7RT,NA,280,1E,AZ,2,NA,1,1,B,0,0,40,40,200
W7RTM,NA,224,1E,OR,2,Peak Radio Assn,1,1,G,0,0,37,37,150
W7RY,NA,210,1D,MO,2,Kansas City Contest Club,1,1,C,40,0,0,40,50
W7SA,NA,162,1D,AZ,2,Catalina RC,1,1,C,0,0,56,56,50
W7SAA,NA,108,1A,OR,2,Salem ARC,4,1,B,0,0,29,29,50
W7SAY,NA,52,1D,WWA,2,Jefferson County (WA) ARC,1,1,C,0,0,1,1,50
W7SAZ,NA,838,1A,AZ,2,NA,5,1,B,0,0,194,194,450
W7SCY,NA,218,1E,OR,2,Central Oregon DX Club,1,1,B,1,0,32,33,150
W7SDC,NA,474,1D,UT,2,NA,1,1,C,0,106,0,106,50
W7SLA,NA,312,1AC,OR,2,South Lane Amateur Radio Assn,3,1,C,0,0,71,71,170
W7SLM,NA,192,1E,WWA,2,San Juan County ARS,1,1,B,0,0,21,21,150
W7SLS,NA,58,1D,WWA,1,NA,1,1,C,0,4,0,4,50
W7SST,NA,1062,1D,STX,2,NA,1,1,C,253,0,0,253,50
W7SU,NA,724,2A,UT,2,Ogden ARC,26,2,G,0,0,227,227,270
W7SUA,NA,186,1D,AZ,2,Yavapai ARC,1,1,C,0,34,0,34,50
W7TAD,NA,166,1D,NFL,2,San Mateo RC,1,1,C,0,4,0,4,150
W7TAO,NA,372,1D,WWA,2,Radio Amateurs of Skagit County,1,1,C,73,0,15,88,50
W7TCT,NA,84,1B1,EWA,2,NA,1,1,B,0,0,17,17,50
W7TID,NA,2272,2E,ID,2,Central Idaho ARC,2,2,G,0,368,75,443,650
W7TKE,NA,520,1B2,MT,2,NA,2,1,B,0,0,35,35,450
W7TRA,NA,270,1D,AZ,2,Oro Valley  ARC,1,1,C,0,55,0,55,50
W7TST,NA,652,1D,WWA,1,Stanwood Camano ARC,1,1,C,0,301,0,301,50
W7TUE,NA,85,1D,AZ,1,NA,1,1,C,0,0,35,35,50
W7TVC,NA,598,2D,OR,2,Oregon Tualatin Valley ARC,3,2,C,0,69,86,155,150
W7U,NA,596,3B2,AZ,2,Friends of Amateur Radio Group,2,3,B,0,0,23,23,550
W7UM,NA,4680,2B2B,WY,5,Boulder ARC,2,2,B,413,0,0,413,550
W7UT,NA,3990,1D,SD,2,Huron ARA,1,1,C,985,0,0,985,50
W7UUU,NA,252,1D,WWA,2,Radio Club of Tacoma,1,1,C,24,0,3,27,150
W7VA,NA,234,1D,OR,2,NA,1,1,C,0,0,92,92,50
W7VD,NA,512,1D,NV,2,Sierra Nevada ARS,1,1,C,29,83,7,119,50
W7VHM,NA,498,1D,OR,2,Central Oregon DX Club,1,1,C,0,112,0,112,50
W7VJ,NA,951,1D,WWA,1,NA,1,1,C,0,0,901,901,50
W7VOA,NA,542,1D,VA,2,Alexandria RC,1,1,C,94,0,58,152,50
W7VQ,NA,568,1E,UT,2,Davis County ARC,1,1,B,66,22,33,121,150
W7VW,KB7GAB,1620,5A,OR,2,Klamath Basin ARA,20,5,G,133,14,41,188,950
W7VXS,NA,1358,1E,WWA,2,Boeing Employees ARS,1,1,G,234,43,0,277,250
W7VY,NA,406,1D,NV,2,Comstock ARA,1,1,C,0,0,178,178,50
W7W,NA,2194,1B2,AZ,2,Arizona Outlaws Contest Club,2,1,B,445,41,0,486,250
W7WEB,NA,202,1E,EB,2,Oakland Radio Communication Assn,1,1,B,0,0,26,26,150
W7WEC,NA,244,1D,WWA,2,Clallam County ARC,1,1,C,0,0,97,97,50
W7WHW,NA,450,1D,EWA,2,NA,1,1,C,0,100,0,100,50
W7WIT,NA,2270,2A,EWA,2,Whidbey Island Trailblazers,4,2,G,247,12,342,601,550
W7WOW,NA,408,1D,NV,2,NA,1,1,C,50,0,79,129,50
W7WVF,NA,372,1B1,OR,2,NA,1,1,B,0,0,11,11,350
W7WWU,NA,1638,2A,WWA,2,Whatcom County ARES,15,2,G,307,0,80,387,250
W7XU,NA,690,1B1,SD,2,Prairie Dog ARC,1,1,G,101,25,18,144,150
W7XZ,NA,654,1E,SV,2,Oroville ARS,1,1,G,126,0,0,126,150
W7YAQ,NA,4218,1E,OR,2,Central Oregon DX Club,1,1,G,898,94,0,992,250
W7YED,NA,892,2B2,WWA,2,Microhams ARC,2,2,G,0,53,105,158,470
W7YG,NA,104,1D,WCF,2,NA,1,1,C,0,0,27,27,50
W7YY,NA,410,1D,CT,2,Waterbury ARC,1,1,C,0,0,180,180,50
W7ZCU,NA,344,1E,NTX,2,DFW Contest Group,1,1,B,0,21,55,76,150
W7ZZX,NA,76,1D,OR,2,Lake Oswego ARC,1,1,C,0,0,13,13,50
W8AG,NA,120,1E,MI,2,Catalpa ARS,1,1,B,0,0,35,35,50
W8AGS,NA,168,1D,OH,2,CRES ARC,1,1,C,29,0,1,30,50
W8AHC,NA,282,1D,OH,2,Portage County Amateur Radio Service,1,1,C,0,58,0,58,50
W8AJF,NA,420,1B2,OH,2,NOARS,2,1,B,0,0,135,135,150
W8AJT,NA,974,2A,OH,2,Hamilton (OH) ARC,7,2,G,0,0,212,212,550
W8AKR,NA,1734,1B2,OH,2,Cuyahoga Falls ARC,2,1,B,0,396,0,396,150
W8AL,NX8J,3240,2A,OH,2,Canton ARC,25,2,G,492,46,109,647,870
W8ANG,NA,292,1D,GA,2,Glynn ARA,3,1,C,0,0,61,61,170
W8APP,NA,476,2E,MI,2,NA,2,2,G,0,7,89,96,270
W8ASA,NA,2138,1D,OH,2,Bellbrook ARC,1,1,C,522,0,0,522,50
W8AU,W8NP,3868,2A,OH,2,Massillon ARC,35,2,G,527,0,305,832,1150
W8AW,NA,132,1D,OK,2,NA,1,1,C,0,0,41,41,50
W8AWE,NA,1754,1B2,MI,2,Gratiot Co. Old Timers,2,1,G,396,0,10,406,150
W8BAP,NA,870,3AC,OH,2,Scioto Valley ARC,11,3,C,0,123,64,187,250
W8BDE,NA,180,1D,OH,2,Cuyahoga Falls ARC,1,1,C,0,0,65,65,50
W8BFX,NA,150,1D,WWA,2,NA,1,1,C,0,0,50,50,50
W8BLR,NA,246,1E,MDC,2,Carroll County MD ARC,1,1,B,0,24,0,24,150
W8BR,NA,312,1E,OH,2,Newark Ohio ARA,1,1,G,0,0,81,81,150
W8BUD,NA,1160,1B1B,MI,5,NA,1,1,B,101,0,0,101,150
W8BXG,NA,902,1E,OH,2,Bearcat DX Club,1,1,G,0,0,326,326,250
W8C,NA,1008,4A,OH,2,Wood County ARC,8,4,G,82,0,65,147,550
W8CCA,NA,695,1E,OH,5,Coshocton County ARA,1,1,B,0,26,1,27,430
W8CCE,NA,553,3F,MI,1,Charlevoix/Cheboygan/Emmet Co Pub Srvc Comms Org,7,3,C,49,0,105,154,350
W8DC,NA,2804,2A,MI,2,Grand Rapids ARA,10,2,G,0,319,339,658,850
W8DCF,NA,192,1D,LA,2,Preble ARA,1,1,C,0,31,9,40,50
W8DF,NA,2034,4A,MI,2,Southern MI ARS,34,4,G,0,108,276,384,1050
W8DIS,NA,142,1D,OH,2,Cuyahoga Falls ARC,1,1,C,0,23,0,23,50
W8DLB,NA,376,1D,OH,2,Intercity ARC,1,1,C,0,0,113,113,150
W8DOW,NA,286,1D,MI,2,Garden City ARC,1,1,C,0,0,118,118,50
W8DPK,NA,1126,1E,OH,2,Madison County (OH) ARC,1,1,G,0,186,66,252,250
W8DSI,NA,478,1D,NC,2,NA,1,1,C,0,107,0,107,50
W8DUQ,NA,276,1D,WV,2,Tri-State ARA,1,1,C,0,0,13,13,250
W8DW,NA,1350,1B1,MI,2,Saginaw Valley ARA,1,1,G,297,0,6,303,150
W8DYY,NA,754,1D,OH,2,Mound ARA,8,1,C,0,0,302,302,150
W8EDU,NA,7986,1A,OH,2,Case ARC,3,1,G,1638,71,0,1709,1150
W8EH,NA,2466,1E,OH,2,Dial RC of Middletown,1,1,B,348,85,42,475,650
W8ELI,NA,150,1D,OH,2,Dial RC of Middletown,1,1,C,25,0,0,25,50
W8EMD,NA,1050,1D,NC,2,Franklin County (NC) ARC,1,1,C,0,250,0,250,50
W8EO,NA,802,1D,MI,2,Central Michigan ARC,1,1,C,187,1,0,188,50
W8ERD,NA,2586,1D,OH,2,Delaware ARA,1,1,C,609,0,0,609,150
W8EWH,NA,940,1B1B,MI,5,QRP ARC International,1,1,B,69,0,0,69,250
W8EZT,NA,272,1E,OH,2,Cuyahoga Falls ARC,1,1,G,0,0,61,61,150
W8FFF,NA,152,1D,MI,2,South Lyon Area ARC,2,1,C,0,0,51,51,50
W8FHF,NA,534,1D,OH,2,Cambridge ARA,2,1,C,50,46,50,146,50
W8FJ,NA,1016,1D,EPA,1,Frankford RC,1,1,C,483,0,0,483,50
W8FN,NA,2678,1D,NC,2,DFW Contest Group,1,1,C,657,0,0,657,50
W8FSA,NA,178,1D,MI,2,Arrow Communications Assn,1,1,C,0,0,64,64,50
W8FT,NA,1244,4A,OH,2,Findlay RC,5,4,G,0,50,272,322,500
W8FUN,NA,146,1D,MI,2,NA,1,1,C,8,0,32,40,50
W8FWY,NA,570,1B1,OH,2,NA,1,1,B,80,0,0,80,250
W8FY,NA,4850,4F,OH,2,Van Wert ARC,17,4,G,282,98,1080,1460,1170
W8GEX,NA,450,1D,OH,1,Butler County (OH) ARA,1,1,C,0,200,0,200,50
W8GMF,NA,204,1D,OH,2,Wayne ARC,1,1,C,0,29,19,48,50
W8GMK,NA,304,1D,OH,2,Union County (OH) ARC,1,1,C,0,0,127,127,50
W8GSR,NA,140,1D,OH,2,Toledo Mobile Radio Assn,1,1,C,0,0,30,30,80
W8HAP,NA,2040,1B1B,ME,5,Ellsworth Amateur Wireless Assn,1,1,B,179,0,0,179,250
W8HH,NA,790,1D,OH,2,Marietta ARC,1,1,C,160,0,0,160,150
W8HHF,NA,212,1E,OH,2,Toledo Mobile Radio Assn,13,1,B,0,0,81,81,50
W8HP,NA,2256,1D,MI,2,Hazel Park ARC,1,1,C,319,97,171,587,250
W8HW,NA,5180,1E,SFL,5,NA,1,1,B,289,224,0,513,50
W8HY,NA,130,1D,WV,2,Black Diamond ARC,1,1,C,0,0,40,40,50
W8IDW,NA,176,1D,WV,2,Parkersburg Amateur Radio Klub,1,1,C,0,0,13,13,150
W8IIE,NA,58,1D,MI,2,Monroe County Radio Communications Assn,1,1,C,0,0,4,4,50
W8IQ,NA,1208,1D,OH,2,Straight Key Century Club,1,1,C,302,0,0,302,0
W8ISH,NA,606,1D,IN,2,Mid-State ARC,1,1,C,0,114,0,114,150
W8ISZ,NA,962,1D,OH,2,Dial RC of Middletown,1,1,C,0,138,130,268,150
W8IW,NA,886,1D,WV,2,Kanawha ARC,1,1,C,0,209,0,209,50
W8IWD,NA,245,1B1B,OH,5,Mahoning Valley ARA,1,1,B,0,0,19,19,150
W8JH,NA,1660,1E,OH,5,NA,1,1,B,151,0,0,151,150
