call,gota_call,final_score,qst_class_plus,section,power_multiplier,club_name,number_of_participants,number_of_transmitters,power_source,total_cw_qs_os,total_digital_qs_os,total_phone_qs_os,total_qsos,bonus_points
KG5GSI,NA,82,1D,NTX,2,NA,1,1,C,0,0,16,16,50
KG5HKK,AG5AB,1640,2A,MS,2,Marion Co. Ham RC,15,2,G,0,0,145,145,1350
KG5HVO,NA,4338,2D,AL,2,NA,1,2,C,871,1,390,1262,70
KG5IXI,NA,600,2E,NM,2,NA,2,2,G,30,0,65,95,350
KG6CUK,NA,280,1EB,LAX,5,NA,1,1,B,0,0,26,26,150
KG6WIK,NA,178,1C,SB,2,NA,1,1,C,0,0,64,64,50
KG7DAB,NA,144,1D,WWA,2,NA,1,1,C,0,0,47,47,50
KG7FDK,NA,155,1B1B,EWA,5,NA,1,1,B,0,0,1,1,150
KG7HTE,NA,322,1B1,OR,2,NA,1,1,B,0,0,36,36,250
KG7OKY,NA,616,1B2,NV,2,NA,2,1,B,0,0,33,33,550
KG7PR,NA,1246,1A,WWA,2,Point Roberts ARC,5,1,B,36,0,101,137,900
KG7VUI,NA,296,1B2,SV,2,NA,2,1,G,0,0,98,98,100
KG7YBY,NA,368,1B1,ID,2,NA,1,1,B,0,0,59,59,250
KG8IU,NA,28,1D,OH,2,NA,1,1,C,0,0,14,14,0
KG8YT,NA,650,1B2B,MI,5,NA,2,1,B,50,0,0,50,150
KGØEW,NA,892,1B1,CO,2,NA,1,1,B,200,0,21,221,50
KH6CE,NA,1047,1A,PAC,1,NA,83,1,G,0,0,497,497,550
KH6DH,NA,170,1E,PAC,2,NA,1,1,B,0,0,10,10,150
KH6RS,NA,4637,3A,PAC,1,Maui ARC,50,3,G,951,231,1163,2345,1110
KH7X,NA,5214,1E,AZ,2,NA,1,1,G,1266,0,0,1266,150
KI4CJT,NA,514,1B1,KY,2,NA,1,1,B,9,3,108,120,250
KI4DHW,NA,140,1E,VA,1,NA,1,1,B,0,0,90,90,50
KI4ENS,NA,186,1E,KY,2,NA,1,1,B,0,0,18,18,150
KI4FH,NA,134,1D,WCF,2,NA,1,1,C,21,0,0,21,50
KI4IO (+KC4GIA),NA,3110,1B2B,VA,5,NA,2,1,B,301,0,0,301,100
KI4ITI,NA,1470,2A,AL,2,Team KI4ITI,3,2,B,0,98,304,402,470
KI4KKB,NA,40,1D,SC,2,NA,1,1,C,0,0,20,20,0
KI4OXD,NA,154,1D,NFL,2,NA,1,1,C,0,26,0,26,50
KI5EE,NA,1646,2A,LA,2,South Lake Charles Ham Grp,4,2,B,47,20,364,431,650
KI5FJ,NA,264,1E,VA,2,NA,2,1,G,0,0,32,32,200
KI5LR,NA,554,1D,STX,2,NA,1,1,C,126,0,0,126,50
KI6LGW,NA,602,2A,SF,2,NA,4,2,G,0,3,20,23,550
KI6NAZ,NA,224,1B1,LAX,2,NA,1,1,B,0,0,37,37,150
KI6SCT,NA,142,1D,SCV,2,NA,1,1,C,0,0,46,46,50
KI6TPX,NA,445,1B1B,LAX,5,NA,1,1,B,0,0,39,39,250
KI6WIR,NA,74,1D,LAX,2,NA,1,1,C,0,0,12,12,50
KI7AAY,NA,332,1D,WWA,2,NA,1,1,C,0,0,141,141,50
KI7DNO,NA,72,1D,UT,2,NA,1,1,C,0,0,1,1,70
KI7ELQ,NA,98,1D,WWA,2,NA,1,1,C,0,12,0,12,50
KI7FQT,NA,56,1D,AZ,2,NA,1,1,C,0,0,3,3,50
KI7IOC,NA,340,1B1B,EWA,5,NA,1,1,B,0,4,50,54,50
KI7OHH,NA,460,3A,WWA,2,Am Red Cross Snohomish Co. EOV,8,3,G,0,0,5,5,450
KI8R,NA,1930,1A,OH,2,The Three Amigos,8,1,G,197,0,196,393,750
KIØCT,NA,120,1D,MO,2,NA,1,1,C,0,0,35,35,50
KIØHA,NA,54,1D,MO,2,NA,1,1,C,0,0,2,2,50
KJ4CEG,NA,186,1E,SC,2,NA,1,1,B,0,0,18,18,150
KJ4LQX,NA,105,1D,SFL,1,NA,1,1,C,8,10,19,37,50
KJ4M,NA,1030,2B2B,AL,5,NA,2,2,B,52,3,6,61,450
KJ4MFW,NA,378,1B1,MO,2,NA,1,1,B,0,0,14,14,350
KJ4QAN,NA,66,1D,NFL,2,NA,1,1,C,0,0,8,8,50
KJ4VTH,NA,260,1E,VA,2,NA,1,1,G,0,0,80,80,100
KJ4WD,NA,340,1D,NC,2,NA,1,1,C,70,0,5,75,50
KJ5R,NA,70,1D,NM,2,NA,1,1,C,5,0,0,5,50
KJ6HCG,NA,280,2A,SV,2,Glenn ARS,3,2,B,0,0,15,15,250
KJ6HRO,NA,1000,2A,SV,2,Rich & Rons Field Day,8,2,G,0,63,124,187,500
KJ6KCG,NA,634,1E,ORG,2,NA,1,1,B,0,0,142,142,350
KJ6KK,NA,126,1E,SJV,2,NA,1,1,B,0,0,13,13,100
KJ6LCP,NA,368,1F,ORG,2,NSWC Corona ARC,4,1,B,0,0,34,34,300
KJ6PRH,NA,52,1D,ORG,2,NA,1,1,C,0,0,1,1,50
KJ6PWP,NA,206,2D,SV,2,NA,2,2,C,13,0,52,65,50
KJ6RVK,NA,270,1E,ORG,2,NA,1,1,B,0,0,10,10,250
KJ6TLX,NA,78,1D,SCV,2,NA,1,1,C,0,0,14,14,50
KJ6TQ,NA,1140,1E,MO,2,NA,2,1,B,0,0,285,285,570
KJ7MEB,NA,118,1B1,NC,2,NA,1,1,B,0,17,0,17,50
KJØP,NA,55,1EB,MN,5,NA,1,1,B,0,0,1,1,50
KK1PMA,W1BSN,2094,2F,RI,2,Providence EMA/RACES Club,26,2,G,0,54,194,248,1490
KK2U,NA,2280,1B2B,ENY,5,NA,2,1,B,145,56,24,225,150
KK3XX,NA,222,1B1,ME,2,NA,1,1,G,43,0,0,43,50
KK4AND,NA,176,2D,WCF,2,NA,1,2,C,0,0,63,63,50
KK4BQ,NA,2128,3F,SC,2,Salkehatchie ARS,38,3,C,255,0,279,534,550
KK4BVN,NA,186,1D,NC,2,NA,1,1,C,0,32,4,36,50
KK4DDF,NA,682,2B2,VA,2,NA,2,2,G,0,0,216,216,250
KK4HEG,NA,658,1E,NC,2,NA,1,1,G,0,152,0,152,50
KK4HQT,NA,208,1D,AL,2,NA,1,1,C,0,13,53,66,50
KK4ICU,NA,882,1A,AL,2,DeKalb Co. ARC,26,1,G,0,0,156,156,570
KK4ZUU,NA,70,1B1,VA,2,NA,1,1,G,0,0,10,10,50
KK5E,AF5M,2046,2A,STX,2,Hambuds ARC,35,2,G,237,15,194,446,650
KK5HT,NA,708,1B2,NTX,2,NA,2,1,B,74,3,25,102,350
KK5JY,NA,402,1E,OK,2,NA,1,1,B,63,0,0,63,150
KK5W,KT5TX,13154,10A,STX,2,BVARC &  TDXS &  KARS &  ECHO,96,10,G,2266,291,468,3025,1990
KK6DOA,NA,78,1D,SV,2,NA,1,1,C,0,0,14,14,50
KK6GJM,NA,170,1D,SJV,2,NA,2,1,C,0,0,60,60,50
KK6HWP,NA,66,1C,SCV,2,NA,1,1,B,0,0,8,8,50
KK6JA,NA,514,2A,SCV,2,NA,4,2,G,0,0,32,32,450
KK6JX,NA,790,2E,NC,2,NA,2,2,G,2,76,64,142,350
KK6NVZ,NA,200,1B1B,SJV,5,NA,1,1,B,0,0,10,10,150
KK6NXT,NA,662,3A,LAX,2,Lakewood ARC,3,3,G,0,0,56,56,550
KK9V,NA,104,1D,IN,2,NA,1,1,C,26,0,0,26,0
KL1JP,NA,366,1E,AK,2,NA,1,1,B,0,1,6,7,350
KL4OB,NA,190,1E,AK,2,NA,1,1,B,0,0,20,20,150
KL7AA,NA,1441,2F,AK,1,Anchorage ARC,47,2,C,342,0,207,549,550
KL7JFU,KL2IE,1218,1A,AK,2,Matanuska ARA,40,1,G,0,0,24,24,1170
KL7JRC,NA,1542,1A,AK,2,Juneau ARC,44,1,G,0,4,208,212,1110
KM2Q,NA,226,1D,SNJ,2,NA,1,1,C,44,0,0,44,50
KM3GWR,NA,69,1D,AL,1,NA,3,1,C,0,0,19,19,50
KM3K,NA,260,1B1B,EPA,5,NA,1,1,B,0,0,2,2,250
KM4AJ,NA,272,1E,SC,2,NA,1,1,G,0,23,15,38,150
KM4C,NA,2780,3A,NC,2,Shelby ARC & ARES of Cleveland Co,15,3,G,0,29,757,786,1150
KM4DJO,NA,254,1D,GA,2,NA,1,1,C,0,51,0,51,50
KM4IAJ,NA,268,1D,VA,2,NA,1,1,C,0,0,134,134,0
KM4ICE,NA,210,1E,VA,2,NA,1,1,B,0,0,30,30,150
KM4IZZ,NA,564,1B1,TN,2,NA,1,1,G,0,0,207,207,150
KM4KBS,NA,52,1E,VA,2,NA,1,1,B,0,0,1,1,50
KM4QE,NA,218,1D,SC,2,NA,1,1,C,0,0,84,84,50
KM4RTP,NA,108,1D,GA,2,NA,1,1,C,0,0,29,29,50
KM4VEN,NA,366,1B1,VA,2,NA,1,1,B,0,0,58,58,250
KM4VKY,NA,654,1D,NFL,2,NA,1,1,C,0,89,24,113,250
KM4WYO,NA,82,1D,AL,2,NA,1,1,C,1,6,2,9,50
KM5VI,NA,2113,1B1,STX,1,NA,1,1,G,0,0,1963,1963,150
KM6ERJ,NA,10,1D,LAX,2,NA,1,1,C,0,0,5,5,0
KM6FEF,NA,32,1D,LAX,2,NA,1,1,C,0,0,16,16,0
KM6HCD,NA,62,1D,ORG,2,NA,1,1,C,0,0,6,6,50
KM6PRP,NA,181,1D,SB,1,NA,1,1,C,0,0,131,131,50
KMØOSE,NA,510,1F,SCV,2,Monterey Moose Lodge 876 ARC,10,1,C,34,0,12,46,350
KN3A,NA,216,1D,EPA,2,NA,1,1,C,16,0,51,67,50
KN3D,NA,28,1D,MDC,2,NA,1,1,C,0,0,14,14,0
KN3O,NA,990,1B1B,WPA,5,NA,1,1,B,84,0,0,84,150
KN4DQZ,NA,88,2D,TN,2,NA,1,2,C,0,0,19,19,50
KN4DUA,WB4BCS,2574,2F,TN,2,Tellico Lake ARC,28,2,G,220,44,294,558,930
KN4DZX,NA,176,1E,TN,2,NA,1,1,B,0,0,13,13,150
KN4FRG,NA,898,1E,MO,2,NA,1,1,G,0,89,141,230,260
KN4LDN,NA,1080,3A,TN,2,MEIGS Co. (TN) ARC,9,3,G,0,0,45,45,990
KN4LIJ,NA,1148,5A,NC,2,WCARS-Murphy & Cherokee Co. ARES,10,5,G,0,13,73,86,950
KN5S,NA,708,2D,STX,2,NA,4,2,C,7,121,23,151,150
KN5TX,WA5JRS,6324,3F,NTX,2,Mansfield-Johnson AR Svc,68,3,C,843,0,701,1544,1550
KNØWCW/4,NA,698,1E,WCF,2,NA,1,1,B,87,0,0,87,350
KO4PM,NA,60,1D,WCF,2,NA,1,1,C,0,0,5,5,50
KO5Q,NA,890,1B1,GA,2,NA,1,1,G,160,0,0,160,250
KO6YG,NA,72,1D,SCV,2,NA,1,1,C,0,0,36,36,0
KO8S,NA,246,1D,MI,2,NA,1,1,C,46,0,6,52,50
KO9A,NA,240,1D,IL,2,NA,1,1,C,9,5,67,81,50
KØAE,NA,1286,1D,CO,2,NA,1,1,C,307,0,4,311,50
KØAFA,NA,480,2E,CO,2,NA,2,2,G,0,0,115,115,250
KØAJW,NA,3520,2A,ND,2,Souris Valley ARC,10,2,G,453,0,329,782,1050
KØANT,NA,2132,3A,KS,2,KS Antenna Club of Johnson Co,13,3,G,128,79,177,384,950
KØAOM,NA,250,1E,MN,2,NA,1,1,G,0,0,100,100,50
KØAPC,NA,90,1D,KS,2,NA,1,1,C,0,6,8,14,50
KØARG,NA,160,1B1B,CO,5,NA,1,1,B,0,0,2,2,150
KØBH,NA,1445,1B1B,CO,5,NA,1,1,B,109,0,1,110,350
KØCD,NA,370,1B1B,WI,5,NA,1,1,B,0,0,44,44,150
KØCIA,NA,1520,2A,MO,2,Old Drum Wrls Grp,5,2,G,126,0,258,384,500
KØCQ,NA,518,1E,IA,2,NA,1,1,G,91,0,2,93,150
KØCY,KBØTLM,824,2A,IA,2,Boone & Hamilton Co. ARES,8,2,G,0,6,130,136,540
KØDCA,NA,1132,3AC,MO,2,DCAR Club,22,3,C,54,0,133,187,650
KØEAP,NA,615,1B1B,MN,5,NA,1,1,B,56,0,1,57,50
KØEJC,NA,640,2F,MO,2,Eastern Jackson Co. EmComm Club,25,2,C,0,3,139,142,350
KØEPR,NA,816,2A,MN,2,Eden Prairie RC,19,2,G,0,0,123,123,570
KØFEZ,NA,654,2A,CO,2,RADOPS of El Jebel Shrine,7,2,G,55,0,42,97,350
KØFNS,NA,113,1B1,CO,1,NA,1,1,G,0,0,13,13,100
KØG,NA,2710,1B2B,CO,5,NA,2,1,B,226,0,0,226,450
KØGEO,NA,848,1E,STX,2,NA,1,1,B,120,29,1,150,250
KØGNE,NA,868,2AC,NE,2,Greater NE ARL,8,2,C,0,114,61,175,290
KØGPZ,NA,622,3A,MN,2,Northern Lakes ARC,10,3,G,0,25,61,86,400
KØGQ,KØH,3570,2A,MO,2,Raytown ARC,16,2,G,262,0,616,878,1290
KØHS,NA,2132,2A,SD,2,Hot Springs ARC,6,2,G,147,46,205,398,950
KØIIT,KCØQXX,5090,2A,CO,2,Montrose ARC,24,2,G,704,0,392,1096,1490
KØJ,NØYUP,2474,3A,KS,2,Jackson ARC & Hiawatha ARC,14,3,G,197,15,258,470,1110
KØJFN,NA,878,4AC,NE,2,Pioneer ARC,27,4,C,41,68,196,305,50
KØKKV,KCØWWR,4378,3A,NE,2,Lincoln ARC,65,3,G,414,0,786,1200,1150
KØKSN,NA,1496,4A,KS,2,KS NE RC,35,4,G,0,0,223,223,1050
KØLAF,NA,176,1D,MO,2,NA,1,1,C,11,0,41,52,50
KØLIR,NA,6582,2A,MO,2,St. Louis ARC,17,2,G,979,0,808,1787,1050
KØLMD,NA,186,1D,CO,2,NA,1,1,C,20,0,53,73,0
KØLTC,KØYTH,2742,4A,MN,2,Maple Grove RC,65,4,G,204,65,208,477,1250
KØLWC,NA,344,1D,CO,2,NA,1,1,C,0,0,97,97,150
KØMIS,NA,104,1D,CO,2,NA,1,1,C,5,0,17,22,50
KØMO,NA,64,1D,SF,2,NA,1,1,C,0,0,32,32,0
KØMPH,NA,1504,2B2,WI,2,NA,2,2,G,283,0,61,344,250
KØMV,NA,250,1E,CO,2,NA,1,1,G,25,0,0,25,150
KØN,KØA,1374,3A,KS,2,Manhattan Area ARS,33,3,G,70,54,114,238,650
KØNE,NA,210,1B1B,NE,5,NA,1,1,B,6,0,0,6,150
KØNXA,NA,2468,3A,MO,2,NA,12,3,G,232,0,385,617,770
KOØA,NA,4688,3A,MO,2,Saint Charles ARC,93,3,G,453,30,703,1186,1350
KØPC,NA,1350,1B1B,MN,5,NA,1,1,B,120,0,0,120,150
KØPRA,N2SRK,2570,2A,CO,2,Parker Radio Assn.,25,2,G,0,0,650,650,1270
KØRGI,NA,1350,1B1B,TN,5,NA,1,1,B,110,0,0,110,250
KØRV,NA,3682,2A,CO,2,Ski Country ARC,35,2,G,479,0,383,862,1000
KØRVB,NA,100,1D,STX,1,NA,1,1,C,0,0,50,50,50
KØS,NA,1060,3A,MO,2,Sullivan ARC,11,3,B,8,0,44,52,940
KØSEK,NA,1500,2AC,KS,2,SE KS ARC,20,2,C,71,9,165,245,850
KØSI,NØAXZ,1856,3A,MO,2,Central MO Radio Assn.,34,3,B,134,56,18,208,1060
KØSWI,NA,1898,7A,IA,2,SW IA ARC,43,7,G,25,10,294,329,1170
KØTCM,NA,48,1D,GA,2,NA,1,1,C,0,0,24,24,0
KØTEA,NA,310,1B1B,MI,5,NA,1,1,B,0,0,52,52,50
KØTFT,NA,912,2A,IA,2,SARA & DCARC,30,2,G,123,0,35,158,350
KØUSA,NA,3638,7A,NE,2,Ak-Sar-Ben ARC,23,7,G,159,0,826,985,1350
KØUW,NA,166,1D,MN,1,NA,1,1,C,8,0,0,8,150
KØVRC,NA,1728,1A,MN,2,Vermilion Range ARC,12,1,G,125,3,133,261,950
KØW,NA,762,1B2,CO,2,NA,2,1,B,2,21,10,33,650
KØWSN,NA,998,2A,ND,2,Williston Basin ARC,6,2,G,0,0,124,124,750
KØXTR,NA,2854,2A,CO,2,Glenn Valenta Memorial ARC,6,2,G,457,0,338,795,350
KØZ,WØCAY,5834,3A,MN,2,Rochester ARC,62,3,G,622,73,717,1412,1620
KP2XX,NA,2404,1E,VI,2,NA,1,1,B,0,0,1077,1077,250
KP3RE,NA,1870,3F,PR,2,Radio Operadores Del Este,17,3,G,48,66,132,246,1150
KP3Z,NA,6332,2E,PR,2,NA,2,2,B,1207,0,627,1834,250
KQ2F,NA,7932,2E,NLI,2,NA,3,2,G,1500,0,941,2441,50
KQ2RP,NA,175,1C,NNJ,5,NA,1,1,B,4,0,17,21,50
KQ3Q,NA,106,1B1,MDC,1,NA,1,1,G,0,3,0,3,100
KQ7TJ,NA,660,1A,NV,2,NA,6,1,B,65,0,0,65,400
KQ9J,NA,247,1D,WI,1,NA,1,1,C,120,0,7,127,0
KQØJ,NA,178,1C,WCF,2,NA,1,1,B,0,0,14,14,150
KR4BW,NA,394,1E,GA,2,NA,1,1,G,0,48,26,74,150
KR4GT,NA,335,1B1B,KY,5,NA,1,1,B,0,0,37,37,150
KR5NM,NA,1826,2A,NM,2,Sierra Blanca ARC,9,2,G,183,0,72,255,950
KR6AL,NA,1350,1A,LAX,2,SCAN & Red Ant Anihillators,5,1,G,0,0,500,500,350
KR6GG,NA,360,1B1B,SDG,5,NA,1,1,B,0,0,2,2,350
KRØRD,NA,192,1E,MO,2,NA,1,1,G,0,0,46,46,100
KRØU,NA,1240,1EB,CO,5,NA,1,1,B,109,0,0,109,150
KS4FE/KL7,NA,58,1C,AK,2,NA,1,1,B,0,0,4,4,50
KS4S,NA,298,1D,NC,2,NA,1,1,C,62,0,0,62,50
KS8M,NA,4670,1AB,OH,5,Northern OH QRP Club,6,1,B,442,0,0,442,250
KSØAT,NA,618,1A,KS,2,Atchison Co. AR Svc,7,1,G,21,0,42,63,450
KSØKS,KØNK,2304,3A,KS,2,Santa Fe Trail ARC,14,3,G,180,73,161,414,970
KSØMO,KCØMO,12480,2A,KS,2,Kansas City Contest Club,11,2,G,2565,0,415,2980,1390
KT1I,NA,2346,2E,WMA,2,NA,2,2,G,427,47,0,474,450
KT4NC,NC4LC,3020,4A,NC,2,Carolina ARC & Lincoln Co. Vol Comms,55,4,G,48,70,449,567,1650
KT5DIG,NA,1895,3AB,OK,5,Tulsa Digital RC,11,3,B,36,94,25,155,470
KT6A,NA,574,1B1C,EPA,2,NA,1,1,C,71,10,0,81,250
KT7AZ,NA,1058,4E,AZ,2,NA,6,4,G,92,34,77,203,400
KT9X,NA,358,1D,NV,2,NA,1,1,C,77,0,0,77,50
KT9Y,NA,1970,2A,IL,2,PALS Rptr Grp,10,2,G,0,0,800,800,370
KU1Q,NA,194,1D,CT,2,NA,2,1,C,17,0,63,80,0
KU2C,NA,952,1D,EPA,1,NA,1,1,C,451,0,0,451,50
KU3X,NA,6320,1EB,EPA,5,NA,2,1,B,607,0,0,607,250
KU4A,NA,2315,1EB,KY,5,NA,1,1,B,199,0,35,234,150
KU4V,NA,1056,1E,NC,2,NA,1,1,G,70,9,195,274,350
KU6S,NA,2160,5A,EB,1,South Bay ARA,40,5,G,278,18,698,994,870
KU7K,NA,1222,1B1,OR,2,NA,1,1,G,268,0,0,268,150
KV4ZY,NA,142,1E,OH,2,NA,1,1,B,0,0,46,46,50
KW4LU,NA,114,1D,TN,2,NA,1,1,C,0,0,32,32,50
KW4P,NA,3638,3A,NC,2,Haywood Co. ARC,50,3,G,350,0,444,794,1350
KW4TO,NA,720,1D,VA,2,NA,2,1,C,59,17,183,259,50
KW4VE,NA,650,1D,TN,2,NA,1,1,C,0,0,300,300,50
KW7DSP,NA,446,1E,OR,2,NA,1,1,G,0,0,48,48,350
KW7WP,NA,560,1B1B,OR,5,NA,1,1,B,43,0,6,49,100
KW8N,NA,10020,1EB,OH,5,NA,1,1,B,947,0,0,947,550
KX1I,NA,76,1D,ME,2,NA,1,1,C,0,0,13,13,50
KX4FR,NA,1505,1EB,TN,5,NA,1,1,B,106,0,79,185,50
KX4II,NA,94,1D,GA,2,NA,1,1,C,0,0,47,47,0
KX7L,NA,594,1E,WWA,2,NA,1,1,G,88,11,24,123,150
KY4HS,NA,1768,5F,KY,2,Morehead ARS,20,5,C,80,30,79,189,1170
KY4KY,NA,1208,1AC,KY,2,Bullitt ARS,32,1,C,0,0,139,139,930
KY4RC,NA,1510,1F,KY,2,American Red Cross,20,1,G,15,0,195,210,1060
KY4TS,NA,1248,4A,KY,2,Boone Co. RACES,3,4,G,0,0,349,349,550
KY4WC,NA,1272,2A,KY,2,NA,24,2,B,60,0,141,201,750
KY7K,NA,172,1C,AZ,2,NA,1,1,B,0,0,11,11,150
KYØQ,NA,1440,1D,IL,2,NA,1,1,C,314,0,17,331,150
KZ1M,K1MUJ,4876,5A,CT,2,Eastern CT ARA,15,5,G,184,0,1045,1229,2050
N1AIA,NA,365,1B1B,ME,5,NA,1,1,B,2,0,19,21,250
N1AK,NA,160,1D,CT,2,NA,1,1,C,0,0,55,55,50
N1BYT,NA,1180,1B1B,EMA,5,NA,1,1,B,0,0,206,206,150
N1DC,NA,1256,1D,EMA,2,NA,1,1,C,308,0,12,320,0
N1DOU,NA,220,1E,NH,2,NA,1,1,G,0,3,54,57,100
N1EM,NA,666,4F,EMA,2,Algonquin ARC,17,4,C,28,14,224,266,50
N1ERC,NA,3958,3A,EMA,2,Northeast ARC,10,3,G,0,0,1704,1704,550
N1EV,W1NLK,7284,3A,CT,2,Greater Norwalk ARC,28,3,G,1125,1,545,1671,1690
N1EYE,NA,270,1B1,RI,2,NA,1,1,B,0,0,10,10,250
N1F,NA,1746,2F,CT,2,Greater Fairfield ARA,6,2,C,144,0,310,454,550
N1FD,K1DLM,9620,10A,NH,2,Nashua Area Radio Soc.,53,10,G,855,114,1527,2496,2690
N1GNV,NA,55,1B1B,CT,5,NA,1,1,B,0,0,1,1,50
N1HOB,NA,52,1D,OK,2,NA,1,1,C,0,0,1,1,50
N1IBM,NA,110,1D,SNJ,2,NA,1,1,C,26,0,3,29,0
N1ILZ,NA,382,1E,EMA,1,NA,1,1,G,0,48,36,84,250
N1JD,NA,1902,1E,ME,2,NA,1,1,G,438,0,0,438,150
N1KT,NA,1302,3F,CT,1,Housatonic ARC & Westport Astro Soc. ARC & Grtr Bridgeport ARC,15,3,G,0,33,586,619,650
N1KW,NA,4544,2A,IL,2,NA,4,2,G,733,0,581,1314,450
N1ME,NA,2024,2A,ME,2,Pine State ARC,24,2,G,376,0,235,611,50
N1MHC,NA,1510,1E,ME,2,NA,8,1,G,55,0,270,325,750
N1MM,NA,5510,2A,CT,2,Murphys Marauders,6,2,G,515,43,1114,1672,1050
N1NC,NA,4562,2A,EMA,2,Nashoba Valley ARC,30,2,G,818,0,310,1128,670
N1NN,NA,450,1D,EMA,2,NA,1,1,C,100,0,0,100,50
N1OP,NA,298,2F,EMA,2,Norwood ARC,10,2,C,3,0,118,121,50
N1QC,KB1NH,3846,6A,NH,2,Granite State ARA,27,6,G,377,48,288,713,1570
N1QX,NA,2928,1A,ME,2,New England Radio Discussion Soc.,14,1,G,366,0,152,518,1160
N1TEN,NA,82,1D,SDG,2,NA,1,1,C,0,0,16,16,50
N1TN,W1EMA,2730,3A,ME,2,Waldo Co. ARA,21,3,G,0,28,724,752,1170
N1TYH,NA,190,1D,WMA,2,NA,1,1,C,0,19,32,51,50
N1UFO,NA,705,1B1B,NLI,5,NA,1,1,B,0,0,91,91,250
N1VT,WA1VT,4504,4A,VT,2,Green Mtn Wrls Soc.,33,4,G,316,89,497,902,1890
N1WM,NA,4048,3A,WMA,2,Northern Berkshire ARC,12,3,G,655,0,189,844,1050
N1WW,NA,2496,3E,WMA,2,NA,14,3,G,201,105,311,617,650
N1XRR,NA,916,1A,SC,2,Team Newbies,5,1,G,0,0,333,333,250
N1XWI,NA,472,1B1,NH,2,NA,1,1,G,0,14,83,97,250
N1ZIZ,NA,1330,3A,EMA,2,Genesis ARS,35,3,B,0,0,60,60,1210
N2AAR,NA,2808,8A,WNY,2,Keuka Lake ARA,21,8,G,164,53,195,412,1550
N2ARC,NA,636,1F,SNJ,2,Princeton Emerg RC,23,1,C,0,0,93,93,450
N2BJ,NA,1423,2D,IL,1,NA,2,2,C,0,0,1373,1373,50
N2BZD,NA,88,1D,SNJ,2,NA,1,1,C,22,0,0,22,0
N2CJN,NA,202,1D,SCV,2,NA,1,1,C,16,22,0,38,50
N2CMC,NA,1948,3A,SNJ,2,Cape May Co. ARC,18,3,G,0,62,375,437,950
N2CN,NA,4820,1EB,CT,5,NA,1,1,B,467,0,0,467,150
N2CQ,NA,930,1D,SNJ,2,NA,1,1,C,203,17,0,220,50
N2DD,NA,204,2B2C,WNY,2,NA,2,2,C,0,0,77,77,50
N2DM,NA,650,1B1B,WNY,5,NA,1,1,B,49,0,2,51,150
N2FLO,NA,1730,2F,NNJ,2,Franklin Lakes OEM RC,33,2,C,39,0,262,301,1050
N2HRT,NA,996,2A,TN,2,Hawkins & Hancock AR Team,21,2,G,0,0,223,223,550
N2HTT,NA,270,1B1B,ENY,5,NA,1,1,B,5,0,14,19,150
N2JPR,NA,410,1EB,NLI,5,NA,1,1,B,36,0,0,36,50
N2KDZ,NA,454,1D,NNJ,2,NA,1,1,C,77,0,48,125,50
N2MNT,NA,1256,2F,NNY,2,Mohawk Valley ARA,6,2,C,199,0,50,249,360
N2MO,NA,3188,3A,NNJ,2,Ocean Monmouth ARC,19,3,G,219,166,349,734,950
N2MQ,NA,770,5AC,WNY,2,Chautauqua ARS,13,5,C,0,0,160,160,450
N2MTG,NA,1116,1E,ENY,2,NA,1,1,G,0,0,483,483,150
N2NGO,NA,182,1B1,NLI,2,NA,1,1,B,0,0,16,16,150
N2NKX,NA,122,1C,WNY,2,NA,1,1,G,0,0,11,11,100
N2NNY,KD2PUP,1712,2A,NNY,2,North Franklin ARS,16,2,G,0,0,336,336,1040
N2NQ,NA,180,1B1,VA,2,NA,1,1,G,0,0,65,65,50
N2NS,NA,310,1D,SJV,1,NA,1,1,C,129,1,0,130,50
N2OB,N2CW,8608,3A,SNJ,2,Old Barney ARC,50,3,G,957,0,1725,2682,1330
N2QGV,NA,570,1D,NFL,2,NA,1,1,C,0,105,0,105,150
N2RA,NA,1442,1D,WNY,2,NA,3,1,C,348,0,0,348,50
N2RE,NA,1880,5A,SNJ,2,David Sarnoff ARC,23,5,G,108,0,149,257,1150
N2RI,NA,1646,1D,NLI,2,NA,1,1,C,374,0,0,374,150
N2SCJ,NA,202,1D,SNJ,2,NA,1,1,C,0,0,101,101,0
N2SF,W2ECA,11982,4A,ENY,2,Weschester EmComm Assn.,47,4,G,1734,0,1548,3282,1950
N2USM,NA,286,1E,ENY,2,NA,1,1,B,0,0,68,68,150
N2UU,NA,1730,1D,SNJ,2,NA,1,1,C,420,0,0,420,50
N2VIG,NA,22,1D,NNJ,2,NA,1,1,C,0,0,11,11,0
N2XJ,W2FMI,4286,2A,NNJ,2,New Providence ARC,46,2,G,227,59,786,1072,1570
N2ZN,NA,310,1D,WNY,2,NA,1,1,C,65,0,0,65,50
N3A,NA,5070,2B2B,WPA,5,NA,2,2,B,482,0,0,482,250
N3AEA,NA,142,1D,MDC,2,NA,1,1,C,23,0,0,23,50
N3AM,NA,801,1D,MDC,1,NA,1,1,C,371,0,9,380,50
N3BAL,NA,460,1E,MDC,2,NA,1,1,B,0,0,55,55,350
N3C,NA,274,1E,NC,2,NA,4,1,G,0,0,42,42,190
N3COB,NA,1796,2D,MDC,2,NA,5,2,C,7,26,587,620,490
