call,final_score,class,total_qsos,power_multiplier,gota_call,sec,number_of_participants,club_name
N9XH,352,2AC,121,2,NA,WI,7,Polk Cty ARA
N9ZWY,258,2D,104,2,NA,WI,4,NA
NA1GB,654,1C,137,2,NA,RI,2,NA
NA1RA,776,2F,203,2,NA,CT,25,Northville ARA
NA1RL,1772,2A,428,2,NA,CT,32,NA
NA3DX,8080,2AB,725,5,K3NDM,MDC,12,Explorers Radio Club
NA4CC,1352,2A,201,2,KK4SMV,NC,11,Cleveland Cty ARS
NA4GC,2448,2A,961,2,W4GSO,NC,28,Guilford Cty ARES / Greensboro ARA
NA4U,1400,2A,296,2,NA,NC,5,Low Country CC
NA5NN,13090,7A,3605,2,KZ5DX,MS,39,599 DX Assn
NA7UT,1295,1E,209,5,NA,UT,2,NA
NA9U,8366,2A,2318,2,KD9AGJ,IN,20,NA
NAØBR,306,1D,64,2,NA,CO,1,NA
NAØPW,2792,2A,537,2,KDØMBL,CO,7,Pueblo West ARC
NAØQ,360,1B2B,31,5,NA,MO,2,NA
NB6GC,1518,2A,263,2,W6POC,EB,12,NA
NC4AR,1006,2F,253,2,NA,NC,36,Tri-County ARC
NC4CA,2250,3F,698,2,NA,NC,10,NC Four Cty ARES
NC4LC,2126,4A,299,2,NA,NC,57,Lincoln Cty Vol Com / Carolina ARC
NC4MC,896,2A,173,2,NA,NC,9,M ARS
NC4MI,178,1D,32,2,NA,NC,1,NA
NC4ML,2300,3A,447,2,N4BRD,NC,49,Moore Cty ARS
NC4NH,6738,2A,1563,2,WA4CR,NC,50,NHC Emergency Prep Group
NC4RT,1000,1B1B,75,5,NA,NC,1,NA
NC4UC,2214,2A,714,2,NA,NC,17,Union Cty ARS
NC6MC,804,3A,160,2,NA,SF,19,Mendocino Cty AR Com Service
NC7G,1330,2A,276,2,WA7ST,WWA,15,Highline ARC
NCØA,3332,3A,677,2,KBØTUC,CO,18,Royal Gorge ARC
ND2Z,182,1D,66,2,NA,SC,1,NA
ND3R,440,1D,122,2,NA,WPA,1,NA
ND4Y,602,1D,198,2,NA,KY,2,NA
NE3I,340,1F,88,2,NA,EPA,3,Montocopa RACES.ARES
NE3MD,2846,2B2,742,2,NA,EPA,2,NA
NE4DX,2038,7A,336,2,N4SWC,NC,50,South Wake ARC
NE4GA,2364,3A,418,2,NA,GA,16,NA
NE4ST,710,1A,20,2,NA,KY,7,Scott Cty ARES
NE7D,3718,2B2C,917,2,NA,OR,2,NA
NE7WY,986,2A,214,2,WY7CAM,WY,17,NorthEast WY ARA
NE8J,546,1D,124,2,NA,MI,1,NA
NE9O,192,1D,96,2,NA,NFL,1,NA
NE9T,736,3A,125,2,NE9T,IN,10,Indy Midtown  ARC
NF1Y,1376,4F,304,2,NA,CT,5,Orange CT CERT EmComm
NF2RS,7558,3E,1679,2,NA,WNY,7,NA
NF8J,806,1D,274,2,NA,MI,1,NA
NF9D,250,1D,50,2,NA,IL,1,NA
NFØR,2095,4AB,95,5,NA,MO,12,St. Louis QRP Soc
NG5C,1,1D,1,1,NA,MS,1,NA
NGØR,1540,1B2B,100,5,NA,MT,2,NA
NI2S,2052,1F,544,2,NA,NNJ,20,Parsippany-Troy Hills RACES
NI4ET,174,1D,62,2,NA,TN,1,NA
NI7DX,3062,4A,661,2,NA,ID,30,ID DX Assoc
NJ1K,781,1D,731,1,NA,VA,1,NA
NJ2BB,74,1D,24,1,NA,SNJ,1,NA
NJ2MV,1414,1F,238,2,NA,NNJ,9,Montvale OEM & Montvale Emerg Management Radio Ops
NJ2SP,4080,2AB,373,5,NA,NNJ,11,South Plainfield ARC
NJ6W,136,1D,43,2,NA,EB,1,NA
NJ7Z,400,1B1B,35,5,NA,TN,1,NA
NK8I,1340,1B2B,109,5,NA,OH,2,NA
NK9R,5060,1AB,411,5,NA,GA,6,Hunters Ridge Hams
NKØE,188,1B1,10,2,NA,CO,1,NA
NL7FX,530,2B2,90,2,NA,WWA,2,NA
NM1A,58,1D,4,2,NA,SFL,1,NA
NM3S,174,1D,68,2,NA,SV,1,NA
NM4SH,238,1D,47,2,NA,VA,1,NA
NM5HD,4452,2A,1155,2,NA,NM,29,High Desert ARC of NM
NM9W,672,1B1C,156,2,NA,SC,1,NA
NMØS (+KB9TXH),416,1B2,7,2,NA,IA,2,NA
NN2L,3460,1B1B,306,5,NA,NNY,1,NA
NN4VA,1536,3A,269,2,W4GMF,VA,12,Westmoreland ARC
NN9L/8,1460,2A,538,2,NA,MI,8,York Pirates
NO2D,124,1D,31,2,NA,CO,1,NA
NO4Q,1290,2A,270,2,NA,TN,14,3 Rivers Am Transmitting Soc
NO5RA,948,2F,376,2,NA,OK,4,NE OK Radio Amateurs
NO7DE,670,1E,64,2,NA,WWA,2,NA
NO8I,582,2A,11,2,NA,OH,11,Huber Heights ARC
NO8N,2926,3E,690,2,NA,OH,7,NA
NØA,552,2D,151,2,NA,MO,5,NA
NØADF,304,2A,23,2,NA,SFL,3,Poor Busters
NØAXE,122,1D,21,2,NA,CO,1,NA
NØBHC,712,2A,68,2,NA,MN,5,Scott Cty ARES
NØBJF,438,1E,94,2,NA,MO,1,NA
NØCQC,3270,4AB,249,5,NA,CO,26,Colorado QRP Club
NØDH,1586,2A,386,2,NA,MN,20,Hiawatha Valley ARC
NØEF,1998,1D,487,2,NA,MT,1,NA
NØEVH,3860,1B1B,351,5,NA,MO,1,NA
NØFH,1604,2A,322,2,NA,CO,30,Estes Valley ARC
NØFKC,2160,1B1B,141,5,NA,MN,1,NA
NØFP,2620,1B2B,227,5,NA,MN,2,NA
NØFU,770,1D,180,2,NA,SDG,1,NA
NØFUK,522,1E,186,2,NA,WI,1,NA
NØGF,3824,3A,1026,2,NA,ND,19,FORX ARC
NØGOS,212,1D,53,2,NA,CO,1,NA
NØI,1580,4A,209,2,NA,MN,8,Northwoods AR Group
NØICV,90,1D,20,2,NA,IL,1,NA
NØKEN,330,1B1C,90,2,NA,MN,1,NA
NØKOE,194,1D,36,2,NA,NC,1,NA
NØMA,5972,2A,1804,2,NØMMA,IA,15,Radio Farm
NØNA,228,1D,89,2,NA,WWA,1,NA
NØNAF,890,2AC,203,2,NA,IA,3,Coon Valley  ARC
NØNK,2416,3A,503,2,NA,KS,14,Newton / McPherson  ARC
NØNTC,1038,3A,72,2,KEØARL,MO,17,Ozarl Mtn ARC
NØODK,232,1E,66,2,NA,MN,1,NA
NØPR,4138,3AC,1004,2,ABØC,MO,14,Macon Cty ARC
NØPTN,250,1B2,50,2,NA,MO,2,NA
NØRZT,108,1D,51,2,NA,NE,1,NA
NØSFF,1280,1AB,168,5,NA,IA,9,NA
NØSS,3082,2A,584,2,NA,MO,37,Mid-MO ARC
NØTT,3478,1E,832,2,NA,MO,1,NA
NØUD,2260,1AB,201,5,NA,ND,3,Prarie Contesters
NØUW,3564,5A,820,2,NA,MN,47,Owatonna Steele Cty ARC
NØUY,1526,1B1,344,2,NA,MN,1,NA
NØV,986,2A,260,2,NA,KS,25,Valley Center ARC
NØW,566,2A,108,2,NA,MO,3,Digital Connections ARC
NØWRK,114,1B1,32,2,NA,CO,1,NA
NØYJ,2900,2AB,250,5,NA,KS,3,3 Old Guys
NØZS,1242,2A,287,2,NA,MO,20,Lake of the Ozarks  ARC
NØZTO,170,1D,60,2,NA,CO,1,NA
NQ2W,3480,1B1B,323,5,NA,ENY,1,NA
NQ6R,258,2A,104,2,NA,SJV,4,NA
NR3I,1530,5E,98,5,NA,DE,5,NA
NR5ON,1060,1B2B,71,5,NA,NM,2,NA
NR6P,1714,3A,320,2,NA,ORG,28,Coachella Valley ARC
NR6T,1,1D,1,1,NA,ORG,1,NA
NR8Z,2770,1B1B,233,5,NA,OH,1,NA
NR9A,678,1D,195,2,NA,MO,1,NA
NS1RA,12338,3A,3453,2,KB1PAL,EMA,40,North Shore Radio Assn
NS3C,270,1B1B,12,5,NA,ORG,1,NA
NS3L,1580,1E,464,2,NA,EPA,2,NA
NT7H,2368,3A,364,2,NA,WWA,50,Olympia ARS
NT9E,1130,2A,199,2,NA,IL,50,NA
NT9M,356,1D,100,2,NA,IN,1,NA
NU5DE,652,1A,201,2,NA,STX,3,Naturist ARC
NU7DE,516,1A,56,2,NA,NM,3,Desert Circle ARC
NUØP,3090,2B2B,284,5,NA,WY,2,NA
NUØT,635,1B1B,67,5,NA,CO,1,NA
NV7CV,666,2A,82,2,NA,NV,12,Sierra Intermountain Emergency RA
NW3H,1688,1B2C,435,2,NA,EPA,2,NA
NW8S,6394,5A,1736,2,NA,OH,21,Lorain Co Wireless Operators
NWØK,5340,2A,1329,2,NA,KS,6,Trojan ARC
NWØM,1242,1D,301,2,NA,MO,1,NA
NX1K,1050,1E,80,5,NA,WI,1,NA
NX8Y,3910,2A,917,2,AB8FE,OH,3,Rice Family
NXØG,2088,2A,437,2,NA,CO,3,Mtn ARC
NXØP,796,2A,249,2,NA,MN,6,Freeborn Cty Hams
NY2U,1922,4A,383,2,NA,ENY,31,Troy AR Assn
NY4G,1710,2E,166,5,NA,SC,2,NA
NY6J,1790,1E,523,2,NA,IN,1,NA
NZ1U,2520,2AC,624,2,NA,CT,4,Barnstormers Contest Group
NZ5A,3490,1B1B,314,5,NA,STX,1,NA
NZ8D,576,1E,93,2,NA,SNJ,2,NA
ON5WL,104,1D,26,2,NA,DX,1,NA
SP5TAT,98,1D,12,2,NA,DX,1,NA
VA2HMC,740,2A,245,2,NA,QC,8,CRAHM
VA2NU,130,1B1,40,2,NA,QC,1,NA
VA2RUF,636,2F,134,2,NA,QC,23,Club Radio Amateur de l'Estrie
VA3ATT,1298,1D,312,2,NA,ONS,1,NA
VA3DF,5320,1B2B,517,5,NA,ONS,2,NA
VA3FN,750,1D,175,2,NA,ONS,1,NA
VA3KHH,98,1B1C,24,2,NA,ONS,1,NA
VA3LNZ,1200,2A,400,2,NA,ONE,10,Victoria Haliburton ARA
VA3NRR,636,1A,193,2,NA,ONE,20,Renfrew Cty ARC
VA3OVQ,1555,2AB,89,5,NA,ONE,3,Ottawa Valley QRP Soc
VA3PAW,1070,1B1B,82,5,NA,ONE,1,NA
VA3PCJ,240,1B1B,9,5,NA,ONE,1,NA
VA3TGS,512,1E,81,2,NA,ONE,2,NA
VA3TOP,758,3A,29,2,NA,ONN,10,Elliot Lake ARC
VA3TPV,300,1B1B,10,5,NA,ONE,1,NA
VA3YV,3500,1B2B,358,5,NA,ONS,2,NA
VA4PAR,1760,1AC,705,2,NA,MB,10,Pathfinders ARC
VA5DR,1582,4A,209,2,NA,SK,20,Meewasin ARS
VA6PRC,52,1E,1,2,NA,AB,1,NA
VA7JC,748,1D,142,2,NA,BC,4,NA
VA7MM,2086,2E,417,2,NA,BC,4,NA
VA7ODX,2874,2A,597,2,NA,BC,9,Orca DX & Contest Club
VA7RU,70,1C,10,2,NA,BC,1,NA
VA7SAR,6256,2A,1541,2,VA7HME,BC,30,SURREY  ARC
VA7ST,1340,1E,109,5,NA,BC,1,NA
VE1ARC,976,2A,228,2,NA,MAR,18,Greenwood ARC
VE1FO,7218,2A,1997,2,VE1QD,MAR,37,Halifax ARC
VE1GX,1028,3A,268,2,NA,MAR,15,Yarmouth ARC
VE1UW,502,1A,98,2,NA,MAR,7,NA
VE2ARC,2604,1A,561,2,NA,QC,20,West Island  ARC  MontrealARC
VE2AWR,688,1E,155,2,NA,QC,1,NA
VE2BWL,938,1D,230,2,NA,QC,1,NA
VE2CAM,1430,1AB,93,5,NA,QC,3,Club Radio Amateur Maskoutains
VE2CBS,2365,1AB,190,5,NA,QC,8,Club Radio Amateur Sorel Tracy
VE2CQ,2022,2A,408,2,VE2CDX,QC,58,Club Radio Amateur de Quebec
VE2CRS,2000,1A,377,2,NA,QC,5,Club Radio Amateur Saguenay Lac St-Jean
VE2CSP,2906,3A,568,2,NA,QC,18,Association Radioamateur de Portneuf
VE2CVR,2816,3A,632,2,NA,QC,21,Club Radioamateur de la valle du Richelieu
VE2CWQ,894,3A,272,2,NA,QC,13,Club RadioAmateur VE2CWQ
VE2CYH,1438,1A,283,2,NA,QC,20,Covet Hill ARC
VE2FK,1106,1D,264,2,NA,QC,1,NA
VE2KOT,100,1D,25,2,NA,QC,1,NA
VE2PIJ,52,1D,1,2,NA,QC,1,NA
VE2UMS,3676,1A,875,2,NA,QC,30,Union Metropolitaine des Sans-Filistes de Montreal
VE3AIH,420,1B1B,22,5,NA,ONE,1,NA
VE3AIR,1352,2A,241,2,VA3ZUO,ONE,4,Manotick AR Group
VE3BA,832,4A,166,2,NA,ONS,6,Brantford ARC
VE3CV,902,3A,193,2,NA,ONS,5,Bayfield Area Radio Ops
VE3DC,4460,4A,1360,2,NA,ONS,97,Hamilton ARC
VE3DZ,346,1A,74,2,NA,ONS,3,Niag ARA / Penincula RC
VE3EDX,1640,1B1B,139,5,NA,ONN,1,NA
VE3EY,2330,1B2,1387,1,NA,GTA,2,NA
VE3FJ,386,1D,84,2,NA,GTA,1,NA
VE3FMK,68,1D,34,2,NA,ONE,1,NA
VE3FRG,3556,5AC,1423,2,NA,ONE,6,Frontenac Radio Group
VE3GCB,1612,2A,249,2,VE3RAG,ONS,14,Barrie ARC
VE3GF,114,1D,16,2,NA,ONE,1,NA
VE3HB,6108,2A,1597,2,VE3OAK,GTA,21,Oakville ARC
VE3HED,180,1D,130,1,NA,ONE,1,NA
VE3IC,2004,7A,370,2,NA,ONS,18,Kitchener Waterloo ARC
VE3IGJ,880,1B1B,83,5,NA,ONE,1,NA
VE3JOG,190,1E,20,2,NA,ONS,1,NA
VE3LM,894,2E,140,2,NA,ONE,2,NA
VE3LVW,490,1B1B,28,5,NA,ONS,1,NA
VE3MGY,2638,1E,724,2,NA,ONS,1,NA
VE3MIS,7818,10A,2043,2,VE3RCX,GTA,44,NA
VE3NAR,1124,3A,342,2,NA,ONS,7,Nortown ARC
VE3NDI,180,1D,90,2,NA,ONN,1,NA
VE3NSR,2500,4A,505,2,VE3QG,GTA,25,North Shore  ARC
VE3OD,1900,1A,336,2,NA,GTA,8,Halton ARC
VE3OKV,1294,2A,176,2,NA,GTA,8,South Halton ARES
VE3ORF,3772,2A,1076,2,VE3KY,ONE,20,VE3ORF3730 ARG
VE3OSR,1260,3A,178,2,NA,ONS,18,Georgian Bay ARC
VE3OW,4204,5A,1399,2,NA,ONS,25,BCRC / SPR ARC
VE3PYG,2030,1E,177,5,NA,ONE,1,NA
VE3QDR,7055,6AB,640,5,NA,ONE,6,Durham Region QRP Club
VE3RAM,1312,5A,175,2,VA3CUA,ONE,12,Ottawa Valley Mobile Radio
VE3RB,4616,4A,1189,2,VE3KRG,ONE,25,Peterborough ARC
VE3RC,3480,2A,746,2,VE3NCR,ONE,50,Ottawa ARC
VE3RCMP,1310,2F,253,2,NA,ONE,20,RCMP Group Ottawa
VE3RCN,794,1B1C,202,2,NA,ONS,1,NA
VE3RHE,248,1E,49,2,NA,GTA,1,NA
VE3RL,2648,3A,550,2,NA,ONE,21,NA
VE3RSE,2455,4AB,197,5,NA,ONS,10,Elgin ARS
VE3SAR,4342,3A,915,2,VE3CGC,ONS,22,NA
VE3SDF,354,1A,27,2,NA,ONS,6,St. Marys ARC
VE3SGB,2864,1A,907,2,NA,ONS,6,South Georgian Bay ARC
VE3SHO/W4,170,1B1B,24,5,NA,WCF,1,NA
VE3SME,1694,5A,309,2,NA,ONS,15,Norfolk ARC
VE3SOO,2588,2A,682,2,NA,ONN,12,NA
VE3SSB,508,1D,125,2,NA,GTA,2,NA
VE3SWA,3998,5A,920,2,NA,ONS,5,South Waterloo ARC
VE3TNC,2404,5A,531,2,VE3BGD,ONS,20,Toronto ARC
VE3UZ,1600,1B1B,135,5,NA,ONS,1,NA
VE3VM,6128,5A,1626,2,VA3ROW,ONS,35,"Niagara Peninsula ARC, Inc."
VE3XAM,164,1E,32,2,NA,ONE,1,NA
VE3XR,7348,4A,1857,2,VE3AZA,GTA,35,Peel  ARC
VE3YRA,4588,5A,1177,2,VE3YRK,GTA,61,York Region ARC
VE4BB,4798,3A,1049,2,VE4VZ,MB,73,Manitoba ARC
VE4XM,414,1E,132,2,NA,MB,1,NA
VE5AA,1328,2A,232,2,NA,SK,16,Saskatoon ARC Inc.
VE5MA,946,3A,124,2,NA,SK,9,NA
VE5NN,2126,3A,444,2,NA,SK,20,Regina ARA
VE6CJ,1874,1A,662,2,NA,AB,4,Fort Saskatchewan ARC
VE6FAR,1226,3E,298,2,NA,AB,10,NA
VE6FI,1700,2E,1550,1,NA,AB,5,NA
VE6FT,883,2A,325,1,NA,AB,14,Mayerthorpe Flying Tigers
VE6KZ,4658,1B2,1102,2,NA,AB,2,NA
VE6MRF,117,2AC,61,1,NA,AB,10,Mackenzie Regional RC
VE6NQ,422,2A,36,2,NA,AB,22,Calgary ARA / Calgry Reginal ARES
VE6SKY,300,1E,10,5,NA,AB,1,NA
VE6SPS,122,1D,43,2,NA,AB,1,NA
VE6UX,426,1E,69,2,NA,AB,1,NA
VE6VS/VE5,164,1D,57,2,NA,SK,1,NA
VE6YAC,1410,2A,386,2,NA,AB,7,Yellowhead ARA
VE6YOD,670,2A,50,2,NA,AB,12,Cold Lake ARS
VE6ZC,465,1B1B,19,5,NA,AB,1,NA
VE7CMR,1150,4A,300,2,NA,BC,16,Maple Ridge ARC
VE7CVA,1884,2A,604,2,NA,BC,21,Cowichan Valley Amater Radio Soc
VE7GYR,370,1B1,110,2,NA,BC,1,NA
VE7HLW,446,1B1,148,2,NA,BC,1,NA
VE7JKZ,1614,1B1,366,2,NA,BC,1,NA
VE7MIR,730,2A,74,2,NA,BC,18,Mid Island Radio Assoc
VE7NA,986,2A,145,2,NA,BC,20,Nanaimo ARA
VE7NI,2620,1E,227,5,NA,BC,1,NA
VE7NOR,692,1A,152,2,NA,BC,6,North Okanagan RA Club
VE7NSR,3382,2A,847,2,VE7EMR,BC,40,North Shore ARC
VE7PCE,3540,2A,1215,2,NA,BC,25,EPCOM
VE7QF,4630,1AB,420,5,NA,BC,5,Island Contesters
VE7SAR,6256,2A,1541,2,VE7HME,BC,30,S ARC/SEPAR
VE7SCC,1712,2A,295,2,VA7BHA,BC,15,NA
VE7SUN,3230,7A,570,2,VE7LEE,BC,40,Delta ARS
VE7UT,1664,2A,251,2,NA,BC,31,Kamloops ARC
VE7VCC,2694,2A,517,2,NA,BC,9,NA
VE7VCT,2568,3A,436,2,VA7VCT,BC,40,VECTOR
VE7WNO,175,1E,5,5,NA,BC,1,NA
VE8AU,690,3A,119,2,NA,NWT,6,NA
VE8GER,482,1B1,166,2,NA,NWT,1,NA
VE8YK,1430,2AB,70,5,NA,NWT,5,Yellowknife ARS
VE9AA,1665,1B2B,153,5,NA,MAR,2,NA
VE9BPD,598,1F,124,2,NA,MAR,6,Bathurst Area Amateurs
VE9FX,132,1D,82,1,NA,MAR,1,NA
VE9LMN,242,1D,96,2,NA,MAR,3,NA
VE9ND,1868,3A,272,2,NA,MAR,20,NA
VK8AV,94,1D,11,2,NA,DX,1,NA
VO1AA,1588,2A,152,2,NA,NL,9,NA
VO1BRK,518,1A,109,2,NA,NL,10,Baccalieu Amateur Radio Klub
VO1MRC,510,1AB,6,5,NA,NL,11,Marconi ARC of Newfoundland / Signal Hill Splinter Group
VY2DM,188,1D,47,2,NA,MAR,1,NA
W1AAT,204,1E,52,2,NA,VT,1,NA
W1AQ,1934,1A,586,2,NA,RI,10,Associated Radio Amateurs of So New England
W1AW/3,36730,28A,11233,2,W3AO,MDC,80,NA
W1AY,2514,7A,537,2,NA,EMA,35,Whitman ARC
W1BAA,1612,3A,244,2,K1LEE,ENY,24,Southern Berkshire ARC
W1BIM,6592,6A,1532,2,NA,WMA,24,Central MA ARA
W1BOS,3138,3A,658,2,NA,EMA,23,Boston  ARC
W1BRS,4220,9F,919,2,NA,CT,23,BEARS of Manchester
W1CLA,3512,3A,1112,2,WX1CLA,EMA,42,Clay Center ARC
W1CRK,16,1D,8,2,NA,EMA,1,NA
W1DDD,2562,2A,542,2,W1TBR,RI,43,Blackstone Valley ARC
W1ECH,4795,1E,510,5,NA,VT,1,NA
W1EDH,2292,4A,409,2,NA,CT,12,Middlesex  ARS
W1EE,11334,3A,3750,2,K1FC,CT,63,Stamford ARA
W1FM,1180,1E,113,5,NA,EMA,2,NA
W1FZ,2858,3A,535,2,NA,NH,17,Great Bay Rad Assn
W1GLO,2928,3A,591,2,NA,EMA,65,Cape Ann ARA
W1GZ,2716,3A,544,2,KB1YRS,WMA,13,Montachusett  ARA
W1HFG,210,1D,65,2,NA,EMA,1,NA
W1HH,1518,2A,355,2,NA,EMA,18,Billerica ARS
W1HP,5462,2A,1379,2,KD1NA,EMA,18,Philips ARC / Pentucket RA
W1IS,6212,3A,1670,2,NA,EMA,40,PART of Westford MA
W1JCW,1690,1C,620,2,NA,OK,8,NA
W1JN,2060,1E,188,5,NA,CT,1,NA
W1KDA,1488,1A,444,2,NA,RI,20,WA1QCA Repeater Group
W1KMG,1820,1B2B,134,5,NA,ME,2,NA
W1KOO,2684,3F,917,2,NA,VT,15,Burlington ARC
W1KVI,848,1A,110,2,NA,ME,9,Portland Amateur Wireless Assn
W1KX,2426,1A,547,2,NA,ME,10,Bass Hill Repeater Group
W1LAS,1224,2F,479,2,NA,CT,9,Waterbury ARC
W1LN,3276,1B2,1513,2,NA,ME,2,NA
W1LVT,120,1B1B,7,5,NA,VT,1,NA
W1LY,10940,2A,2815,2,W1SYE,RI,71,Newport Cty RC / Sakonnet 49'ers
W1MHL,326,1A,31,2,NA,EMA,3,Waltham ARA
W1MJ,910,1B1B,66,5,NA,EMA,1,NA
W1MWV,4408,3A,1097,2,NA,NH,25,White MTN ARC
W1NRG,5528,2A,1345,2,NA,CT,37,NA
W1NVT,14018,2A,4548,2,W1PU,VT,27,Radio Amateurs of No VT
W1NY,12558,6A,3789,2,NA,WMA,60,Hampden Cty RA
W1OP,8628,2A,2577,2,W1PRA,RI,14,Providence RA
W1PBR,4508,3A,840,2,NY1B,ME,15,Alpha 3
W1PID,1180,1E,93,5,NA,NH,1,NA
W1QI,3214,2A,710,2,W1QK,CT,25,Candlewood ARA
W1QWT,355,1B2B,21,5,NA,EMA,2,NA
W1SMH,1166,2A,208,2,NA,EMA,17,Sturdy Memorial Hospital ARC
W1TKZ,790,3AC,132,2,NA,EMA,26,Wellesley ARS
W1TU,4334,2A,976,2,N1MEA,ME,18,Ellsworth AWA
W1UR,8230,2A,2275,2,W1BST,NH,53,Lakes Region Rep Assn
W1VAR,758,2A,194,2,NA,CT,7,Valley ARA
W1VCM,164,1D,82,2,NA,CT,6,NA
W1WAB,184,1D,9,2,NA,WCF,1,NA
W1WIU,285,1D,202,1,NA,RI,1,NA
W1YAR,700,1AB,50,5,NA,ME,5,Yarmouth RC
W1ZU,1210,1B1B,107,5,NA,VT,1,NA
W2AE,3348,4A,632,2,NA,WNY,30,Radio Amateurs of Greater Syracuse
W2AMC,2020,3A,458,2,NA,NLI,29,NA
W2CCR,112,1D,31,2,NA,ENY,1,NA
W2CM,3162,4A,759,2,NA,WNY,25,Liverpool Am Rep Club
W2CRA,1946,4A,265,2,KD2GRL,NNJ,24,NA
W2DPT,1850,1E,165,5,NA,NNJ,1,NA
W2EF,2814,1F,599,2,NA,NNJ,10,West Essex ARC
W2EGB,1850,2A,525,2,NA,ENY,17,East Greenbush ARA
W2EOC,1830,2F,389,2,KD2DO,WNY,22,Monroe Cty  ARES/RACES
W2FCP,200,1E,16,2,NA,NNY,1,NA
W2GHD,194,1D,36,2,NA,WNY,1,NA
W2GSA,5964,3F,1530,2,W2XYZ,NNJ,34,Garden State ARA
W2GSB,10060,5F,2582,2,NA,NLI,75,Great South Bay ARC
W2HO,4152,5A,1055,2,NA,ENY,88,Orange Cty ARC
W2IQ,2328,3A,484,2,NA,TN,13,Lakeway ARC - JCARES
W2IR,2354,4A,467,2,KD2GQV,ENY,24,Schenectady Museum ARA
W2IRT,2020,1E,570,2,NA,NNJ,1,NA
W2JLK,3270,1B2B,292,5,NA,SNJ,2,NA
W2LI,978,2D,254,2,NA,NNJ,9,NA
W2LID,158,1D,27,2,NA,NNJ,1,NA
W2LRC,3470,2A,863,2,KC2TAF,NLI,40,Larkfield ARC
W2LV,9356,5A,2550,2,NA,NNJ,25,Sussex Cty ARC
W2LZ,2560,2AB,211,5,NA,WNY,8,Walton Radio Assoc
W2MMD,10826,12A,2574,2,KC2SJ,SNJ,29,NA
W2MO,1006,3A,120,2,NA,WNY,10,Madison-Oneida ARC
W2MPX,728,3F,64,2,NA,NNJ,11,Metroplex ARC
W2MRD,344,1E,47,2,NA,ENY,1,NA
W2MU,4822,2E,1364,2,NA,ENY,3,NA
W2NPT,1650,2F,273,2,W2TTT,NNJ,35,Fair Lawn ARC
W2NYW,2460,2A,722,2,NA,ENY,16,Peekskill / Cortlandt ARA
W2OFQ,1254,3A,402,2,NA,WNY,7,Rome RC
W2ORC,2540,2F,600,2,WA2DQL,WNY,25,Orleans Cty ARC
W2ORO,444,1D,144,2,NA,KY,2,NA
W2OW,2426,4A,440,2,K2ZRO,WNY,54,Binghamton ARA
W2PE,1908,3AC,562,2,NA,WNY,23,Radio Assoc of Western NY
W2PIP,154,1D,52,2,NA,WNY,1,NA
W2RC,6470,2AC,1780,2,KW2O,NLI,22,Radio Central ARC /  Order of Boiled Owls of NY
W2RDX,14340,3A,4068,2,W2AN,WNY,30,Rochester DX Assn
W2RME,3486,5A,704,2,N2YP,WNY,41,Chenango Valley ARA
W2RUI,1284,3A,219,2,NA,WNY,30,Lockport ARA
W2SEX,1820,4F,305,2,NA,WNY,16,ARA Tonawandas
W2SFD,976,1E,243,2,NA,ENY,3,NA
W2SO,4508,5A,1163,2,NA,WNY,25,Lancaster ARC
"W2SST (AA1SB,op)",360,1B1,65,2,NA,NNY,1,NA
W2VA,762,2AC,82,2,NA,NLI,11,Wantagh ARC
W2VL,6986,5A,2008,2,WV2LI,NLI,85,LIM ARC
W2WCR,2108,4F,431,2,NA,ENY,32,Warren Cty RC
W2XRX,3930,3A,1062,2,KD2FET,WNY,21,Xerox ARC
W2YD,2820,2A,683,2,NA,NNJ,6,Morris RC
W2YRC,3450,3A,766,2,KF2FK,ENY,48,Yonkers ARC
W2ZQ,458,2A,4,2,NA,SNJ,14,NA
W3ACH,1696,3A,344,2,NA,WPA,28,Cumberland Valley ARC
W3AG,922,1E,193,2,NA,WPA,1,NA
W3AI,3210,5A,883,2,NA,EPA,20,RF Hill ARC
W3BMD,1976,5A,550,2,NA,WPA,16,Indiana Cty ARC
W3BN,2036,3A,391,2,NA,EPA,33,Reading RC
W3BQC,1825,2AB,193,5,NA,EPA,4,Boschveldt QRP Club
W3BSA,1024,2A,267,2,NA,VA,7,BSA Venturing Crew 80
W3BW,140,1D,106,1,NA,MDC,1,NA
W3CDI,2256,3A,533,2,NA,MDC,8,NA
W3CSL,2244,3A,534,2,NA,WPA,23,Monessen ARC
W3CU,3200,4A,628,2,NA,MDC,39,Maryland Mobileers ARC
W3CWC,3474,6A,587,2,W3HAG,MDC,58,Antietam Radio Assoc
W3EM,4000,4A,1045,2,W3PSH,EPA,40,Phil-Mont Mobile RC
W3EOC,1872,2F,502,2,NA,EPA,14,Chester Cty ARES/RACES
W3GV,2512,4A,852,2,NA,WPA,23,RA of Erie
W3HA,3424,2A,816,2,NA,EPA,6,Carbon ARC
W3HAC,1138,2A,116,2,NA,MDC,23,HACDCARC
W3HGT,2730,1E,1005,2,NA,NTX,5,NA
W3KDR,5086,1A,1459,2,NA,MDC,12,Dr Loomis Memorial Jr Mechanics League
W3KGN,1236,3F,273,2,NA,EPA,13,Adams Cty ARS
W3KS,850,1E,350,2,NA,DE,1,NA
W3KWH,1506,3E,292,2,NA,WPA,8,NA
