call,final_score,class,total_qsos,power_multiplier,gota_call,section,number_of_participants,club_name,transmitters,year,power_source,total_cw_qsos,total_digital_qsos,total_phone_qsos,bonus_points,checklog_y_n,x17
KE5TRB,770,2A,50,2,NA,STX,20,Oak Forest ARC,2,2022,B,0,10,40,650,NA,NA
KE6IUE,60,1D,5,2,NA,EB,1,Oakland Radio Comm. Assn.,1,2022,C,0,0,5,50,NA,NA
KE6RN,1308,4A,173,2,NA,SJV,27,California City ARC,4,2022,G,52,54,67,750,NA,NA
KE6SLS,466,1E,85,2,NA,SF,1,NA,1,2022,B,24,49,12,150,NA,NA
KE6SYT,178,1E,14,2,NA,EB,1,Hayward Radio Club,1,2022,B,0,0,14,150,NA,NA
KE6TDP,250,1E,25,2,NA,NC,1,NA,1,2022,S,0,25,0,150,NA,NA
KE7DOA,438,1E,47,2,NA,UT,1,NA,1,2022,S,0,47,0,250,NA,NA
KE7DZ,334,1D,71,2,NA,WWA,1,NA,1,2022,C,71,0,0,50,NA,NA
KE7END,1970,5AC,348,2,KE7EIF,NV,16,Virgin Valley ARC,5,2022,C,37,115,196,970,NA,NA
KE7F,820,2B2,211,2,NA,OR,2,NA,2,2022,G,15,59,137,250,NA,NA
KE7FQJ,132,1D,41,2,NA,WWA,2,Snohomish Co. Hams Club,1,2022,C,0,0,41,50,NA,NA
KE7FSD,142,1D,46,2,NA,AZ,3,NA,1,2022,C,0,0,46,50,NA,NA
KE7MJR,364,1B1,7,2,NA,OR,1,NA,1,2022,B,0,0,7,350,NA,NA
KE7NKR,170,1D,31,2,NA,OR,1,NA,1,2022,C,0,29,2,50,NA,NA
KE7RG,54,1D,2,2,NA,CO,1,Estes Valley ARC,1,2022,C,0,0,2,50,NA,NA
KE7X,542,1D,141,2,NA,OR,1,NA,1,2022,C,0,105,36,50,NA,NA
KE8AE,602,1D,138,2,NA,WV,1,Preston Co. ARC,1,2022,C,138,0,0,50,NA,NA
KE8CB,210,1E,5,2,NA,MI,1,NA,1,2022,B,0,0,5,200,NA,NA
KE8DMB,334,1E,42,2,NA,WV,1,NA,1,2022,G,0,0,42,250,NA,NA
KE8E,374,1D,107,2,NA,OH,1,Eastern OH Contesters,1,2022,C,55,0,52,50,NA,NA
KE8EFQ,350,1E,50,2,NA,OH,1,Medina Co. ARC,1,2022,S,0,50,0,150,NA,NA
KE8ESJ,1022,1D,243,2,NA,OH,1,NA,1,2022,C,0,243,0,50,NA,NA
KE8G,2342,1D,573,2,NA,OH,1,NA,1,2022,C,573,0,0,50,NA,NA
KE8GBF,2338,2A,383,2,NA,MI,3,Holland ARC,2,2022,G,0,261,122,1050,NA,NA
KE8GKO,332,1E,57,2,NA,OH,1,Medina Co. ARC,1,2022,B,34,0,23,150,Y,NA
KE8HCD,820,1B1C,143,2,NA,MI,1,Monroe Co. Radio Comm. Assn.,1,2022,C,0,142,1,250,NA,NA
KE8KOR,192,1E,21,2,NA,WWA,1,NA,1,2022,B,0,0,21,150,NA,NA
KE8KWZ,170,1E,3,5,NA,OH,1,NA,1,2022,B,0,1,2,150,NA,NA
KE8MEP,374,1B1,56,2,NA,OH,1,NA,1,2022,B,56,0,0,150,NA,NA
KE8MVL,614,3E,66,2,NA,OH,2,Ohio Army National Guard Veterans Radio Club,3,2022,B,0,66,0,350,NA,NA
KE8NBC,288,1E,69,2,NA,OH,1,NA,1,2022,B,0,0,69,150,NA,NA
KE8NQQ,144,1D,29,2,NA,MI,1,NA,1,2022,C,0,8,21,70,NA,NA
KE8OTO,420,1D,93,2,NA,MI,1,Grand Rapids ARA,1,2022,C,0,92,1,50,NA,NA
KE8PNX,842,2E,160,2,NA,OH,10,Crawford Co. ARC,2,2022,G,0,136,24,250,NA,NA
KE8PUB,624,2E,137,2,NA,MI,6,Big Signal ARC,2,2022,G,0,0,137,350,NA,NA
KE8QCO,746,1D,174,2,NA,MI,1,Saginaw Valley ARA,1,2022,C,0,174,0,50,NA,NA
KE8QNF,242,1D,96,2,NA,OH,1,Findlay Radio Club,1,2022,C,0,0,96,50,NA,NA
KE8RS,310,1D,58,2,NA,OH,1,Mound ARA,1,2022,C,0,22,36,150,NA,NA
KE8RV,4710,3A,1079,2,NA,OH,19,Madison Co. ARC,3,2022,G,73,528,478,1350,NA,NA
KE8TTJ,254,1B1,2,2,NA,OH,1,NA,1,2022,B,0,0,2,250,NA,NA
KE8UFS,1950,3A,442,2,NA,OH,8,Amigos Radio Club Ashtabula,3,2022,G,0,48,394,970,NA,NA
KE9G,726,1B1,139,2,NA,WI,1,NA,1,2022,G,0,99,40,250,NA,NA
KE9SA,146,1D,48,2,NA,WI,1,NA,1,2022,C,0,0,48,50,NA,NA
KE9TT,196,1E,23,2,NA,WI,1,Green Bay Mike & Key Club,1,2022,B,0,0,23,150,NA,NA
KE9V,450,1D,100,2,NA,IN,1,NA,1,2022,C,100,0,0,50,NA,NA
KE0BXY,66,1D,5,2,NA,IA,2,NA,1,2022,C,0,3,2,50,NA,NA
KE0FOE,2522,1E,538,2,NA,MO,2,NA,1,2022,B,0,538,0,370,NA,NA
KE0HAL,190,1E,20,2,NA,MN,1,South East Metro ARC,1,2022,B,0,0,20,150,NA,NA
KE0L,150,1D,25,2,NA,TN,1,Tennessee Contest Grp.,1,2022,C,25,0,0,50,NA,NA
KE0LCK,1280,6AB,63,5,NA,CO,6,NCARC,6,2022,B,0,63,0,650,Y,NA
KE0LQH,56,1D,3,2,NA,MN,1,St. Paul Radio Club/Mining Radio Club,1,2022,C,0,0,3,50,NA,NA
KE0MHJ,1130,1B1B,88,5,NA,MO,1,Macon Co. ARC,1,2022,B,0,88,0,250,NA,NA
KE0NCQ,1124,5A,71,2,KE0NCQ,CO,6,Denver Radio League,5,2022,B,1,65,5,850,NA,NA
KE0PEZ,254,1D,51,2,NA,KS,1,Santa Fe Trail ARC,1,2022,C,51,0,0,50,NA,NA
KE0ROV,276,1B2,13,2,NA,CO,2,NA,1,2022,B,0,0,13,250,NA,NA
KE0RVP,290,1E,30,2,NA,CO,1,Longmont ARC,1,2022,B,30,0,0,170,NA,NA
KE0RXF,164,1C,7,2,NA,CO,1,Northern CO ARC,1,2022,B,0,0,7,150,NA,NA
KE0SDV,76,1D,7,2,NA,CO,1,Estes Valley ARC,1,2022,C,0,6,1,50,NA,NA
KE0SI,84,1D,17,2,NA,CO,1,Longmont ARC,1,2022,C,0,0,17,50,NA,NA
KE0THM,666,3D,89,2,NA,IA,8,Smoking Hot Radios ARC,3,2022,C,4,65,20,350,Y,NA
KE0TT,4470,1B1B,432,5,NA,MN,1,NA,1,2022,B,432,0,0,150,NA,NA
KE0UI,2402,1E,538,2,NA,CO,1,NA,1,2022,G,538,0,0,250,NA,NA
KE0VIM,766,1B1,228,2,NA,NNY,1,NA,1,2022,G,0,30,198,250,NA,NA
KE0VVS,64,1B1C,7,2,NA,KS,1,Kaw Valley ARC,1,2022,C,0,0,7,50,NA,NA
KE0WVS,162,1D,50,2,NA,IA,3,District 3 ARG,1,2022,C,0,6,44,50,NA,NA
KE0YBL,2222,1D,518,2,NA,MN,8,Sioux Empire ARC,1,2022,C,0,518,0,150,NA,NA
KE0YJJ,174,1D,31,2,NA,MN,1,Hiawatha Valley ARC,1,2022,C,0,31,0,50,NA,NA
KE0YRU,70,1D,10,2,NA,IA,1,Story Co. ARC,1,2022,C,0,0,10,50,NA,NA
KF2BQ,538,1D,122,2,NA,SNJ,1,Old Barney ARC,1,2022,C,0,122,0,50,NA,NA
KF2YV,275,1C,25,5,NA,NNJ,1,Garden State ARA,1,2022,B,0,0,25,150,NA,NA
KF3EI,60,1D,5,2,NA,SFL,1,NA,1,2022,C,0,0,5,50,NA,NA
KF3G,710,1D,165,2,NA,EPA,1,NA,1,2022,C,165,0,0,50,NA,NA
KF4DJQ,160,1D,55,2,NA,TN,1,West TN ARS,1,2022,C,0,0,55,50,NA,NA
KF4DVW,54,1D,2,2,NA,AL,1,TTD ARC,1,2022,C,0,0,2,50,NA,NA
KF4GAF,1058,1D,252,2,NA,WMA,1,Mohawk ARC,1,2022,C,0,252,0,50,NA,NA
KF4NNG,94,1D,22,2,NA,TN,1,NA,1,2022,C,0,0,22,50,NA,NA
KF4RHZ,100,1D,25,2,NA,TN,1,West TN ARS,1,2022,C,0,0,25,50,NA,NA
KF4YHP,120,1D,35,2,NA,AL,1,Shelby Co. (AL) ARC,1,2022,C,0,0,35,50,NA,NA
KF4ZLC,172,1D,61,2,NA,GA,1,Allegan Co ARC,1,2022,C,0,0,61,50,NA,NA
KF5DDV,482,1D,108,2,NA,STX,1,Port Lavaca ARC,1,2022,C,108,0,0,50,NA,NA
KF5DPX,204,1B1,27,2,NA,STX,1,Oak Hill ARC,1,2022,B,0,0,27,150,NA,NA
KF5KHS,318,2F,34,2,NA,NTX,15,Navarro ARC,2,2022,C,0,0,34,250,NA,NA
KF5OUD,312,1B1,31,2,NA,AR,1,NA,1,2022,B,0,0,31,250,NA,NA
KF5PFP,212,1F,16,2,NA,NTX,2,Irving RACES/ARES,1,2022,B,0,15,1,150,NA,NA
KF5RUW,110,1D,15,2,NA,STX,1,NA,1,2022,C,15,0,0,50,NA,NA
KF5TWJ,1270,1E,123,5,NA,AR,1,NA,1,2022,B,102,19,2,50,NA,NA
KF6EOJ,64,1D,7,2,NA,LAX,1,Downey ARC,1,2022,C,0,0,7,50,NA,NA
KF6FIX,144,1D,22,2,NA,ORG,1,NA,1,2022,C,0,0,22,100,NA,NA
KF6GG,314,2E,32,2,NA,LAX,2,Pasadena RC/JPLARC/CITARC,2,2022,B,0,0,32,250,NA,NA
KF6HTE,682,2A,16,2,NA,EB,19,Martinez ARC,2,2022,B,0,0,16,650,NA,NA
KF6I,658,1D,157,2,NA,ORG,1,NA,1,2022,C,147,0,10,50,NA,NA
KF6JOQ,870,1D,205,2,NA,SJV,1,Kern Co. Central Valley ARC,1,2022,C,0,205,0,50,NA,NA
KF6JXM,546,1D,124,2,NA,SDG,1,NA,1,2022,C,0,124,0,50,NA,NA
KF6NNM,850,2F,63,2,NA,SV,7,Friends & Amateur Radio Comm. Enthusiasts,2,2022,C,2,35,26,650,NA,NA
KF6RQZ,318,1E,34,2,NA,ORG,1,NA,1,2022,B,0,0,34,250,NA,NA
KF6VAQ,176,1E,38,2,NA,ORG,1,NA,1,2022,B,0,0,38,100,NA,NA
KF6ZYD,74,1D,12,2,NA,EB,1,South Bay ARA,1,2022,C,0,0,12,50,NA,NA
KF7BWS,190,1D,35,2,NA,OR,1,NA,1,2022,C,0,35,0,50,NA,NA
KF7CCC,178,1E,14,2,NA,AZ,1,Thunderbird ARC,1,2022,B,0,0,14,150,NA,NA
KF7FK,258,1D,59,2,NA,WWA,1,NA,1,2022,C,42,3,14,50,NA,NA
KF7GPO,58,1D,4,2,NA,WWA,1,Radio Club of Tacoma,1,2022,C,0,0,4,50,NA,NA
KF7HB,102,1B1,13,2,NA,OR,1,NA,1,2022,B,13,0,0,50,NA,NA
KF7MD,4630,1E,448,5,NA,CO,1,Colorado QRP Club,1,2022,B,438,10,0,150,NA,NA
KF7MYF,595,1B1B,26,5,NA,NFL,1,Panama City ARC,1,2022,B,0,23,3,350,NA,NA
KF7RQD,878,1B2,182,2,NA,OR,2,NA,1,2022,G,0,182,0,150,NA,NA
KF7RSF,454,1E,1,2,NA,OR,1,Coos Co. Radio Club,1,2022,B,0,1,0,450,NA,NA
KF7UUC,206,1B1,28,2,NA,EWA,1,NA,1,2022,B,0,0,28,150,NA,NA
KF7WMN,552,1AC,1,2,NA,WWA,23,Skagit Amateur Radio EmComm Club,1,2022,C,0,0,1,550,NA,NA
KF7WX,0,1D,56,1,NA,WWA,1,NA,1,2022,C,56,0,0,0,NA,NA
KF7YRS,258,1D,52,2,NA,UT,1,NA,1,2022,C,52,0,0,50,NA,NA
KF9VV,350,1B1B,20,5,NA,WI,1,NA,1,2022,B,20,0,0,150,NA,NA
KF0AIT,498,1B1,46,2,NA,SD,1,Brookings Radio Research Club,1,2022,B,0,28,18,350,NA,NA
KF0ARE,670,1D,160,2,NA,MN,1,NA,1,2022,C,79,71,10,50,NA,NA
KF0ARQ,226,1D,19,2,NA,MO,1,Sedalia Pettis AR Klub,1,2022,C,0,19,0,150,NA,NA
KF0BZX,66,1D,8,2,NA,KS,1,NA,1,2022,C,0,0,8,50,NA,NA
KF0CCI,118,1B1C,49,2,NA,MDC,1,NA,1,2022,C,0,0,49,20,NA,NA
KF0DUQ,120,1B2,25,2,NA,MN,2,NA,1,2022,B,0,0,25,70,NA,NA
KF0FBK,650,1D,150,2,NA,IA,1,NA,1,2022,C,0,150,0,50,NA,NA
KF0FXJ,682,1D,133,2,NA,MO,1,EmComm Assn.,1,2022,C,0,133,0,150,NA,NA
KF0GDD,58,1D,4,2,NA,CO,1,Montrose Co.  ARC,1,2022,C,0,0,4,50,NA,NA
KF0GUS,170,1D,30,2,NA,MO,1,Macon Co. ARC,1,2022,C,0,30,0,50,NA,NA
KF0IAO,972,1AC,240,2,NA,KS,3,South Central KS REACT Group.,1,2022,C,221,0,19,50,Y,NA
KF0IBJ,420,1E,14,5,NA,CO,3,Beaver Creek ARA,1,2022,S,0,0,14,350,NA,NA
KF0IEV,266,1D,54,2,NA,MN,1,St. Paul Radio Club/Mining Radio Club,1,2022,C,40,14,0,50,NA,NA
KF0JCQ,54,1D,1,2,NA,SD,1,NA,1,2022,C,0,1,0,50,NA,NA
KF0XV,1220,1E,107,5,NA,KS,1,NA,1,2022,B,107,0,0,150,NA,NA
KG2MM,1250,5A,156,2,NA,NFL,5,NA,5,2022,B,0,44,112,850,NA,NA
KG4ASZ,350,1E,50,2,NA,NFL,1,NA,1,2022,B,0,50,0,150,NA,NA
KG4CNA,78,1D,14,2,NA,AL,1,NA,1,2022,C,0,0,14,50,NA,NA
KG4EIF,164,1E,7,2,NA,VA,1,Albemarle ARC,1,2022,B,0,0,7,150,NA,NA
KG4KGY,222,1D,18,2,NA,KY,1,Mammoth Cave ARC,1,2022,C,18,0,0,150,NA,NA
KG4OGC,920,3A,144,2,NA,GA,6,Hinesville Amateur Radio Em. Soc.,3,2022,B,0,91,53,450,NA,NA
KG4SLK,278,1E,44,2,NA,NFL,3,Shelby Co. (AL) ARC,1,2022,B,0,0,44,190,NA,NA
KG4SRK,226,1D,88,2,NA,KY,1,Paducah ARA,1,2022,C,0,0,88,50,NA,NA
KG4WNA,82,1D,8,2,NA,KY,1,NA,1,2022,C,8,0,0,50,NA,NA
KG4WZZ,204,1D,50,2,NA,GA,1,NA,1,2022,C,0,27,23,50,NA,NA
KG5DNF,330,1D,70,2,NA,AR,1,NA,1,2022,C,70,0,0,50,NA,NA
KG5E,680,1B1,165,2,NA,NTX,1,Metrocrest ARS,1,2022,G,0,0,165,350,NA,NA
KG5IGO,286,2D,59,2,NA,STX,1,Katy ARS,2,2022,C,0,59,0,50,NA,NA
KG5KDO,478,1D,107,2,NA,NTX,1,Hurst ARC,1,2022,C,0,107,0,50,NA,NA
KG5LRB,344,1B1,47,2,NA,WI,1,Santa Fe ARES,1,2022,B,0,0,47,250,NA,NA
KG5MDB,86,1D,18,2,NA,STX,1,Beaumont ARC,1,2022,C,0,0,18,50,NA,NA
KG5STP,158,1D,2,2,NA,AR,1,Arkansas River Valley ARF,1,2022,C,0,2,0,150,NA,NA
KG5WRY,72,1D,11,2,NA,NTX,1,Richardson Wireless Klub,1,2022,C,0,0,11,50,NA,NA
KG5ZSU,286,1B1,9,2,NA,NTX,1,NA,1,2022,B,0,9,0,250,NA,NA
KG6DKW,276,1E,63,2,NA,LAX,1,Pasadena RC/JPLARC/CITARC,1,2022,G,0,0,63,150,NA,NA
KG6DTZ,964,1B2,357,2,NA,SJV,2,Bishop ARC,1,2022,G,0,0,357,250,NA,NA
KG6FCT,480,1D,215,2,NA,SV,2,Western Placer ARC,1,2022,C,0,0,215,50,NA,NA
KG6HM,86,1D,25,2,NA,SF,1,NA,1,2022,C,18,0,7,0,NA,NA
KG6LHW,952,4A,94,2,NA,SF,20,Humboldt ARC,4,2022,B,7,0,87,750,NA,NA
KG6MWI,315,1B1B,23,5,NA,SCV,1,NA,1,2022,B,0,10,13,150,NA,NA
KG6QEB,708,2A,20,2,NA,LAX,7,Culver City ARES,2,2022,B,0,9,11,650,NA,NA
KG6YJ,660,1E,39,5,NA,SCV,1,NA,1,2022,B,0,23,16,350,NA,NA
KG7ABM,662,1D,78,2,NA,NV,1,Amargosa ARC,1,2022,C,0,78,0,350,NA,NA
KG7CL,418,1D,92,2,NA,NV,1,NA,1,2022,C,0,92,0,50,NA,NA
KG7DAB,86,1D,18,2,NA,WWA,1,Mike and Key ARC,1,2022,C,0,0,18,50,NA,NA
KG7DYX,62,1D,6,2,NA,AZ,1,Tortolita Radio Club,1,2022,C,0,0,6,50,NA,NA
KG7IEB,614,1D,141,2,NA,ID,1,NA,1,2022,C,0,141,0,50,NA,NA
KG7JWN,156,1B1,3,2,NA,UT,1,NA,1,2022,B,0,0,3,150,NA,NA
KG7MVH,426,1B1,19,2,NA,EWA,1,NA,1,2022,B,19,0,0,350,NA,NA
KG7MYX,366,1D,54,2,NA,WWA,1,NA,1,2022,C,0,54,0,150,NA,NA
KG7OH,196,1D,39,2,NA,AZ,1,Northern AZ DX Assn.,1,2022,C,0,34,5,50,NA,NA
KG7QJB,114,1D,32,2,NA,EWA,1,Spout Springs Repeater Assn.,1,2022,C,0,0,32,50,NA,NA
KG7RQJ,285,1B1B,7,5,NA,OR,1,NA,1,2022,B,0,0,7,250,NA,NA
KG7SEU,66,1D,8,2,NA,OR,1,Portland ARC,1,2022,C,0,0,8,50,NA,NA
KG7SPL,1236,3A,195,2,NA,MT,10,American Legion Post 91 ARC,3,2022,G,0,38,157,770,NA,NA
KG7TQX,388,3A,19,2,NA,WWA,6,American Legion Post 122 ARC,3,2022,G,0,0,19,350,NA,NA
KG0D,152,1B1,1,2,NA,WWA,1,NA,1,2022,B,0,0,1,150,NA,NA
KG0E,630,1B1,108,2,NA,SD,1,NA,1,2022,B,6,26,76,350,NA,NA
KH6CE,600,1A,23,2,NA,PAC,35,Em. ARC of Hawaii,1,2022,G,2,0,21,550,NA,NA
KH6EJ,662,2A,40,2,NA,PAC,6,Big Island ARC,2,2022,B,1,15,24,550,NA,NA
KH6HAK,252,1E,1,2,NA,PAC,1,Big Island ARC,1,2022,B,0,0,1,250,NA,NA
KH6J,398,1A,73,2,NA,PAC,17,Ko'olau ARC,1,2022,G,1,0,72,250,NA,NA
KH6RDO,910,1D,190,2,NA,PAC,1,Big Island ARC,1,2022,C,0,190,0,150,NA,NA
KH6UL,706,1F,278,2,NA,PAC,1,NCTAMS PAC,1,2022,B,0,0,278,150,NA,NA
KH7O,330,1D,70,2,NA,PAC,1,NA,1,2022,C,0,70,0,50,NA,NA
KH7X,5162,1E,1253,2,NA,AZ,1,NA,1,2022,G,1253,0,0,150,NA,NA
KI4ABA,562,1D,128,2,NA,LA,1,NA,1,2022,C,0,128,0,50,NA,NA
KI4AMD,62,1D,6,2,NA,VA,1,NA,1,2022,C,0,0,6,50,NA,NA
KI4CDY,216,1D,83,2,NA,WCF,1,Lakeland ARC,1,2022,C,0,0,83,50,NA,NA
KI4DEF,240,1B1B,9,5,NA,NC,1,NA,1,2022,B,9,0,0,150,NA,NA
KI4ENS,442,1E,23,2,NA,KY,1,Bluegrass ARS,1,2022,B,23,0,0,350,NA,NA
KI4EZC,182,1E,8,2,NA,TN,1,Mile Highlanders Grp.,1,2022,B,8,0,0,150,NA,NA
KI4FRU,270,2E,5,2,NA,NC,1,NA,2,2022,B,0,5,0,250,NA,NA
KI4GGJ,240,1D,79,2,NA,AL,1,Univ. of Alabama Radio Club,1,2022,C,0,16,63,50,NA,NA
KI4IO,2220,1B2B,207,5,NA,VA,2,NA,1,2022,B,207,0,0,150,NA,NA
KI4LEH,90,1D,20,2,NA,NFL,1,NA,1,2022,C,0,0,20,50,NA,NA
KI4VGA,102,1D,13,2,NA,SC,1,NA,1,2022,C,13,0,0,50,NA,NA
KI4W,2198,1D,537,2,NA,NC,1,Cape Fear ARS,1,2022,C,537,0,0,50,NA,NA
KI4WVW,184,1D,34,2,NA,TN,1,PODXS 070,1,2022,C,0,33,1,50,NA,NA
KI5AGS,58,1E,4,2,NA,LA,1,NA,1,2022,B,0,0,4,50,NA,NA
KI5ERE,596,3A,73,2,NA,OK,14,Pontotoc Co. ARA,3,2022,B,0,0,73,450,NA,NA
KI5ETN,268,1D,93,2,NA,STX,1,Williamson Co. (TX) ARC,1,2022,C,0,16,77,50,NA,NA
KI5FGB,368,1B1,9,2,NA,AR,1,Crittenden Amateur Radio Operators,1,2022,B,0,0,9,350,NA,NA
KI5FJ,316,1E,33,2,NA,VA,2,Chesapeake ARS,1,2022,G,0,0,33,250,NA,NA
KI5KUI,242,1E,46,2,NA,STX,1,Kendall ARS,1,2022,B,0,0,46,150,NA,NA
KI5LKS,698,1B1,233,2,NA,STX,1,NA,1,2022,B,17,24,192,150,NA,NA
KI5MJH,176,1D,36,2,NA,STX,1,NA,1,2022,C,0,27,9,50,NA,NA
KI5NON,180,1C,2,5,NA,NTX,1,Dallas ARC,1,2022,B,0,0,2,170,NA,NA
KI5OMQ,172,1D,61,2,NA,AR,1,NA,1,2022,C,0,0,61,50,NA,NA
KI5OOH,494,1E,86,2,NA,MS,1,Central MS ARA,1,2022,B,0,86,0,150,NA,NA
KI5PED,198,1E,20,2,NA,STX,1,NA,1,2022,B,0,4,16,150,NA,NA
KI5PMY,334,1D,71,2,NA,NTX,1,Tri County ARC (TX),1,2022,C,0,71,0,50,NA,NA
KI5PNF,310,1D,65,2,NA,NTX,1,Ellis Co. ARC,1,2022,C,0,65,0,50,NA,NA
KI5PUM,186,1D,34,2,NA,LA,1,Shreveport ARA,1,2022,C,0,34,0,50,NA,NA
KI5PXG,186,1D,34,2,NA,NTX,1,Richardson Wireless Klub,1,2022,C,0,34,0,50,NA,NA
KI5QKL,120,1D,35,2,NA,STX,1,Cross Roads Ham Radio Club,1,2022,C,0,0,35,50,NA,NA
KI5QPY,138,1D,22,2,NA,STX,1,Williamson Co. (TX) ARC,1,2022,C,0,22,0,50,NA,NA
KI5QZD,270,1B1,30,2,NA,NTX,1,NA,1,2022,B,30,0,0,150,NA,NA
KI5RCS,550,1D,125,2,NA,STX,1,NA,1,2022,C,0,125,0,50,NA,NA
KI5RUS,98,1D,12,2,NA,NM,1,Alamogordo ARC,1,2022,C,0,12,0,50,NA,NA
KI5RVX,798,1D,187,2,NA,AL,2,Univ. of Alabama Radio Club,1,2022,C,0,187,0,50,NA,NA
KI5TKD,372,1E,111,2,NA,OK,1,Oklahoma City Autopatch Assn.,1,2022,B,0,0,111,150,NA,NA
KI5TXY,62,1D,6,2,NA,STX,1,Jefferson Co. (TX) ARC,1,2022,C,0,0,6,50,NA,NA
KI5VZJ,316,2D,53,2,NA,OK,6,Edmond ARS,2,2022,C,0,0,53,210,NA,NA
KI6DRN,382,1E,66,2,NA,SCV,1,Cupertino ARES,1,2022,B,0,0,66,250,NA,NA
KI6LDM,308,1E,56,2,NA,SCV,1,Cupertino ARES,1,2022,B,0,23,33,150,NA,NA
KI6OY,658,1D,152,2,NA,EB,1,Livermore Amateur Radio Klub,1,2022,C,152,0,0,50,NA,NA
KI6TPX,410,1B1B,32,5,NA,LAX,1,NA,1,2022,B,0,0,32,250,NA,NA
KI6ZKM,270,1B1B,4,5,NA,LAX,1,South Pasadena ARC,1,2022,B,0,0,4,250,NA,NA
KI7AAY,256,1D,103,2,NA,WWA,1,NA,1,2022,C,0,0,103,50,NA,NA
KI7AUH,136,1D,43,2,NA,WWA,1,Jefferson Co. (WA) ARC,1,2022,C,0,0,43,50,NA,NA
KI7BCL,352,1E,63,2,NA,ID,1,NA,1,2022,B,0,38,25,150,NA,NA
KI7LDQ,118,1E,21,2,NA,WWA,1,Skagit Amateur Radio EmComm Club,1,2022,B,0,13,8,50,NA,NA
KI7MKQ,174,1E,6,2,NA,NV,1,NA,1,2022,B,0,6,0,150,NA,NA
KI7PBR,118,1D,18,2,NA,AZ,1,NA,1,2022,C,16,0,2,50,NA,NA
KI7URL,230,1B1B,16,5,NA,WY,1,NA,1,2022,B,0,0,16,150,NA,NA
KI7W,1612,6A,90,2,NA,WY,12,Big Horn Basin ARC,6,2022,G,31,0,59,1370,NA,NA
KI8CP,130,1D,40,2,NA,STX,1,Van Wert ARC,1,2022,C,0,0,40,50,NA,NA
KI0BJ,832,1D,262,2,NA,MT,1,NA,1,2022,C,0,129,133,50,NA,NA
KI0D,1074,1E,236,2,NA,SD,1,NA,1,2022,B,0,226,10,150,NA,NA
KI0F,1730,1D,453,2,NA,MN,1,Hiawatha Valley ARC,1,2022,C,387,0,66,50,NA,NA
KJ3I,218,1D,42,2,NA,EPA,1,NA,1,2022,C,0,42,0,50,NA,NA
KJ4DMO,146,1D,48,2,NA,TN,1,NA,1,2022,C,0,0,48,50,NA,NA
KJ4M,2320,1B2B,204,5,NA,AL,2,Oak Mountain QRP Daredevils,1,2022,B,166,0,38,470,NA,NA
KJ4ND,820,1D,175,2,NA,KY,1,NA,1,2022,C,160,0,15,150,NA,NA
KJ4QHL,1250,1D,300,2,NA,SFL,1,NA,1,2022,C,0,300,0,50,Y,NA
KJ4UBM,426,1D,57,2,NA,NC,1,Alamance ARC,1,2022,C,0,16,41,280,NA,NA
KJ5CF,144,1D,47,2,NA,NTX,1,NA,1,2022,C,0,0,47,50,NA,NA
KJ5MA,320,1E,34,5,NA,NTX,1,NA,1,2022,B,0,0,34,150,NA,NA
KJ5RC,1374,1D,331,2,NA,MS,1,Central MS ARA,1,2022,C,0,331,0,50,NA,NA
KJ5SO,388,1D,100,2,NA,LA,1,NA,1,2022,C,69,0,31,50,NA,NA
KJ5T,310,1E,26,5,NA,STX,1,Austin (TX) ARC,1,2022,B,26,0,0,50,NA,NA
KJ6DBE,202,1D,38,2,NA,EB,1,South Bay ARA,1,2022,C,0,38,0,50,NA,NA
KJ6HCG,282,2A,14,2,NA,SV,3,Glenn ARS,2,2022,B,2,0,12,250,NA,NA
KJ6HRO,918,2A,109,2,NA,SV,7,NA,2,2022,G,0,0,109,700,NA,NA
KJ6KCG,252,1B2,51,2,NA,ORG,2,NA,1,2022,B,0,0,51,150,NA,NA
KJ6MIC,358,1D,77,2,NA,EWA,1,NA,1,2022,C,41,36,0,50,NA,NA
KJ6TTR,214,1E,32,2,NA,SB,1,NA,1,2022,B,0,0,32,150,NA,NA
KJ7ALP,238,1E,22,2,NA,WWA,1,NA,1,2022,B,22,0,0,150,NA,NA
KJ7BES,976,1B1,207,2,NA,UT,1,NA,1,2022,G,0,206,1,150,NA,NA
KJ7ETX,678,1C,314,2,NA,NV,1,Virgin Valley ARC,1,2022,B,0,0,314,50,NA,NA
KJ7GUI,962,1A,150,2,NA,ID,3,Magic Valley ARC,1,2022,B,0,96,54,470,NA,NA
KJ7IAZ,1470,1B1B,72,5,NA,MT,1,NA,1,2022,B,0,72,0,750,NA,NA
KJ7IGZ,704,1D,204,2,NA,AZ,2,NA,1,2022,C,123,0,81,50,NA,NA
KJ7JXM,860,1B1B,51,5,NA,WWA,1,Seattle ACS,1,2022,B,0,51,0,350,NA,NA
KJ7KNW,300,1E,39,2,NA,AZ,1,Tortolita Radio Club,1,2022,B,0,36,3,150,NA,NA
KJ7LAN,358,1B1,4,2,NA,WWA,1,Kitsap Co. ARC,1,2022,B,0,0,4,350,NA,NA
KJ7RDY,186,1D,34,2,NA,EWA,1,Spout Springs Repeater Assn.,1,2022,C,0,34,0,50,NA,NA
KJ7SSS,320,1B1B,54,5,NA,MT,1,Gallatin Ham Radio Club,1,2022,B,0,0,54,50,NA,NA
