Call,GOTA CALL,FINAL SCORE,Category,Section,Power Multiplier,CLUB NAME,Participants,Transmitters,Power Source,TOTAL CW QSOs,TOTAL DIGITAL QSOs,TOTAL PHONE QSOs,TOTAL QSOs,BONUS POINTS
W5DDS,NA,410,1D,STX,2,NA,1,1,C,0,90,0,90,50
W5DJV,NA,622,1D,VA,2,NA,1,1,C,0,143,0,143,50
W5DLW,NA,454,1E,NTX,2,Bedford ARC,1,1,B,0,12,78,90,250
W5EA,NA,6570,3D,LA,2,Northeast LA ARC,7,3,C,947,101,864,1912,650
W5ENL,NA,2002,6F,AR,2,Mississippi Co. ARA,7,6,C,237,0,52,289,950
W5ESE,NA,134,1D,STX,2,NA,1,1,C,17,0,8,25,50
W5FC,NA,4708,3A,NTX,2,Dallas ARC,50,3,G,165,551,187,903,1470
W5GAD,NA,3672,3E,LA,2,Jefferson (LA) ARC,25,3,G,486,242,15,743,730
W5GFI,NA,220,1D,OK,2,Northeast OK Radio Amateurs,1,1,C,23,0,39,62,50
W5GP,NA,102,1D,NTX,2,NA,1,1,C,0,13,0,13,50
W5HAR,NA,2228,3A,AR,2,Helena ARC,19,3,B,0,78,433,511,1050
W5HRC,NA,1078,3F,NTX,2,Hurst ARC,19,3,C,30,77,100,207,450
W5HTK,NA,1696,4A,OK,2,Enid ARC,10,4,B,6,6,169,181,1310
W5HUM,NA,364,1A,AR,2,Ouachita Amateur Repeater Assn.,20,1,G,0,0,37,37,290
W5IAS,NA,1738,7A,OK,2,Tulsa ARC,40,7,G,12,93,164,269,990
W5JDC,NA,168,1D,OK,2,OCAPA,1,1,C,0,24,11,35,50
W5JDP,NA,1296,2E,NTX,2,Plano AR Klub,1,2,B,6,219,13,238,370
W5JOC,NA,82,1B1,NM,1,NA,1,1,G,0,0,32,32,50
W5K (+W5K),W5K,1513,3A,STX,2,Hays/Caldwell ARC,14,3,B,9,90,1,100,1115
W5KA (+K5LBJ),K5LBJ,2894,3A,STX,2,Austin ARC,35,3,G,74,152,210,436,1570
W5KY,NA,290,1D,STX,2,NA,1,1,C,0,56,8,64,50
W5KZJ,NA,352,1E,NTX,2,NA,1,1,B,0,0,101,101,150
W5LCR (+KI5OMW),KI5OMW,3943,2A,STX,2,Cross Roads Ham RC,28,2,G,108,275,293,676,1825
W5LM,NA,900,2A,NTX,2,Temple ARC,10,2,G,0,0,15,15,870
W5LNX,NA,776,1D,AL,2,Univ. of Alabama RC,7,1,C,0,0,363,363,50
W5LVC (+W5LVC),W5LVC,1431,4A,NTX,2,Lewisville ARA,18,4,B,161,14,13,188,705
W5MAG,NA,1378,3A,AR,2,Mt. Magazine ARC,10,3,G,0,0,264,264,850
W5MEL (+W5TJS),W5TJS,3265,3A,OK,2,OCAPA,17,3,G,212,188,75,475,1515
W5MKS,NA,2790,1E,NTX,5,NA,1,1,B,0,274,0,274,50
W5MQC,NA,334,1E,OK,2,NA,1,1,B,0,0,92,92,150
W5MRC,NA,3448,3A,NTX,2,McKinney ARC,64,3,G,0,272,545,817,1270
W5NAC,NA,2582,3F,NTX,2,Nacogdoches ARC,22,3,C,62,295,142,499,870
W5NC (+K9HOU),K9HOU,5483,3F,STX,2,Northwest ARS,57,3,C,440,436,367,1243,1245
W5ND (+AD5OG),AD5OG,2664,6F,STX,2,Orange (TX) ARC,9,6,C,201,3,634,838,580
W5NEM,NA,1110,1F,MS,2,Northeast MI Radio Amateurs,8,1,C,15,25,0,40,950
W5NGU,NA,766,4A,NTX,2,Denton Co. ARA,30,4,G,0,0,38,38,690
W5NS,NA,930,3A,OK,2,Bartlesville ARC,10,3,B,54,0,82,136,550
W5NZ,NA,770,1B1B,AL,5,Montgomery ARC,1,1,B,48,1,6,55,250
W5OBT,NA,658,1D,AZ,2,Cochise ARA,1,1,C,152,0,0,152,50
W5OQ,NA,108,1D,STX,2,NA,1,1,C,0,0,29,29,50
W5PAA,NA,950,3A,OK,2,Aeronautical Center ARC,3,3,G,0,0,250,250,450
W5PC,NA,1046,4A,NTX,2,ARC of Parker Co.,10,4,B,0,0,198,198,650
W5PDO,NA,778,2A,NM,2,Los Alamos ARC,15,2,G,0,67,30,97,450
W5R,NA,2100,4A,NTX,2,North Richland Hills ARC,21,4,G,15,172,141,328,1070
W5RAW (+KD5DYP),NA,1356,2B2,SD,2,Panhandle ARC,2,2,B,0,162,219,381,270
W5RE,NA,2400,1B1B,NFL,5,NA,1,1,B,205,0,0,205,350
W5RIF,NA,662,1D,STX,2,Lake Conroe ARC,1,1,C,117,29,14,160,50
W5RIN,NA,3942,3A,STX,2,Beaumont ARC,11,3,B,405,102,332,839,1250
W5RIR,NA,312,2E,NTX,2,NA,1,2,B,0,0,31,31,250
W5RJJ,NA,358,1D,NM,2,NA,1,1,C,77,0,0,77,50
W5RRR (+KC5KBO),KC5KBO,5871,10F,STX,2,Johnson Space Center ARC/Clear Lake ARC,32,10,G,302,280,694,1276,2155
W5SBD,NA,116,1D,STX,2,Bastrop Co. ARC,1,1,C,0,0,33,33,50
W5SC,NA,2148,4A,STX,2,San Antonio RC,46,4,G,11,156,135,302,1210
W5SGL,NA,1252,6A,MS,1,Mississippi Coast ARA,12,6,G,0,20,362,382,850
W5SLG,NA,276,1D,WTX,2,NA,1,1,C,2,41,27,70,50
W5SRA,NA,220,3A,NTX,2,Sachse ARA,10,3,G,0,0,35,35,150
W5SSV,NA,4544,3E,STX,2,Jefferson Co. (TX) ARC,38,3,B,322,94,795,1211,1290
W5TA,NA,594,1D,STX,2,Williamson Co. (TX) ARC,1,1,C,111,0,0,111,150
W5TKZ,NA,294,1D,STX,2,Brazos Valley ARC,1,1,C,0,61,0,61,50
W5TMC,NA,1784,1D,OK,2,Ft. Smith Area ARC,2,1,C,0,0,867,867,50
W5TP,NA,1052,1D,AR,2,Northwest OH VHF ARS,1,1,C,0,241,19,260,50
W5TRL,NA,714,2E,STX,2,Lee Co. (TX) ARES,1,2,G,0,116,0,116,250
W5TTX,NA,776,1D,AL,2,NA,4,1,C,0,0,293,293,190
W5UMS,NA,3186,3A,MS,2,Univ. of Mississippi ARC,19,3,G,375,134,140,649,870
W5USJ,NA,98,1D,NTX,2,NA,1,1,C,12,0,0,12,50
W5VAN,NA,218,1D,AR,2,NA,1,1,C,0,0,84,84,50
W5VUI,NA,458,2E,STX,2,NA,5,2,G,0,0,104,104,250
W5W,NA,1676,3A,NTX,2,Red River Valley ARC,27,3,G,7,0,249,256,1150
W5WB (+W5AUY),W5AUY,2901,2AC,NTX,2,Southwest Dallas Co. ARC,15,2,C,0,329,215,544,1155
W5WQ,NA,1880,1A,MS,2,Southwest MS ARC,12,1,B,4,85,57,146,1410
W5WTM,NA,1992,2A,STX,2,Matagorda Co. ARC,41,2,G,20,110,161,291,1150
W5WX,NA,1892,7A,WTX,2,Panhandle ARC,7,7,G,0,2,367,369,1150
W5YD (+K5MFJ),K5MFJ,9471,2A,MS,2,Mississippi State Univeristy ARC,10,2,G,1289,168,1119,2576,1405
W5YL,NA,826,2AC,LA,2,Thibodaux ARC,10,2,C,20,82,84,186,250
W5ZDN (+K5ZDN),K5ZDN,3054,2A,NTX,2,Heart O' Texas ARC,20,2,G,311,5,95,411,1600
W6A,NA,5648,2F,SDG,2,Point Loma Radio Ops. Grp.,9,2,C,756,396,95,1247,850
W6ABV,NA,196,1B1,ORG,2,Edison Amateur Radio Network,1,1,B,0,0,23,23,150
W6AF,NA,542,2A,SV,2,Oroville ARS,20,2,G,18,0,50,68,370
W6AFA,NA,3174,1E,LAX,2,Southern CA Contest Club,1,1,G,0,0,1512,1512,150
W6AGO,NA,906,2A,LAX,2,Aerospace Employees Assn. ARC,10,2,B,3,0,12,15,870
W6AJF,NA,2594,3A,SF,2,Valley of the Moon ARC,10,3,B,323,4,118,445,1050
W6AQ (+N6AN),NA,1385,1B1B,LAX,5,CITARC/JPLARC/PRC/SPARC,1,1,B,90,0,7,97,450
W6ARA (+K6OTA),K6OTA,3110,2A,SCV,1,Palo Alto ARA,64,2,G,301,0,928,1229,1580
W6ART,NA,210,1E,SDG,2,NA,1,1,B,0,18,44,62,50
W6BBD,NA,88,3AC,OH,2,NA,4,3,C,0,2,15,17,50
W6BDD,NA,134,1B1C,KS,2,NA,1,1,C,0,0,42,42,50
W6BML,NA,808,2D,SV,2,Mt. Shasta ARC,2,2,C,1,130,17,148,250
W6BW (+W6BW),W6BW,204,1A,SJV,2,Mountain ARC (CA),3,1,G,0,0,12,12,180
W6BX,NA,7860,1AB,SCV,5,Ridge Runners RC,3,1,B,731,20,0,751,350
W6CBA,NA,322,1AC,ORG,2,Morningside Mischief Makers,4,1,C,20,0,46,66,150
W6CUS,NA,268,2AC,EB,2,East Bay ARC,10,2,C,0,0,9,9,250
W6CX,NA,1682,3A,EB,2,Mt. Diablo ARC,64,3,G,40,64,53,157,1160
W6DD,NA,1160,3A,SV,2,Nevada Co. ARC,14,3,G,68,13,33,114,770
W6DMR,NA,5788,1A,SDG,2,Del Mar CERT,3,1,G,1126,158,1,1285,650
W6DMS,NA,472,1E,ORG,2,Kentwater ARC,1,1,B,0,24,13,37,350
W6DOJ,NA,1322,2E,SV,2,California Dept. of Justice ARC,3,2,G,85,0,366,451,250
W6DOQ,NA,600,1B1B,SJV,5,NA,1,1,B,0,45,0,45,150
W6DOW (+W6DOQ),NA,600,1B1B,SJV,5,NA,1,1,B,0,45,0,45,150
W6DPM,NA,1206,1D,LAX,2,San Fernando Valley ARC,1,1,C,0,289,0,289,50
W6DSG,NA,640,1E,NV,2,Sierra Nevada ARS,1,1,B,0,121,3,124,150
W6ECK,NA,1836,3A,EB,2,KARO ECHO,28,3,S,62,35,29,126,1390
W6EDT,NA,174,1D,ORG,2,South Orange ARA,1,1,C,0,19,24,43,50
W6EK (+NN6H),NN6H,8799,4A,SV,2,Sierra Foothills ARC,70,4,G,787,590,678,2055,1935
W6ELI,NA,306,1D,ORG,2,San Fernando Valley ARC,1,1,C,0,64,0,64,50
W6EMR,NA,138,1D,SV,2,Sierra Foothills ARC,1,1,C,0,0,44,44,50
W6ERE,NA,1712,7A,SJV,2,Stanislaus  ARA,9,7,B,88,0,255,343,850
W6FTC,NA,72,1D,SV,2,Sierra Foothills ARC,1,1,C,0,0,11,11,50
W6FVO,NA,146,1D,STX,2,NA,1,1,C,0,24,0,24,50
W6GA,NA,262,1D,ORG,2,GOTAHAMS,1,1,C,53,0,0,53,50
W6HA (+N6VZF),N6VZF,5421,3A,LAX,2,Hughes ARC,19,3,G,317,0,989,1306,2175
W6IFR,NA,114,1D,LAX,2,Crescenta Valley RC,1,1,C,0,0,32,32,50
W6JGV,NA,434,1D,EB,2,Hayward RC,1,1,C,0,96,0,96,50
W6JPL,NA,124,1D,LAX,2,CITARC/JPLARC/PRC/SPARC,1,1,C,3,0,31,34,50
W6JW,NA,548,3A,LAX,2,Santa Clarita ARC,15,3,G,0,0,49,49,450
W6KA,NA,1024,1E,LAX,2,CITARC/JPLARC/PRC/SPARC,1,1,G,172,0,43,215,250
W6KAP,NA,900,1D,SV,2,NA,1,1,C,0,166,93,259,50
W6KAT,NA,2260,3A,LAX,2,Rio Hondo ARC,16,3,B,0,0,655,655,950
W6KC,NA,496,1C,AZ,2,Southern CA Contest Club,1,1,B,81,0,11,92,150
W6KJ,NA,1004,5A,SV,2,Yuba-Sutter ARC,20,5,G,0,31,65,96,750
W6KSR,NA,620,1B1,ORG,2,NA,1,1,B,84,0,17,101,250
W6LHR,NA,2692,5A,SV,2,Lincoln Hills ARG,8,5,B,77,229,109,415,1250
W6LIE,NA,344,9D,SJV,2,NA,32,9,C,0,49,49,98,50
W6LOR,NA,1405,1B2B,ORG,5,CITARC/JPLARC/PRC/SPARC,2,1,B,63,0,45,108,550
W6MMM,NA,472,2A,SF,2,Willits ARS,7,2,B,0,0,61,61,350
W6MSN,NA,158,1D,LAX,2,NA,1,1,C,0,0,54,54,50
W6MZ,NA,1330,1E,SDG,5,NA,1,1,B,98,0,0,98,350
W6NEV,NA,258,1D,SCV,2,Palo Alto ARA,1,1,C,0,52,0,52,50
W6NJB,NA,440,1E,AR,2,NA,1,1,G,0,0,145,145,150
W6NYU,NA,518,1B1,ORG,2,NA,1,1,B,0,0,134,134,250
W6OBB,NA,590,1B1B,SB,5,NA,1,1,B,0,5,38,43,350
W6OHM,NA,260,1D,WWA,2,Mike & Key ARC,1,1,C,0,19,17,36,150
W6OQI,NA,72,1D,LAX,2,NA,1,1,C,0,0,11,11,50
W6PAP,NA,165,1E,SV,5,North Hills RC,1,1,B,0,0,3,3,150
W6PCH (+K6FED),K6FED,3446,3A,LAX,2,Los Angeles ARC,21,3,G,160,21,566,747,1590
W6PNH,NA,438,1C,SV,2,Yuba-Sutter ARC,1,1,B,0,39,1,40,280
W6PRC,NA,450,2F,ORG,2,San Gorgonio Pass ARC,18,2,C,0,15,0,15,390
W6PW,NA,1556,6F,SF,2,San Francisco RC,8,6,G,30,50,43,123,1150
W6QX,NA,1360,1C,SDG,2,NA,1,1,B,224,0,157,381,150
W6QX/M,NA,1360,1C,SDG,2,NA,1,1,B,224,0,157,381,150
W6R,NA,1315,2A,SB,1,Paso Robles ARC,12,2,G,0,0,325,325,990
W6RDX,NA,222,3F,SDG,2,"San Diego Imperial Co. Chapter, ARC",15,3,C,0,0,86,86,50
W6RGS,NA,360,1D,SDG,2,NA,1,1,C,0,0,155,155,50
W6RHC,NA,1270,4A,SV,2,Golden Empire ARS,20,4,G,70,0,95,165,800
W6RQ,NA,1018,1E,SCV,2,NA,1,1,B,0,192,0,192,250
W6SC,NA,666,1D,SCV,2,Northern CA Contest Club,1,1,C,154,0,0,154,50
W6SCE,NA,716,1D,ORG,2,Edison Amateur Radio Network,1,1,C,119,19,57,195,50
W6SCF (+KM6DOV),KM6DOV,2304,2A,SCV,2,SC4ARC,19,2,G,100,51,90,241,1520
W6SD,NA,2596,4A,LAX,2,San Fernando Valley ARC,25,4,G,185,86,131,402,1250
W6SFM,NA,934,1A,SV,2,Samuel F Morse ARC,12,1,G,146,0,0,146,350
W6SIY,NA,1265,1E,SJV,5,Zuni Loop MEF,1,1,B,100,0,3,103,250
W6SJC (+AJ6DU),AJ6DU,1572,2A,SCV,2,San Jose ARES/RACES,15,2,G,13,113,159,285,750
W6SQ,NA,474,1D,EWA,2,Panorama land ARC,1,1,C,0,106,0,106,50
W6TDC,NA,270,1B1B,LAX,5,CITARC/JPLARC/PRC/SPARC,1,1,B,0,0,4,4,250
W6TJ (+AJ6PH),AJ6PH,1837,3A,ORG,2,Riverside Co. ARA,26,3,B,0,85,86,171,1325
W6TK,NA,370,1D,SB,2,NA,1,1,C,80,0,0,80,50
W6TOI,NA,2394,4A,LAX,2,Downey ARC,10,4,G,68,144,188,400,1170
W6TRW (+KN6OJH),KN6OJH,8980,5AB,LAX,5,W6TRW ARC,21,5,B,102,609,98,809,1380
W6UB,NA,1350,1D,TN,2,Smoky Mountain ARC,1,1,C,325,0,0,325,50
W6ULI (+W6LF),W6LF,1298,2A,ORG,2,Fullerton RC,10,2,B,41,0,72,113,990
W6UQ (+AJ6VY),AJ6VY,6289,3A,SCV,2,San Mateo RC,62,3,G,534,384,391,1309,1835
W6UUS (+WD6HFR),WD6HFR,669,2A,SDG,2,Convair - 220 Club of San Diego,31,2,B,6,0,45,51,555
W6VIO,NA,3310,2A,LAX,2,CITARC/JPLARC/PRC/SPARC,6,2,B,0,0,1270,1270,770
W6VJT,NA,478,1E,NM,2,Mesilla Valley RC,1,1,B,0,82,0,82,150
W6VOM,NA,642,3A,EB,2,Alameda Co. Sheriffs Comm. Team,9,3,G,0,0,96,96,450
W6VRF,NA,236,1E,WWA,2,NA,1,1,B,0,12,19,31,150
W6VVR (+KJ6DLF),KJ6DLF,3103,14A,EB,2,Vaca Valley RC,16,14,G,13,57,124,194,2575
W6WJ (+KI6FW),KI6FW,1763,2A,SB,2,Central Coast Amateur Radio Grp.,10,2,G,27,1,193,221,1265
W6WKB,NA,244,1E,SCV,2,San Benito Co. ARA,1,1,B,0,18,11,29,150
W6WU,NA,2714,3A,MDC,2,West Carroll,3,3,G,230,324,74,628,350
W6WWW,NA,152,1B1,SFL,2,NA,1,1,B,0,0,51,51,50
W6XXX,NA,298,1D,NTX,2,Dallas ARC,1,1,C,0,62,0,62,50
W6YAR,NA,1266,2A,SV,2,YARS/MVRC/SAC ARC/Yolo Co. ARES/Berryesa ARC,15,2,S,14,0,100,114,1010
W6YOY,NA,334,1D,SCV,2,Paso Robles ARC,1,1,C,71,0,0,71,50
W6YV,NA,434,2A,SB,2,Univ. of Southern California ARC,3,2,B,0,0,42,42,350
W6YX,NA,4870,1F,SCV,2,Stanford ARC,10,1,C,969,6,260,1235,450
W6ZE (+W6NGO),W6NGO,16441,5A,ORG,2,Orange Co. (CA) ARC,43,5,G,2232,254,2261,4747,1975
W6ZL,NA,134,1E,ORG,2,NA,1,1,B,21,0,0,21,50
W6ZQ,NA,678,1D,AZ,2,Tortalita RC,1,1,C,157,0,0,157,50
W6ZZK,NA,2034,5A,SF,2,Humboldt ARC,40,5,G,0,303,86,389,650
W7ABF,NA,998,2A,WWA,2,Radio Amateurs of Skagit Co.,15,2,G,112,0,0,112,550
W7AI,NA,276,2F,AZ,2,Oro Valley ARC,9,2,C,6,23,55,84,50
W7AIA (+N7HR),N7HR,6794,4A,WWA,2,Clark Co. (WA) ARC,118,4,G,485,115,1157,1757,2080
W7ASC,NA,296,2D,AZ,2,Center for Amateur Radio Learning,6,2,C,0,3,17,20,250
W7AVM,NA,3608,4A,WWA,2,Island Co. ARC,31,4,G,193,182,309,684,1490
W7AW (+W7ACS),W7ACS,3243,2A,WWA,2,PSRG/WSARC/Seattle ACS,90,2,G,175,67,365,607,1545
W7AWE,NA,788,1B1,AZ,2,Catalina RC and Radio Soc. of Tucson,1,1,B,0,0,219,219,350
W7AZ,NA,248,1F,EWA,2,Tri-Cities ARC,1,1,C,0,0,49,49,150
W7BGG,NA,214,1D,AZ,2,NA,1,1,C,0,0,82,82,50
W7BI,NA,1454,4A,WWA,2,SnoVarc ARC/Issaquah ARC,33,4,G,0,118,66,184,850
W7BID,NA,82,1D,ID,2,Bonner Co. ARC,1,1,C,0,0,16,16,50
W7BV,NA,214,1B1C,AZ,2,Tortolita RC,1,1,C,41,0,0,41,50
W7C,NA,4342,1A,WY,2,Tie Siding ARC,3,1,G,574,374,0,948,550
W7CFV,NA,696,3A,MT,2,Clark Fork Valley ARC,5,3,G,0,50,23,73,450
W7CGA,NA,766,1C,WTX,2,NA,1,1,B,129,0,0,129,250
W7CLF,NA,72,1D,WWA,2,NA,1,1,C,0,0,11,11,50
W7DDE,NA,810,1E,OR,2,NA,1,1,B,0,165,0,165,150
W7DK,NA,5622,5A,WWA,2,Radio Club of Tacoma,55,5,G,651,224,476,1351,1170
W7DLR,NA,575,1B1B,WWA,5,NA,1,1,B,42,0,1,43,150
W7DO,NA,1618,3A,EWA,2,Walla Walla Valley ARC,7,3,G,100,151,82,333,450
W7DRC,NA,4355,3AB,UT,5,Dixie ARC,32,3,B,62,199,79,340,1350
W7DTV,NA,892,2AC,OR,2,Skyline Tower ARC,7,2,C,0,103,115,218,250
W7DVB,NA,982,3A,EWA,2,Kittitas Co. ARES,3,3,B,0,0,16,16,950
W7EAT,NA,1796,4A,WWA,2,Eatonville Amateur Team,5,4,B,0,180,163,343,750
W7ECA,NA,830,2F,MT,2,Great Falls Area ARC,5,2,C,0,137,16,153,250
W7EEC,NA,132,1D,MN,2,NA,1,1,C,7,8,11,26,50
W7EH,NA,688,5A,AZ,2,NA,28,5,S,0,0,19,19,650
W7EI,NA,1340,1A,AZ,2,Verde Valley ARA,30,1,B,106,0,323,429,270
W7EK,NA,1464,2AC,WWA,2,Cascade RC,18,2,C,81,166,13,260,450
W7EL (+K7PJT),NA,2440,1B2B,OR,5,NA,2,1,B,219,0,0,219,250
W7EO,NA,512,3A,UT,2,West Desert ARC,7,3,G,0,0,21,21,470
W7ETZ,NA,456,1B1,WWA,2,Issaquah ARC,1,1,B,2,0,49,51,350
W7EWJ,NA,160,1E,OR,2,NA,1,1,B,0,0,5,5,150
W7F (+AG7IK),AG7IK,599,2A,ID,2,"Firth Stake, Church of Jesus Christ of Latter Day Saints",4,2,S,0,0,77,77,445
W7FD,NA,188,1D,NV,2,NA,1,1,C,18,0,33,51,50
W7FEL,NA,1518,2A,WWA,2,Clallam Co. ARC,35,2,B,74,0,186,260,850
W7FLY,NA,1964,3A,WWA,2,BEARONS,8,3,G,292,0,73,365,650
W7GRA,NA,3326,4A,OR,2,Grande Ronde Radio Amateurs Assn.,19,4,G,131,119,573,823,1180
W7HAV,NA,714,2A,MT,2,Hi-Line ARC,12,2,G,0,0,32,32,650
W7HMT,NA,346,1E,WWA,2,NA,1,1,B,0,30,38,68,150
W7HRF,NA,302,1D,ID,2,NA,1,1,C,0,63,0,63,50
W7HRK (+KK7NEZ),KK7NEZ,1485,4A,AZ,2,Hassayampa Amateur Radio Klub,8,4,G,14,135,7,156,875
W7I,NA,1146,2A,ID,2,Do Something ARC,19,2,B,32,2,20,54,970
W7IME,NA,4715,3AB,WWA,5,Terrain Gain Gang,3,3,B,184,230,45,459,350
W7IO,NA,1054,2F,AZ,2,Arizona ARC,11,2,C,82,18,52,152,550
W7ISE,NA,158,1AC,OR,2,McMinnville ARC,3,1,C,0,0,54,54,50
W7IVK,NA,274,1B1,NV,2,Hams on the Hill Field Day,1,1,B,0,0,12,12,250
W7IVM,NA,1974,4A,ID,2,Bridgerland ARC,45,4,G,0,179,324,503,610
W7JCR,NA,1482,3F,WWA,2,Jefferson Co. (WA) ARC,29,3,C,73,125,70,268,550
W7JSD,NA,114,1D,AZ,2,PODXS 070,1,1,C,0,16,0,16,50
W7JZE,NA,244,1C,AZ,2,NA,1,1,G,0,0,47,47,150
W7KK,NA,472,1D,MT,2,NA,1,1,C,0,105,1,106,50
W7LG,NA,860,1E,WPA,2,NA,1,1,G,104,15,117,236,150
W7LKG,NA,250,1D,WWA,2,Radio Club of Tacoma,1,1,C,50,0,0,50,50
W7LT,NA,4020,4AB,OR,5,Portland ARC,16,4,B,188,120,14,322,870
W7MOT,NA,2748,2A,AZ,2,Motorola ARC (AZ),9,2,B,20,385,39,444,1050
W7MRF,NA,2546,3A,AZ,2,NXP ARC,4,3,B,397,0,204,601,550
W7MSL,NA,234,1D,NE,2,Western Division SATERN,1,1,C,19,0,4,23,150
W7N (+KM7SC),KM7SC,1330,2A,NV,2,Elko ARC,15,2,B,104,0,157,261,600
W7NYK,NA,588,2A,NV,2,Pahrump Amateur Radio Repeater Assn.,20,2,B,7,7,41,55,450
W7OJT,NA,212,1B1,AZ,2,NA,1,1,G,0,0,31,31,150
W7OTV,NA,5238,4A,OR,2,Oregon Tualatin Valley ARC,44,4,G,226,351,840,1417,1250
W7P (+N6GLD),N6GLD,2880,5AB,AZ,5,NA,5,5,B,0,114,37,151,1555
W7PEB,NA,218,1B1,OR,2,NA,1,1,S,0,0,34,34,150
W7PEZ,NA,1220,2B2,EWA,2,Western Washington DX Club,2,2,G,183,1,17,201,450
W7PIG (+KJ7FGG),KJ7FGG,6721,3A,WWA,2,Stanwood-Camano ARC,15,3,G,0,858,557,1415,2175
W7PL,NA,510,2A,OR,2,Bear Mountain Grp.,5,2,G,0,0,100,100,310
W7PLC,NA,270,1E,WWA,2,Olympia ARS,1,1,B,0,0,10,10,250
W7POE,NA,1322,1E,WWA,2,NA,1,1,B,243,0,0,243,350
W7PR,NA,84,1D,NTX,2,Portland ARC,1,1,C,0,0,42,42,0
W7PRA,NA,2194,5A,OR,2,Peak Radio Assn.,7,5,G,42,215,158,415,850
W7PX (+N7PAS),N7PAS,2836,2A,MT,2,Hellgate ARC,9,2,G,361,0,466,827,460
W7PXL (+N7BAS),N7BAS,3135,3A,OR,2,Valley RC of Oregon,65,3,B,244,30,457,731,1125
W7Q,NA,2298,3A,OR,2,Hoodview ARC,20,3,B,188,81,316,585,590
W7QDM,NA,2502,1D,ID,2,NA,1,1,C,613,0,0,613,50
W7RAG,NA,378,3A,OR,2,Radio Amateurs of the Gorge,4,3,B,48,0,18,66,150
W7RCH,NA,3368,1F,UT,2,Cottonwood Heights ARC,14,1,O,0,479,1,480,1450
W7RT,NA,142,1E,AZ,2,NA,1,1,B,0,0,21,21,100
W7RXJ (+W7YAM),W7YAM,1968,4A,OR,2,McMinnville ARC,67,4,G,0,91,77,168,1450
W7RY,NA,246,1D,MO,2,NA,1,1,C,49,0,0,49,50
W7S (+NA7C),NA7C,1757,4A,UT,2,Sandy ARC,30,4,B,0,51,49,100,1455
W7SA,NA,128,2D,AZ,2,Catalina RC and Radio Soc. of Tucson,8,2,C,0,3,33,36,50
W7SAA (+KG7WKU),KG7WKU,2380,7A,OR,2,Salem ARC,13,7,G,126,52,139,317,1390
W7SKA,NA,1440,4A,WWA,2,Skamania Co. ARES,18,4,G,0,13,19,32,1350
W7SKY,NA,880,2A,WWA,2,Sky Valley ARC,10,2,G,0,1,13,14,850
W7SP (+KG7QNG),KG7QNG,3310,3A,UT,2,Utah ARC,62,3,G,65,25,720,810,1510
W7SU,NA,2406,2A,UT,2,Ogden ARC,45,2,G,121,8,430,559,1030
W7SUA,NA,354,1E,AZ,2,NA,1,1,B,0,26,0,26,250
W7TA (+KB7QOD),KB7QOD,3013,7A,NV,2,Sierra Nevada ARS,45,7,G,63,165,158,386,1785
W7TBC,NA,3862,4E,AZ,2,Thunderbird ARC,17,4,G,122,658,46,826,650
W7TCT,NA,170,1B1,EWA,2,NA,1,1,B,0,0,10,10,150
W7TMO,NA,336,1E,AZ,2,Virgin Valley ARC,1,1,B,0,0,93,93,150
W7TRA,NA,722,1D,AZ,2,Digital Arizona Radio Consortium,1,1,C,0,168,0,168,50
W7TT,NA,868,1A,EWA,2,Central Washington  ARC,17,1,G,124,0,61,185,250
W7VC,NA,122,1D,OR,2,NA,1,1,C,0,0,36,36,50
W7VMI,NA,652,2A,WWA,2,Vashon Maury Islands RC,21,2,G,0,24,153,177,250
W7VNE,NA,3342,2A,MT,2,Anaconda  ARC,9,2,G,633,0,180,813,450
W7VOA,NA,856,1E,VA,2,Voice of America ARC,1,1,G,96,33,45,174,250
W7VOI,NA,2398,3AC,ID,2,Voice of Idaho RC,3,3,C,0,477,70,547,350
W7VW,NA,1714,5A,OR,2,Klamath Basin ARA,25,5,G,0,166,0,166,1050
W7WXR,NA,340,1D,ND,2,NA,1,1,C,0,40,15,55,150
W7YED,NA,4380,4D,WWA,2,Western Washington DX Club,5,4,C,0,1032,21,1053,210
W7YG,NA,200,1D,WCF,2,NA,1,1,C,0,0,75,75,50
W7YRC,NA,2140,3F,AZ,2,Yavapai ARC,271,3,C,1,105,183,289,1350
W7Z,NA,1118,1A,NV,2,NA,3,1,S,118,99,0,217,250
W7ZA,NA,1322,4A,WWA,2,Grays Harbor ARC,12,4,G,52,58,16,126,850
W7ZDX,NA,710,1D,WWA,2,NA,1,1,C,165,0,0,165,50
W7ZRC,NA,570,1D,ID,2,CW Operators' Club,1,1,C,130,0,0,130,50
W8AIT,NA,234,1D,MI,2,NA,1,1,C,0,0,92,92,50
W8AJT,NA,2446,3A,OH,2,Hamilton (OH) ARC,14,3,G,11,187,302,500,1050
W8AL (+NX8J),NX8J,3988,2A,OH,2,Canton ARC,20,2,G,474,1,329,804,1430
W8AN,NA,1162,1B1,OH,2,NA,1,1,G,208,20,0,228,250
W8AND,NA,330,1D,MI,2,Grand Rapids ARA,1,1,C,0,70,0,70,50
W8ATR,NA,1168,4A,OH,2,All Things ARA,70,4,B,17,186,103,306,150
W8AWE (+W8DCQ),NA,1566,1B2,MI,2,Gratiot Co. Old Timers,2,1,G,329,0,0,329,250
