CALL,GOTA Call,FINAL SCORE,Category,Section,Power Multiplier,Club Name,Participants,Transmitters,Power Source,TOTAL CW QSOs,TOTAL DIGITAL QSOs,TOTAL PHONE QSOs,TOTAL QSOs,BONUS POINTS,Checklog Y/N
W4CVY,W4FIZ,7938,3A,GA,2,Columbus ARC,26,3,G,1103,61,1116,2280,1050,NA
W4CWO,NA,80,1D,NC,2,Hampstead Hams,1,1,C,0,0,15,15,50,NA
W4D,WX4BK,3108,5A,GA,2,West GA ARS,45,5,G,19,195,271,485,1710,NA
W4DGH,NA,3080,2AB,AL,5,DeKalb Co. (AL) ARC,19,2,B,200,33,0,233,750,NA
W4DHN,NA,788,2A,AL,2,Wiregrass ARC,12,2,G,31,3,141,175,370,NA
W4DO,WA4TFZ,5180,3A,VA,2,Albemarle ARC,45,3,G,415,216,693,1324,1270,NA
W4DUX,NA,288,1A,WCF,2,Peace River Radio Assn.,10,1,G,0,0,19,19,250,NA
W4DV,NA,3370,5A,GA,2,ARC of Augusta,11,5,G,20,415,130,565,1370,NA
W4DW,W4RNC,5542,5A,NC,2,Raleigh ARS,45,5,G,575,31,864,1470,1390,NA
W4DWS,NA,586,1E,GA,2,NA,1,1,G,109,0,0,109,150,NA
W4ECA,NA,1384,2F,GA,2,Effingham Co. ARES,8,2,C,0,122,323,445,250,NA
W4EDF,NA,790,1E,VA,2,NA,1,1,B,110,0,0,110,350,NA
W4EE,NA,1922,1D,SFL,2,Platinum Coast ARS,1,1,C,420,48,0,468,50,NA
W4EJY,NA,1346,1D,TN,2,NA,1,1,C,0,324,0,324,50,NA
W4ELT,NA,292,1E,NNJ,2,NA,1,1,B,0,0,21,21,250,NA
W4EM,W4BS,3728,4A,TN,2,Delta ARC/Mid South ARA/Nashoba ARC/ARES,47,4,G,82,456,143,681,1290,NA
W4EVC,NA,340,1E,GA,2,Etowah Valley ARC,15,1,G,0,0,45,45,250,NA
W4EVV,NA,394,1E,AL,2,Huntsville ARC,1,1,B,0,60,2,62,150,NA
W4EXT,NA,806,1E,NC,2,Healing Springs Mtn VHF Soc.,1,1,B,0,164,0,164,150,NA
W4EZ,NA,4898,6D,NC,2,Orange Co. Radio Amateurs and Durham FM Assn.,25,6,C,349,462,692,1503,270,NA
W4F,NA,2262,3F,NFL,2,Citrus Co. ARC,25,3,G,223,4,82,309,1190,Y
W4FLL,NA,278,1B1,NV,2,Sierra Nevada ARS,1,1,B,7,0,0,7,250,NA
W4FLX,NA,552,1E,VA,2,Roanoke Valley ARC,1,1,G,0,75,51,126,150,NA
W4G,NA,2624,3A,GA,2,Athens Radio Club,30,3,B,0,90,657,747,950,NA
W4GAT,NA,850,1E,TN,5,NA,1,1,B,0,0,100,100,350,NA
W4GGM,N4KN,2626,5A,TN,2,Maury ARC,22,5,B,177,51,312,540,1090,NA
W4GHG,NA,830,1E,NFL,2,Panama City ARC,5,1,B,0,100,0,100,430,NA
W4GHV,NA,1282,1D,NC,2,Cabarrus ARS,3,1,C,214,81,26,321,50,NA
W4GL,NA,2538,2AC,SC,2,Sumter ARA,20,2,C,0,321,302,623,650,NA
W4GR,NA,7282,8A,GA,2,Gwinnett ARS,85,8,G,359,627,754,1740,1830,NA
W4GRV,NA,294,1D,TN,2,NA,1,1,C,0,61,0,61,50,NA
W4GS,NA,2844,3A,SC,2,Grand Strand ARC,22,3,G,325,57,133,515,1050,NA
W4GSO,NA,2396,2A,NC,2,Greensboro ARA,9,2,B,8,309,189,506,750,NA
W4H,NA,1962,3A,NC,2,HAMARS,4,3,B,57,82,178,317,1050,NA
W4HFH,NA,3064,5A,VA,2,Alexandria Radio Club,35,5,G,84,110,369,563,1550,NA
W4HOG,NA,2394,3A,NC,2,McDowell ARA,33,3,G,323,138,200,661,150,NA
W4HRL,NA,324,1D,VA,2,NA,1,1,C,0,14,109,123,50,NA
W4HXH,NA,262,1D,SFL,2,NA,1,1,C,53,0,0,53,50,NA
W4HZL,KM4VTT,2808,2A,VA,2,Middle Peninsula ARC,36,2,B,250,82,195,527,1090,NA
W4IAX,NA,1710,3AC,AL,2,Mobile ARC,8,3,C,42,202,42,286,650,NA
W4IBM,NA,174,1D,GA,2,W4IBM ARC,2,1,C,0,0,62,62,50,NA
W4IDX,NA,658,1D,AZ,2,NA,1,1,C,114,0,76,190,50,NA
W4IFI,NA,546,1B1,CO,2,NA,1,1,B,99,0,0,99,150,NA
W4IL,NA,1086,1D,TN,2,Tennessee Contest Grp.,1,1,C,0,259,0,259,50,NA
W4IT,NA,1850,1E,NFL,2,NA,1,1,G,425,0,0,425,150,NA
W4IY,W4AD,14708,8A,VA,2,Woodbridge Wireless ARC,43,8,G,1950,569,1221,3740,2190,NA
W4J,NA,1776,1A,SFL,2,Jupiter Tequesta Repeater Grp.,70,1,G,0,90,213,303,990,NA
W4JB,AG4F,3842,3A,GA,2,Fayette Co. ARC,15,3,G,352,54,464,870,1290,NA
W4JNB,AI4QC,3924,2A,AL,2,Muscle Shoals ARC,53,2,G,34,297,335,666,1930,NA
W4JNC,NA,202,1D,NC,2,Brightleaf ARC,1,1,C,0,38,0,38,50,NA
W4JNG,NA,470,1D,NC,2,Rowan ARS,1,1,C,0,105,0,105,50,NA
W4KAZ,NA,1526,1B1,NC,2,NA,1,1,B,315,0,8,323,250,NA
W4KD,NA,3002,1B1,OH,2,NA,1,1,G,713,0,0,713,150,NA
W4KDK,NA,182,1D,TN,2,West TN ARS,1,1,C,6,1,2,9,150,NA
W4KFC,NA,1994,1D,VA,2,Potomac Valley Radio Club,1,1,C,462,0,48,510,50,NA
W4KJ,NA,3624,1D,ME,2,NA,1,1,C,0,0,1812,1812,0,NA
W4KNA,NA,234,1D,NC,2,Jackson Co. (NC) ARS,1,1,C,0,0,92,92,50,NA
W4KP,NA,150,1D,KY,2,NA,1,1,C,0,0,50,50,50,NA
W4KRN,NA,1078,1E,VA,2,Benton ARS,1,1,B,232,0,0,232,150,NA
W4LAN,NA,650,1E,VA,2,NA,1,1,G,0,0,200,200,250,NA
W4LCA,NA,1344,3A,VA,2,Lake Country ARS,18,3,G,0,90,217,307,550,NA
W4LHS,NA,3554,3A,GA,2,Coastal ARS,24,3,G,0,118,1006,1124,1070,NA
W4LX,NA,2478,7A,SFL,2,Fort Myers ARC,11,7,G,2,142,126,270,1650,NA
W4M,NA,1172,3A,SFL,2,Dade Radio Club of Miami,3,3,G,0,32,247,279,550,NA
W4MER,NA,130,1D,VA,2,Shenandoah Valley ARC,1,1,C,0,0,40,40,50,NA
W4MIN,NA,962,4A,WCF,2,Desoto ARC,12,4,G,0,42,22,64,750,NA
W4MIS,NA,2468,5A,NC,2,Misfits ARC,14,5,G,29,126,99,254,1650,NA
W4MLB,K5LD,5384,4A,SFL,2,Platinum Coast ARS,20,4,G,677,0,518,1195,1640,NA
W4MM,NA,408,2A,GA,2,Albany ARC,7,2,B,0,0,179,179,50,NA
W4MNY,NA,174,1D,NC,2,Jackson Co. (NC) ARS,1,1,C,0,0,62,62,50,NA
W4MOE,NA,1096,5A,NC,2,Western Carolina ARS,10,5,G,0,87,49,136,650,NA
W4MT,NA,2864,3A,VA,2,SPARK/HPT/PARC,51,3,G,0,129,439,568,1470,NA
W4MYA,NA,1970,1D,VA,2,Central VA Contest Club,1,1,C,480,0,0,480,50,NA
W4NC,W4WS,12562,9A,NC,2,Forsyth ARC,103,9,G,1947,425,432,2804,2210,NA
W4NFK,NA,206,1E,AL,2,Huntsville ARC,1,1,B,0,14,0,14,150,NA
W4NJA,NA,2998,3A,KY,2,Paducah ARA,14,3,G,380,0,314,694,850,NA
W4NLT,NA,1190,1E,VA,5,NA,1,1,B,104,0,0,104,150,NA
W4NNK,NA,4886,2F,VA,2,Rappahannock ARA,18,2,G,727,102,260,1089,1050,NA
W4NPS,KN4NYU,1872,2A,VA,2,Radio Amatuer Society of Norfolk,20,2,G,0,0,411,411,1050,NA
W4NYR,NA,1544,2A,NC,2,Shelby ARC,18,2,G,17,0,263,280,950,NA
W4OLB,W4LSM,2590,3A,TN,2,Smoky Mountain ARC,70,3,G,184,6,345,535,1140,NA
W4OT,NA,1198,3A,SFL,2,Vero Beach ARC,36,3,G,0,0,174,174,850,Y
W4OVH,NA,5266,3A,VA,2,Ole Virginia Hams,25,3,G,192,359,746,1297,1570,NA
W4P,NA,1822,4A,GA,2,Ellijay ARS,30,4,G,0,103,130,233,1150,NA
W4PAR,NA,158,1AC,NC,2,Healing Springs Mtn VHF Soc.,8,1,C,0,0,4,4,150,NA
W4PCA,NA,1250,1D,TN,2,Smoky Mountain ARC,1,1,C,275,0,0,275,150,NA
W4PME,K4PQC,3685,2AB,GA,5,Metro Atlanta Telephone Pioneer ARC,3,2,B,224,77,1,302,670,NA
W4POT,NA,594,1D,NFL,2,NA,1,1,C,0,136,0,136,50,NA
W4POX,NA,1006,2A,VA,2,Portsmouth ARC,11,2,G,0,0,103,103,800,NA
W4QDV,NA,632,1D,GA,2,North Fulton ARL,1,1,C,130,0,31,161,50,NA
W4QK,NA,292,1D,GA,2,NA,1,1,C,1,59,1,61,50,NA
W4R,KC4HLV,4302,5A,GA,2,MGRA/CGARC,50,5,G,600,72,382,1054,850,NA
W4RBN,NA,284,1D,AL,2,Shelby Co. (AL) ARC,1,1,C,0,0,117,117,50,NA
W4RJA,NA,134,1D,NFL,2,The Villages ARC,1,1,C,0,21,0,21,50,NA
W4RK,NA,320,1E,MO,5,Mid-MO ARC,1,1,B,7,0,0,7,250,NA
W4RKC,NA,3744,3A,VA,2,Shenandoah Valley ARC,16,3,G,319,252,355,926,750,NA
W4RLB,NA,116,1D,KY,2,NA,1,1,C,0,0,33,33,50,NA
W4RM,NA,4078,1D,NC,2,Tennessee Contest Grp.,1,1,C,1007,0,0,1007,50,NA
W4RSC,NA,2422,3F,GA,2,Silver Comet ARS,50,3,C,0,345,296,641,450,NA
W4S,NA,1712,2A,AL,2,Calhoun Co. ARA,7,2,G,81,0,219,300,950,NA
W4SBH,NA,120,1D,SFL,2,NA,1,1,C,0,0,35,35,50,NA
W4SBM,NA,724,1D,NFL,2,Northwest FL ARC,1,1,C,0,167,3,170,50,NA
W4SCP,NA,1348,3A,GA,2,Sun City Peachtree ARG,17,3,G,0,71,7,78,1050,NA
W4SFL,NA,272,3AC,SFL,2,ARA of South West Florida,8,3,C,0,0,51,51,170,NA
W4SNC,NA,2788,6A,NC,2,Iredell Co. ARS,10,6,G,0,151,157,308,1870,NA
W4SNW,NA,502,1D,WCF,2,Sarasota Em. Radio Club,1,1,C,0,0,126,126,250,NA
W4SSF,NA,788,1D,TN,2,NA,1,1,C,169,0,31,200,50,NA
W4TA,NA,5588,3D,WCF,2,St. Petersburg ARC,40,3,C,783,331,341,1455,450,NA
W4TFM,NA,2960,3D,GA,2,South GA ARC,3,3,C,655,0,145,800,50,NA
W4TIY,NA,1714,3A,GA,2,Paulding Co. ARC,10,3,B,153,161,4,318,450,NA
W4TLP,W4GOL,4924,5A,NC,2,NC Tri-Club,46,5,G,250,48,961,1259,1810,NA
W4TLR,NA,622,1D,NC,2,NA,1,1,C,0,143,0,143,50,NA
W4TRC,NA,2226,3A,TN,2,Kingsport/Bays Mountain ARC,45,3,B,26,208,340,574,610,NA
W4TRK,NA,112,1D,AL,2,Shelby Co. (AL) ARC,1,1,C,0,0,31,31,50,NA
W4TTX,W4MGT,5604,3A,NC,2,NA,8,3,G,725,292,173,1190,1190,NA
W4UA,K4AGV,3932,3AC,NC,2,High Point ARC,41,3,C,200,226,459,885,1310,NA
W4UAL,NA,274,1D,AL,2,Univ. of Alabama Radio Club,2,1,C,0,56,0,56,50,NA
W4UC,NA,3360,6A,NFL,2,Five Flags ARA,42,6,G,59,259,209,527,1670,NA
W4UD,NA,1506,2A,TN,2,Bristol ARC,15,2,G,1,198,70,269,570,NA
W4UG,K4IX,4284,3A,VA,2,VBARC/VADXCC,23,3,G,350,250,467,1067,950,NA
W4ULH,AG9IE,636,2A,SC,2,Florence ARC,23,2,B,0,0,93,93,450,NA
W4UT,NA,1472,1E,TN,2,Tennessee Contest Grp.,1,1,B,330,0,1,331,150,NA
W4UWC,NA,2278,1D,KY,2,Kentucky Contest Grp.,1,1,C,0,557,0,557,50,NA
W4VA,N4HKZ,7300,5A,VA,2,Fauquier ARA,37,5,G,513,605,449,1567,1930,NA
W4VG,NA,254,1D,VA,2,NA,1,1,C,0,51,0,51,50,NA
W4VIC,NA,898,1D,VA,2,Potomac Valley Radio Club,1,1,C,212,0,0,212,50,NA
W4VIY,NA,2070,5A,NFL,2,Milton ARC,5,5,B,133,151,92,376,750,NA
W4VO,WA4OKJ,1294,3A,GA,2,Northwest GA ARC,14,3,B,0,87,18,105,910,NA
W4W,NA,924,2A,NTX,2,Red River Valley ARC,20,2,G,21,0,95,116,650,NA
W4WC,NA,2488,6A,TN,2,Andrew Johnson Radio ARC,74,6,G,6,56,395,457,1450,NA
W4WIG,NA,232,1E,GA,2,NA,1,1,B,0,0,41,41,150,NA
W4WWF,NA,130,1D,TN,2,Nashville ARC,1,1,C,0,20,0,20,50,NA
W4WWQ,NA,980,1E,VA,5,Lynchburg ARC,1,1,B,0,73,0,73,250,NA
W4WWV,NA,200,1E,TN,2,Cumberland Plateau ARC,1,1,G,0,0,25,25,150,NA
W4XD,K4MRA,4840,3A,VA,2,Valley and Massanutten ARA,45,3,G,542,126,389,1057,1390,NA
W4YDY,NA,270,1D,NC,2,Brightleaf ARC,1,1,C,0,55,0,55,50,NA
W4YI,NA,844,1D,TN,2,NA,3,1,C,0,181,15,196,90,NA
W4YK,NA,3690,3A,NC,2,Blue Ridge ARC,20,3,G,303,2,660,965,1150,NA
W4YMI,NA,1166,4A,NC,2,Carteret Co. ARS,30,4,G,0,2,49,51,1060,NA
W4YPW,NA,70,1D,OH,2,NA,1,1,C,0,0,10,10,50,NA
W4YPX,NA,816,1A,AL,2,DeKalb Co. (AL) ARC,7,1,G,0,0,283,283,250,NA
W4YS,NA,234,1B1,NV,2,NA,1,1,B,0,0,42,42,150,NA
W4YY,NA,8610,2A,VA,2,Potomac Valley Radio Club,5,2,G,2013,0,54,2067,450,NA
W4ZBB,NA,850,4AC,NFL,2,Playground ARC,12,4,C,0,0,20,20,810,NA
W4ZD,NA,330,1E,NC,2,NA,1,1,B,0,0,90,90,150,NA
W4ZIP,NA,654,1E,OH,2,Mahoning Valley ARA,1,1,G,70,0,12,82,350,NA
W4ZQ,NA,1710,1B1B,KY,5,Ruckerville Amateur Transmitting Soc.,1,1,B,0,136,0,136,350,NA
W4ZYT,NA,1050,1D,VA,2,NA,1,1,C,250,0,0,250,50,NA
W4ZZK,NA,418,2D,AL,2,NA,2,2,C,0,5,174,179,50,NA
W5AHS,NA,882,1A,AR,2,Alpena High School Radio Club,5,1,G,65,0,186,251,250,NA
W5AOK,NA,700,2F,OK,2,Tri-State ARG,10,2,C,0,45,75,120,370,NA
W5AQA,NA,1282,2A,NM,2,Socorro ARA,9,2,G,116,0,124,240,570,NA
W5AQY,NA,1490,1E,STX,2,Brazos Valley ARC,1,1,G,0,335,0,335,150,NA
W5ARS,NA,502,2F,AR,2,Cross Co. ARC,4,2,C,0,0,26,26,450,NA
W5AWL,NA,3518,4F,NTX,2,Lucas ARC/Allen Wylie Lucas ARC,25,4,C,554,161,204,919,250,NA
W5AXC,NA,520,2A,MS,2,Southern Amateur Radio Experiments Club,3,2,B,0,0,85,85,350,NA
W5BCS,NA,1860,3A,STX,2,Bryan ARC,52,3,G,109,0,147,256,1130,NA
W5BDW,NA,294,1D,LA,2,Jefferson ARC,1,1,C,0,61,0,61,50,NA
W5BLX,NA,350,1B1,MS,2,NA,1,1,B,0,0,50,50,250,NA
W5BMC,NA,2144,2F,LA,2,Bayouland Emergency ARS,9,2,C,9,0,429,438,1250,NA
W5DDS,NA,170,1D,STX,2,NA,1,1,C,0,30,0,30,50,NA
W5DPH,NA,1222,1E,OK,2,NA,1,1,G,0,206,74,280,250,NA
W5DSC,NA,492,2A,STX,2,Victoria ARC,6,2,G,0,0,71,71,350,NA
W5DW,NA,450,1E,NTX,2,NA,1,1,G,75,0,0,75,150,NA
W5EA,NA,6778,3D,LA,2,Northeast LA ARC,20,3,C,554,289,1508,2351,390,NA
W5ECO,NA,1536,3F,STX,2,Houston ECHO Soc.,17,3,O,21,69,53,143,1070,NA
W5ENT,NA,2094,2A,NTX,2,Rains ARA,11,2,G,74,133,158,365,950,NA
W5ESE,NA,96,1D,STX,2,NA,1,1,C,11,0,1,12,50,NA
W5ETS,NA,360,2E,STX,2,Las Moras ARC,4,2,G,0,0,55,55,250,NA
W5FC,NA,4890,3A,NTX,2,Dallas ARC,51,3,G,84,779,34,897,1370,NA
W5FMH,NA,2610,1D,STX,2,South TX Remote DX Club,1,1,C,640,0,0,640,50,NA
W5FQ,NA,680,1F,MS,2,Meridian ARC,6,1,G,0,0,15,15,650,NA
W5FZ,NA,486,1D,STX,2,NA,2,1,C,0,103,12,115,50,NA
W5GAD,NA,3888,3E,LA,2,Jefferson ARC,25,3,G,346,230,357,933,870,NA
W5GIX,K5LSU,2282,3A,LA,2,Baton Rouge ARC,25,3,B,91,90,354,535,850,NA
W5GP,NA,106,1D,NTX,2,NA,1,1,C,0,14,0,14,50,NA
W5GSW,NA,170,1E,NC,2,Raleigh ARS,1,1,B,0,0,10,10,150,NA
W5GT,NA,166,1D,NTX,2,North Richland Hills ARC,1,1,C,0,0,8,8,150,NA
W5HAR,NA,2058,5A,AR,2,Helena ARC,18,5,B,0,27,250,277,1450,NA
W5HB,NA,636,1E,AR,2,NA,1,1,G,0,0,243,243,150,NA
W5HRC,W5HRC,1156,2A,NTX,2,Hurst ARC,10,2,G,0,121,11,132,650,NA
W5HUM,NA,318,1A,AR,2,Ouachita Amateur Repeater Assn.,4,1,G,0,0,34,34,250,NA
W5HVS,NA,510,1D,STX,2,Bryan ARC,1,1,C,0,115,0,115,50,NA
W5HWZ,NA,402,1D,CO,2,Big Sandy ARC,1,1,C,0,88,0,88,50,NA
W5IOH,NA,146,2D,STX,2,NA,5,2,C,0,0,48,48,50,NA
W5IPA,NA,354,1B1,EMA,2,Falmouth ARA,1,1,B,0,13,26,39,250,NA
W5ITC,NA,448,1B1,STX,2,NA,1,1,B,0,48,103,151,50,NA
W5JBR,NA,410,1E,AR,5,Jonesboro ARC,4,1,B,6,0,0,6,350,NA
W5JCR,NA,1584,2F,NTX,2,Johnson Co. ARC,25,2,C,0,0,557,557,470,NA
W5JE,NA,796,1A,AR,2,NA,5,1,B,83,4,49,136,350,NA
W5JEF,NA,392,1D,STX,2,Brazos Valley ARC,1,1,C,0,0,171,171,50,NA
W5JHC,NA,190,1D,OK,2,Tulsa ARC,1,1,C,0,35,0,35,50,NA
W5K,NA,1352,3AC,STX,2,Hays/Caldwell ARC,14,3,C,37,163,1,201,550,NA
W5KA,K5LBJ,2958,3A,STX,2,Austin (TX) ARC,37,3,G,171,212,58,441,1310,NA
W5KRK,NA,482,2AC,AR,2,Hogville ARC,6,2,C,0,7,2,9,450,NA
W5KS,NA,522,3AC,OK,2,DFW Contest Grp.,5,3,C,0,54,78,132,150,NA
W5KV,NA,466,1E,CO,2,Oak Hill ARC,1,1,B,0,23,112,135,150,NA
W5KY,NA,1434,1D,STX,2,NA,1,1,C,0,346,0,346,50,NA
W5LCR,NA,2856,2A,STX,2,Cross Roads Ham Radio Club,32,2,G,38,204,419,661,1050,NA
W5LVC,NA,1904,4A,NTX,2,Lewisville ARC,6,4,G,201,129,17,347,550,NA
W5MAG,NA,1322,3A,AR,2,Mt. Magazine ARC,8,3,G,0,0,186,186,950,NA
W5MAN,NA,866,1E,STX,2,Williamson Co. (TX) ARC,1,1,G,0,153,2,155,250,NA
W5MEL,NA,3186,3A,OK,2,Oklahoma City Autopatch Assn.,26,3,G,195,245,83,523,1260,NA
W5MJ,NA,4930,1D,STX,2,Central TX DX and Contest Club,1,1,C,1220,0,0,1220,50,NA
W5MOY,NA,554,1E,NTX,2,FCARC-BONHAM,1,1,B,0,101,0,101,150,NA
W5MQC,NA,280,1E,OK,2,BA ARC/USS Batfish ARC,1,1,B,0,0,65,65,150,NA
W5MRC,NA,3280,3A,NTX,2,McKinney ARC,57,3,G,0,260,595,855,1050,NA
W5NAC,NA,2404,3F,NTX,2,Nacogdoches ARC,22,3,C,222,157,59,438,770,NA
W5NC,NA,3136,3F,STX,2,Northwest  ARS,52,3,G,380,89,105,574,1050,NA
W5NGU,NA,1584,4A,NTX,2,Denton Co. ARA,30,4,G,170,0,7,177,890,NA
W5NOR,NA,4474,3F,OK,2,South Canadian ARS,70,3,G,632,171,86,889,1090,NA
W5NZ,NA,410,1B1B,AL,5,Montgomery (AL) ARC,1,1,B,6,0,0,6,350,NA
W5O,NA,584,2B2,OK,2,NA,2,2,B,0,1,115,116,350,Y
W5OBM,KF5TPT,3958,3A,MS,2,Olive Branch ARC,20,3,G,10,610,274,894,930,NA
W5OBT,NA,642,1D,AZ,2,Cochise ARA,1,1,C,148,0,0,148,50,NA
W5OLA,NA,1662,4A,AR,2,Two Rivers ARG,21,4,G,0,55,346,401,750,NA
W5OT,NA,156,1D,AZ,2,Tortolita Radio Club,1,1,C,0,0,53,53,50,NA
W5PAA,NA,0,2A,OK,1,Aeronautical Center ARC,3,2,G,0,0,188,188,0,Y
W5PC,NA,940,4A,NTX,2,ARC of Parker Co.,15,4,B,0,0,195,195,550,NA
W5PCH,NA,3002,2A,LAX,2,Los Angeles ARC,26,2,G,301,1,322,624,1150,Y
W5PKK,NA,130,1D,NTX,2,Lucas ARC/Allen Wylie Lucas ARC,1,1,C,0,20,0,20,50,NA
W5R,K5R,2338,4A,NTX,2,North Richland Hills ARC,25,4,G,30,136,42,208,1590,NA
W5RAW,NA,1428,2B2,SD,2,Panhandle ARC,2,2,G,0,172,195,367,350,NA
W5RE,NA,2220,1B1B,NFL,5,NA,1,1,B,167,0,0,167,550,NA
W5RIN,NA,2278,3A,STX,2,Beaumont ARC,16,3,G,0,63,288,351,1450,NA
W5RIR,NA,114,2D,NTX,2,NA,1,2,C,0,0,32,32,50,NA
W5RJJ,NA,348,1B1,NM,2,NA,1,1,G,0,0,149,149,50,NA
W5RPS,NA,230,1D,NTX,2,NA,1,1,C,0,45,0,45,50,NA
W5SBS,NA,238,1E,OK,2,NA,1,1,B,0,47,0,47,50,NA
W5SC,NA,1662,4A,STX,2,San Antonio Radio Club,21,4,G,11,102,60,173,1090,NA
W5SGL,NA,1716,5A,MS,2,Mississippi Coast ARA,15,5,G,0,55,223,278,1050,NA
W5SH,NA,776,3A,NTX,2,"The Kilocycle Club of Fort Worth, TX",10,3,B,0,0,63,63,650,NA
W5SI,W5S,822,4F,STX,2,Texas Em. Amateur Comm.,14,4,C,43,0,50,93,550,NA
W5SLA,NA,664,3F,LA,2,Ozone ARC,12,3,C,0,44,19,63,450,NA
W5SLG,NA,200,1D,WTX,2,NA,1,1,C,0,7,61,68,50,NA
W5SRA,NA,1662,6A,NTX,2,Sachse ARA,40,6,G,0,27,62,89,1430,NA
W5SSV,NA,3606,3E,STX,2,Jefferson Co. (TX) ARC,18,3,B,160,100,708,968,1150,NA
W5STR,NA,364,2A,AR,2,Cabot Small Town ARS,9,2,G,0,0,57,57,250,NA
W5TA,NA,1294,1D,STX,2,Williamson Co. (TX) ARC,1,1,C,283,0,6,289,150,NA
W5TAF,NA,550,1D,VA,2,NA,2,1,C,67,0,116,183,50,NA
W5TM,NA,4562,1D,OK,2,BA ARC/USS Batfish ARC,1,1,C,1128,0,0,1128,50,NA
W5TP,NA,852,1D,AR,2,Hogville ARC,1,1,C,0,149,3,152,250,NA
W5TRL,NA,3098,2E,STX,2,Big Bend ARC,1,2,G,0,687,0,687,350,NA
W5TTX,NA,434,1D,AL,2,NA,3,1,C,0,0,122,122,190,NA
W5UHQ,NA,714,1D,OH,2,Central OH Operators Klub Extra Novice,1,1,C,0,116,0,116,250,NA
W5UMS,NA,2732,3A,MS,2,Univ. of Mississippi ARC,21,3,G,246,106,127,479,1070,NA
W5VC,NA,166,1E,AR,2,NA,1,1,B,0,0,8,8,150,NA
W5VS,NA,1374,1B1,VA,2,NA,1,1,B,228,78,0,306,150,NA
W5VUI,NA,424,2E,STX,2,NA,7,2,G,0,4,79,83,250,NA
W5WB,W5AUY,1040,2AC,NTX,2,Southwest Dallas Co. ARC,26,2,C,1,91,61,153,550,NA
W5WHN,NA,956,1E,NM,2,NA,2,1,B,83,0,87,170,450,NA
W5WMR,NA,170,1E,STX,2,Kendall ARS,1,1,G,0,0,10,10,150,NA
W5WQ,NA,1490,1A,MS,2,Southwest MS ARC,14,1,B,0,26,168,194,1050,NA
W5WTH,NA,82,1D,STX,2,Foothills ARS Cycle 25,1,1,C,8,0,0,8,50,NA
W5WTM,NA,2014,2A,STX,2,Matagorda Co. ARC,45,2,G,175,15,102,292,1050,NA
W5WX,KI5KGC,2960,7A,WTX,2,Panhandle ARC,23,7,G,0,165,265,430,1770,NA
W5Y,NA,744,3A,NTX,2,Young Co. ARC,6,3,G,6,16,53,75,550,NA
W5YIU,NA,200,1B2B,STX,5,NA,2,1,B,0,0,10,10,150,NA
W5YZ,NA,510,1B1,NM,2,NA,1,1,B,90,0,0,90,150,NA
W5ZDN,K5ZDN,2762,2A,NTX,2,Heart O' Texas ARC,28,2,G,265,4,118,387,1450,NA
W6A,NA,6174,2F,SDG,2,Point Loma ARC,12,2,C,967,352,74,1393,750,NA
W6AF,NA,116,2AC,SV,2,Oroville ARS,25,2,C,0,0,33,33,50,NA
W6AGO,NA,514,1A,LAX,2,Aerospace Employees Assn. ARC,4,1,G,0,0,32,32,450,NA
W6AJF,NA,2072,3A,SF,2,Valley of the Moon ARC,15,3,B,156,0,249,405,950,NA
W6AJR,NA,214,1D,SCV,2,NA,1,1,C,0,41,0,41,50,NA
W6ARA,K6OTA,730,2A,SCV,2,Palo Alto ARA,46,2,G,7,0,76,83,550,NA
W6ATV,NA,192,1D,EB,2,Hayward Radio Club,1,1,C,0,0,71,71,50,NA
W6BA,NA,1276,5AC,ORG,2,Morongo Basin ARC,16,5,C,0,8,447,455,350,NA
W6BML,NA,434,3D,SV,2,Mt. Shasta ARC,3,3,C,0,84,24,108,50,Y
W6BP,NA,254,1D,SCV,2,Saratoga ARA,1,1,C,48,3,0,51,50,NA
W6BW,NA,350,1A,SJV,2,Mountain ARC (CA),15,1,G,0,0,30,30,290,NA
W6CBA,NA,302,1AC,ORG,2,NA,3,1,C,21,0,34,55,150,NA
W6COW,NA,1535,1E,LAX,5,West Pasture CW Grp.,1,1,B,103,20,11,134,250,NA
W6CPD,NA,992,5F,ORG,2,Corona PD CSV Grp.,7,5,C,0,193,35,228,150,NA
W6CX,NA,1318,3A,EB,2,Mt. Diablo ARC,56,3,S,40,0,54,94,1050,NA
W6CYP,NA,2142,2F,ORG,2,City of Cypress RACES,16,2,G,1,23,318,342,1410,NA
W6DCB,NA,112,1D,LAX,2,NA,1,1,C,0,0,31,31,50,NA
W6DMR,NA,1522,2D,SDG,2,Del Mar CERT,2,2,C,227,138,6,371,50,NA
W6DMS,NA,362,1E,ORG,2,Kentwater ARC,1,1,B,0,0,6,6,350,NA
W6DOQ,NA,262,2E,LAX,2,Pasadena RC/JPLARC/CITARC,1,2,B,0,0,6,6,250,NA
W6DPM,NA,784,1D,LAX,2,San Fernando Valley ARC,1,1,C,2,176,6,184,60,Y
W6DSG,NA,568,1E,NV,2,Sierra Nevada ARS,1,1,B,0,104,1,105,150,NA
W6ECK,W6CUS,1914,3A,EB,2,KARO/ECHO,27,3,B,65,22,98,185,1370,NA
W6EDT,NA,148,1D,ORG,2,South Orange ARA,1,1,C,0,14,21,35,50,NA
